"cv_fold","feature","beta_name","posterior_mean","posterior_sd","posterior_median","ci_2.5","ci_97.5","prob_positive","prob_negative","includes_zero","prior_mean","rhat","ess_bulk","ess_tail"
0,"rainfall_3_months_anomaly_cubic_intp","beta[1]",-0.00559960762162734,0.005482439069167,-0.00572490945,-0.016003887575,0.0051034751175,0.157,0.843,TRUE,0,1.00032788495114,6805.26300543628,2638.08887085996
0,"ndvi_value_cubic_intp","beta[2]",-0.12557843298005,0.0308264023707315,-0.12595927,-0.185421363,-0.063993321125,0,1,FALSE,0,0.999640800832174,4102.64374369833,3185.80114683932
0,"ndvi_anomaly_cubic_intp","beta[3]",0.0357967451796448,0.0159722495951264,0.035736078,0.004326983205,0.06756410135,0.988,0.012,FALSE,0,1.00040530806165,4728.612801496,3078.67944129796
0,"log_currency_exchange","beta[4]",-0.0229781766512148,0.0199785506334286,-0.022881902,-0.0617382211,0.01569424975,0.1245,0.8755,TRUE,0,1.00107130573787,4295.06912154535,2611.34353810588
0,"log_Area","beta[5]",0.0766166179896952,0.0646586832905426,0.0749261485,-0.04852343375,0.21023748525,0.884,0.116,TRUE,0,1.00179532465789,3430.42738596064,2746.63711633457
0,"Muslim","beta[6]",0.0937146775366407,0.078339149988621,0.090517084,-0.05254561965,0.2577661915,0.89125,0.10875,TRUE,0,1.00010431648511,3540.14039562357,2839.96187612009
0,"log_food_inflation","beta[7]",0.0367798127370865,0.0765044878221144,0.040971158,-0.132586896,0.17679933925,0.722,0.278,TRUE,0,1.00095985729276,2645.19555492672,1775.30449764633
0,"log_food_inflation_MPI","beta[8]",0.0302971467606672,0.0739056182057532,0.031376367,-0.1150494465,0.175175601,0.67175,0.32825,TRUE,0,1.00203370415875,2789.54318638342,2555.02595911519
0,"log_fatalities_explosions","beta[9]",0.00338071068648994,0.00542779717109464,0.0034040005,-0.0072790955525,0.013775553775,0.7375,0.2625,TRUE,0,1.00103253651844,8465.53157660162,2885.12198341557
0,"MPI","beta[10]",0.0165171625109764,0.0749026982617044,0.017921128,-0.1336761135,0.16887701025,0.608,0.392,TRUE,0,1.00075673878071,2780.58453259298,2644.7731658996
0,"n_conflicts_Battles_rolsum_90days","beta[11]",-0.0107802407645858,0.010339130738843,-0.0105573175,-0.03148721995,0.00950501333250001,0.1465,0.8535,TRUE,0,1.00040706019733,4599.74133611795,3274.16868622304
0,"log_fatalities_battles","beta[12]",0.00218806957780685,0.00688570735875793,0.00219328805,-0.0112970485,0.015795448825,0.6305,0.3695,TRUE,0,1.00047332322408,5213.15757156755,2793.23238494626
0,"headline_inflation_cubic_intp","beta[13]",0.0814345283175171,0.0788971824562126,0.0790468905,-0.0705376862,0.24966116025,0.8705,0.1295,TRUE,0,1.00123660013611,2362.43539349993,1831.45841384416
0,"day_num","beta[14]",0.177331814517803,0.0705369756069558,0.173973375,0.0482443209,0.320461559,0.99625,0.00375,FALSE,0,1.00198995984632,2436.72676966412,2481.63688463859
