"beta[1]","beta[2]","beta[3]","beta[4]","beta[5]","beta[6]","beta[7]","beta[8]","beta[9]","beta[10]","beta[11]","beta[12]","beta[13]","beta[14]","iteration","cv_fold"
-0.0062200727,-0.11595531,0.053141552,-0.026906127,-0.053404152,0.30489996,-0.011461117,-0.11606496,0.0065363946,0.2642014,0.00079764295,-0.0017911793,0.062062442,0.2794871,1,0
0.0006960878,-0.15012133,0.020729136,-0.02392291,-0.038097017,0.24880932,0.089842967,-0.19223151,0.0023724698,0.34487028,-0.0018047473,-0.0072162541,0.038350959,0.30286414,2,0
-0.011055082,-0.080212448,0.03050913,-0.056215506,0.088371479,0.018679116,0.084989116,-0.28543104,-0.0037776639,0.35545726,-0.0030389757,0.0035647931,0.17328936,0.17019226,3,0
0.00052544951,-0.18903508,0.044706964,-0.0048189592,-0.080266433,0.24228639,0.02436109,-0.060363262,0.011686871,0.21409724,-0.015748518,0.0082973743,0.15832442,0.16896615,4,0
-0.0090652474,-0.072806107,0.029951572,-0.04081183,0.1755926,-0.045450066,0.034201628,0.051276613,-0.0060819988,0.024842069,-0.0058622281,-0.0010993252,0.060479644,0.17837116,5,0
-0.0034467267,-0.15739563,0.044501877,-0.045831219,0.13205128,0.19728838,-0.049640067,-0.033203771,0.011745958,0.036120812,-0.0064596473,0.00087248238,0.089532998,0.34774944,6,0
-0.016109194,-0.1825106,0.063370917,-0.058271012,0.18922967,0.18905286,-0.031399758,-0.077863827,0.0041713367,0.020224468,-0.01204702,0.0032829583,0.080559198,0.32543526,7,0
0.0031410139,-0.088787335,0.0099829362,0.01851961,0.084540152,-0.01285621,0.092516834,0.050121133,0.00084966787,0.08645558,-0.013527349,-0.0069080833,0.054489504,0.12439779,8,0
0.0042705978,-0.12249483,0.038847842,-0.013179787,-0.0072906525,0.067847246,0.11856597,-0.019177893,0.00050193917,0.056632256,-0.0033259042,-0.0010254589,-0.017922966,0.13154347,9,0
-0.013170983,-0.10633032,0.02853321,-0.0056528695,0.075411721,0.034223516,-0.031793338,0.064783968,0.0064908648,-0.031060544,-0.018744876,0.0094853068,0.14117143,0.11091642,10,0
0.0041387454,-0.10300919,0.026865883,-0.02899545,0.06446106,0.064902035,0.028969216,0.035709524,0.0015524745,0.024329009,-0.014783906,0.001852575,0.043919832,0.16125301,11,0
-0.0081356311,-0.088140885,0.044807514,-0.027246812,0.065098963,0.059242888,0.04653098,0.073734968,0.0060036058,-0.05228617,0.0040709976,-0.0061086817,0.10862875,0.15667918,12,0
-0.004301278,-0.18114097,0.023674132,-0.01055961,0.051938413,0.094689428,0.024271177,-0.025936209,0.0012505529,0.039019648,-0.02164206,0.014572284,0.13246123,0.16276248,13,0
-0.01481595,-0.080229803,0.021810517,0.0088589782,0.036776095,0.12198298,0.057311492,-0.0061629167,0.010753651,0.086217178,-0.0052127446,-0.0014164825,0.1078568,0.027406588,14,0
0.0063757194,-0.12627366,0.032075085,-0.01665305,0.050847843,0.053387667,0.042948843,0.014364028,-0.0061142245,0.023137137,-0.016071552,-0.0078410344,0.056878586,0.1440511,15,0
-0.00077643343,-0.12380044,0.045744749,-0.026862067,0.069531141,0.009983873,0.067147254,-0.016304756,0.0044524064,0.04172596,-0.0034081181,-0.0068644213,0.035688407,0.12607254,16,0
-0.0027591864,-0.1246074,0.046398602,-0.034710331,0.05381565,-0.018049075,0.11767301,0.019118022,0.0042917915,0.049259072,0.0011123505,-0.0057607059,0.032151076,0.082708296,17,0
-0.0045640518,-0.087019917,0.032829335,-0.028108101,0.0056530471,0.083601741,-0.032569509,0.032052908,0.00018633414,0.0045290393,0.0019697218,-0.00073303895,0.12655263,0.1612685,18,0
-0.0036011394,-0.098961552,0.04298999,-0.020867284,0.033009906,-0.031920183,0.096857201,0.065077737,0.0040026357,0.010485372,-0.012133217,0.0057240326,0.030247523,0.1882813,19,0
0.0058642889,-0.13261931,0.040555381,-0.0047705938,-0.0016298823,0.11144511,-0.026912984,0.0061268746,-0.0046847119,0.03695874,-0.0066286011,0.00093962921,0.17220888,0.1615134,20,0
-0.0080124078,-0.14464163,0.034723935,0.0017268074,-0.01927338,0.18777687,0.18075268,-0.055705217,0.010484352,0.17731165,-0.0073546519,0.0015075171,-0.037780924,0.29617685,21,0
-0.0030340497,-0.13783711,0.011569871,8.9433232e-05,-0.05234857,0.14825472,0.23291967,-0.13385947,0.0029444926,0.15420158,-0.0230885,0.0039553816,-0.066490577,0.13193495,22,0
-0.0075117115,-0.11258395,0.047187585,-0.023898555,0.063553691,0.22645107,0.14069394,-0.024734001,0.001034522,0.14429221,-0.020365048,0.0080345698,-0.0021469947,0.15385035,23,0
-0.0033886438,-0.15603222,0.028140145,-0.018672053,0.16600838,-0.03157163,-0.0093201259,-0.078560957,0.0064995318,0.13066669,0.00311943,-0.00072447501,0.10497281,0.23897024,24,0
-0.0049017913,-0.15333179,0.052592864,0.0024754113,0.019031625,0.16183704,0.11266239,0.064194996,0.0017320993,-0.036480538,-0.012819157,-0.0031760059,0.016079927,0.12869805,25,0
-0.003416635,-0.15365125,0.027974005,0.015931071,0.11254035,-0.0033539496,-0.021654572,0.034108994,0.0091423069,0.035515413,-0.0032065842,0.0035091023,0.067189471,0.24977436,26,0
-0.0037216678,-0.092842167,0.042031335,-0.062728787,0.044721393,0.11987054,0.12252476,0.013703489,0.00048526127,0.074133738,-0.015243868,0.0047309619,0.074365624,0.069195787,27,0
-0.0029023561,-0.086675818,0.017756675,-0.010614815,0.049198999,0.077722217,0.050641828,-0.025841685,0.00496132,0.064718912,-0.020870493,0.010685273,0.043248586,0.19754513,28,0
-0.0011778723,-0.1084824,0.022008723,-0.04032174,0.1020236,0.10791245,0.0070850251,0.18869345,0.0024348296,-0.12930401,-0.023831988,0.0065352851,0.052077624,0.25865054,29,0
-0.0054750153,-0.088615605,0.017402936,-0.070839263,0.045735992,0.14365405,0.11414528,0.098369037,-0.0046529129,-0.048102121,-0.027387437,0.0079605917,-0.044457737,0.31480332,30,0
-0.0044989579,-0.10037465,0.029505163,-0.060906743,0.064677642,0.16671263,0.20606187,0.12713635,0.00078377154,-0.083381763,-0.030584762,0.012903465,-0.093813765,0.30748254,31,0
-0.0081749668,-0.092803661,0.035479324,-0.059866786,0.101373,0.18026912,0.1767947,0.089608097,-3.7743348e-05,-0.083173184,-0.030619361,0.013876238,-0.06465129,0.28685096,32,0
-0.0055385328,-0.15643465,0.051730874,-0.032218512,0.083370622,0.062908369,0.10470787,0.11914788,0.0086325959,0.0069068548,0.0045004626,-0.0018028899,0.064556927,0.11358773,33,0
-0.0071450284,-0.090346677,0.022334208,-0.020636643,0.080154594,0.11136169,-5.1980583e-05,-0.021841186,-0.00093288157,0.0055984916,-0.039129601,0.0059721416,0.09234451,0.2490873,34,0
-0.0033921735,-0.16428627,0.049502881,-0.052136262,0.061514963,0.044364318,0.068526167,0.048518084,0.0017947132,0.020812498,-0.010095567,0.013696629,0.062159922,0.12414607,35,0
-0.0061554967,-0.04324781,0.015870896,-0.0085559804,0.0146322,0.065410959,0.050380044,0.043927119,8.9562722e-05,0.031250032,-0.018295489,-0.001017474,0.058022436,0.058797176,36,0
-0.0048904729,-0.067447013,0.010469974,-0.018299342,-0.027529416,0.023759124,0.097388117,0.051150319,-0.0035577274,-0.013151895,-0.014420808,-0.0018086948,0.0012806739,0.013956042,37,0
-0.0022439676,-0.13651542,0.035964315,-0.014367849,0.11621908,0.081312071,-0.02637532,0.0059680512,0.0099550764,0.066826954,-0.0057851234,0.0073490347,0.1385664,0.14470777,38,0
0.00098945543,-0.17053412,0.031878171,0.00068274017,0.059282308,0.12786553,0.082999923,-0.088060507,0.0025010542,0.10030495,-0.003888463,-0.0015993409,0.16726678,0.022631933,39,0
-0.0020709379,-0.13113844,0.048514081,-0.011874134,0.017476709,0.17999313,0.0029046289,-0.012426382,0.0061288399,0.146976,-0.033802228,0.010621829,0.10469823,0.15062552,40,0
-0.011749732,-0.15240237,0.033545929,-0.0068800022,0.10301199,0.10261109,0.042984796,-0.04923228,0.002257897,0.029523817,-0.0066100072,0.015356746,0.11870498,0.14561287,41,0
-0.0030691135,-0.094139463,0.045052695,-0.042151311,0.10115902,0.086695454,0.01969611,0.11690542,0.0068474861,-0.065077825,-0.032851764,-0.0035184838,0.06472114,0.27939304,42,0
-0.00640798,-0.11664302,0.020900596,-0.027768346,0.13986953,0.08132297,0.013170774,0.014793696,0.0066902609,0.012144078,-0.0078622639,0.0088731911,0.037932675,0.2872212,43,0
0.0027186725,-0.141057,0.063648835,-0.03463995,0.055659076,0.077767998,0.10023617,0.058186142,0.0101211,0.014347497,-0.0082963279,0.001326429,0.068394797,0.11606632,44,0
-0.010479802,-0.12552074,0.053810449,-0.014887521,0.043011868,0.068703883,0.035813698,-0.021287235,-0.0039423457,0.0081928527,-0.014781283,0.010574392,0.16051122,0.027987683,45,0
-0.0024288064,-0.11722301,0.019107925,-0.022945615,0.10053952,0.11268212,0.091908138,-0.010334721,0.0098419294,-0.030693952,-0.011810255,-0.0041856626,-0.04832196,0.36338524,46,0
4.1370768e-05,-0.12296856,0.012250416,-0.010699578,0.14452731,0.13152533,0.069828509,0.046999233,0.013837041,-0.064250429,0.0013195841,-0.0040981844,-0.037685291,0.32359893,47,0
-0.0030336559,-0.13882749,0.025203492,-0.0032939088,0.17293237,0.13954953,0.055218408,0.024909623,0.012819285,-0.026662276,-0.0035474934,-0.0025358213,-0.017331123,0.33354145,48,0
-0.010271474,-0.10749354,0.048300783,-0.058633526,-0.058725117,0.29168169,0.14599052,0.12081008,-0.0044302407,0.020570092,-0.019693051,0.012651079,-0.036763826,0.23814174,49,0
-0.007131318,-0.094722256,0.029242361,-0.036054591,0.09485832,0.21220073,-0.040202959,0.13259296,0.0038980198,-0.11584635,-0.015410913,0.0059181321,0.089736552,0.31190169,50,0
-0.0092992487,-0.14212958,0.026808954,-0.040484562,-0.020822449,0.11261012,0.057567464,0.26189574,0.0081529216,-0.17513932,-0.018335547,0.0072306548,-0.058472484,0.29216301,51,0
-0.0053809558,-0.14600401,0.028892939,-0.045154836,-0.021873849,0.19734379,0.048834628,0.24270567,0.011905341,-0.20821078,-0.021966241,0.0048922241,-0.049960461,0.28053331,52,0
-0.0041047312,-0.13963771,0.037723483,-0.028629067,0.071219688,0.10738582,0.04743024,0.4455556,-0.0044377652,-0.38358404,-0.022221976,0.017053872,0.035507206,0.25928234,53,0
-0.0092441286,-0.11398435,0.032706976,-0.027247803,0.12792386,0.18034498,-0.048613768,0.031162957,0.0079845578,0.030902077,0.0090373231,-0.0015871956,0.093880932,0.22733677,54,0
-0.0039416246,-0.13835035,0.043510474,-0.012937195,0.062853871,0.054837364,0.081684469,0.15179565,0.0042798014,-0.10422974,-0.026419783,0.0052474911,-0.050074734,0.19068829,55,0
-0.0017659063,-0.15348551,0.038654977,-0.026671777,0.077721075,0.091452808,0.11029312,0.14252651,0.0069182881,-0.10553603,-0.013807238,0.010585894,-0.023002979,0.21133082,56,0
-0.0090012344,-0.085238944,0.024621554,-0.020534879,0.053951846,0.060892992,0.016878987,0.010595017,0.00010094274,0.11418259,-0.0062561718,0.0011308858,0.097054629,0.16322396,57,0
-0.0081156038,-0.09278676,0.019513804,-0.02558382,0.049542627,0.074944723,0.027863045,-0.0011972897,-0.0021333046,0.091573549,-0.0028047827,0.0023624179,0.11745723,0.15857802,58,0
-0.0054142034,-0.15275152,0.046361158,-0.017120952,0.059481478,0.17261761,0.053368103,0.067610417,0.008075926,-0.11205548,-0.008472019,-0.0031480039,0.085719831,0.21329101,59,0
-0.0076295313,-0.10509621,0.023409392,-0.030372439,0.086263961,0.068948268,-0.032141944,0.0072679004,-0.0056934091,0.12960107,-0.018968577,0.0068998977,0.10611254,0.23811111,60,0
-0.0039052922,-0.13672013,0.039732564,-0.031009552,-0.028488177,0.061025238,0.035327176,0.068972531,0.0078492375,-0.17179415,-0.0095198117,-0.012744439,0.10337084,0.16521266,61,0
-0.0020518318,-0.12218321,0.060235934,-0.021274177,-0.0081514722,-0.0030039545,0.035183609,0.0970443,0.0063257945,-0.17087075,-0.0080958695,-0.010594576,0.092264387,0.19739834,62,0
-0.0056576178,-0.12324543,0.070717547,-0.014960046,-0.0090855291,-0.0037716752,0.0026108479,0.1093422,0.003565808,-0.14919855,-0.0076262071,-0.0034292767,0.094269408,0.22651076,63,0
-0.0072809626,-0.1253215,0.0032087645,-0.034954415,0.10414035,0.16658028,-0.011223221,0.040904435,0.0014922968,0.033566183,-0.014282755,-0.0018698189,0.11687604,0.18309086,64,0
-0.0046121939,-0.14352112,0.073948091,-0.014629691,0.060414941,-0.010477382,0.087332332,-0.0016618793,0.006336,0.079838641,-0.0068646778,0.0022383924,0.036455494,0.14671929,65,0
-0.0079520573,-0.10575607,0.0015074345,-0.047100675,0.054328912,0.13966228,0.028978459,0.088124563,0.0014971941,-0.017820456,-0.0096571851,0.0069832607,0.13076623,0.1176645,66,0
-0.0031103422,-0.15860083,0.036031132,0.012152695,0.14532499,0.28150775,-0.12688224,0.12516048,0.0091158003,-0.095577028,-0.0073836488,-0.0063717303,0.22087428,0.22240479,67,0
-0.00012899032,-0.091085451,0.057772173,-0.040813723,0.15113118,0.087149518,-0.093807103,0.14462929,-0.0054845338,-0.092714326,-0.017994203,0.012738665,0.19553705,0.19168564,68,0
-0.0068918666,-0.1509518,0.030231387,-0.01194639,0.12749949,0.12515842,-0.084345233,0.072660152,0.011548043,0.0057988531,0.0038332854,-0.0093933846,0.1808523,0.28011216,69,0
-3.2223641e-05,-0.095357839,0.025749873,-0.010238122,0.14903678,0.06706751,-0.031178021,-0.080652995,-0.0029815919,0.082970132,-0.013609646,0.0054179717,0.1256649,0.29667378,70,0
