"cv_fold","observation_id","y_true","y_pred_mean","y_pred_sd","y_pred_median","y_pred_ci_2.5","y_pred_ci_97.5","y_pred_q25","y_pred_q75","residual","in_ci_95","len_ic_95","adm1_code","adm1_name","Datetime"
3,1,0.279216176490956,0.34371617295485,0.0863074066224878,0.338522395858535,0.189751695148794,0.525488867879814,0.28320452075061,0.397996256096681,0.0644999964638936,TRUE,0.33573717273102,2226,"Katsina",2022-10-05
3,2,0.309020110799979,0.355062018631712,0.0869426525600064,0.350395853207306,0.199870222001737,0.537351140223792,0.294159640118378,0.408865293052712,0.0460419078317332,TRUE,0.337480918222055,2226,"Katsina",2022-10-12
3,3,0.349252440815241,0.372909549480644,0.0883037790006973,0.3683813057341,0.211734553111776,0.557023242109484,0.311368109037806,0.427736922701182,0.0236571086654026,TRUE,0.345288688997708,2226,"Katsina",2022-10-19
3,4,0.362971612389554,0.377722907829414,0.0884105219070093,0.373093410860285,0.217522498090448,0.56002420112929,0.317265510207015,0.43282032214671,0.0147512954398593,TRUE,0.342501703038842,2226,"Katsina",2022-10-26
3,5,0.36810878136197,0.385010292600169,0.0886362305420816,0.38202346707893,0.220596173053511,0.565617151833858,0.324811762623496,0.440264405912815,0.0169015112381996,TRUE,0.345020978780347,2226,"Katsina",2022-11-02
3,6,0.321751369972427,0.394254051452991,0.0888995116075654,0.390420999068101,0.228959645529102,0.577700213312907,0.333100334698288,0.450532604499491,0.0725026814805637,TRUE,0.348740567783805,2226,"Katsina",2022-11-09
3,7,0.345467631492482,0.405569702223388,0.0892332588503321,0.401672556015287,0.239531345680381,0.588738348664572,0.344265203797191,0.462820343063483,0.0601020707309056,TRUE,0.349207002984191,2226,"Katsina",2022-11-16
3,8,0.331846216072347,0.415661823157742,0.0895378363354391,0.412588652241945,0.247734550356385,0.597973107190098,0.353960689820355,0.473371448516268,0.083815607085395,TRUE,0.350238556833713,2226,"Katsina",2022-11-23
3,9,0.360695341345191,0.420954766434148,0.089491813989316,0.417771154610814,0.252823921988375,0.603320627277543,0.359023209257521,0.478809111615332,0.0602594250889562,TRUE,0.350496705289168,2226,"Katsina",2022-11-30
3,10,0.440621134963375,0.437667498194777,0.0899926498310892,0.436349867896767,0.267756142484305,0.618909403776049,0.375051928715164,0.495389370003428,-0.00295363676859756,TRUE,0.351153261291745,2226,"Katsina",2022-12-07
3,11,0.455723273827284,0.464272531548156,0.0905895003568905,0.464306100733552,0.291662682699287,0.645948652856515,0.401928536331112,0.524033661865144,0.00854925772087195,TRUE,0.354285970157229,2226,"Katsina",2022-12-14
3,12,0.46107456422483,0.47892565726812,0.0902228959584733,0.478927219519328,0.303276617078396,0.654965369132674,0.416306406866464,0.538405942690696,0.0178510930432897,TRUE,0.351688752054278,2226,"Katsina",2022-12-21
3,13,0.46032917792376,0.497211698804695,0.0898971612571372,0.49772274850147,0.321994915358539,0.673109847344051,0.434742731740476,0.55657411932722,0.0368825208809347,TRUE,0.351114931985512,2226,"Katsina",2022-12-28
