"beta[1]","beta[2]","beta[3]","beta[4]","beta[5]","beta[6]","beta[7]","beta[8]","beta[9]","beta[10]","beta[11]","beta[12]","beta[13]","beta[14]","iteration","cv_fold"
-0.006203975,-0.17832617,0.058253342,-0.030110701,0.042785367,0.10881959,0.004905202,0.054702236,0.0076405423,0.1021601,-0.012538387,0.011622461,0.12020997,0.28930546,1,1
0.0028796326,-0.16351705,0.056646068,0.010957116,0.21566527,0.15447381,-0.19629892,0.060517223,0.0055928638,0.028567963,0.017193555,0.0065996374,0.24301309,0.2507834,2,1
-0.0080501626,-0.071556848,0.0082142592,-0.027328339,0.073395487,0.079771247,-0.0088456592,0.21063758,0.0081900876,-0.0010198124,0.0026947532,-0.013082813,0.046329959,0.13956709,3,1
0.00075006763,-0.13858761,0.05082788,-0.023871761,0.10717633,0.12530562,0.038911874,-0.062237971,-0.0027421124,0.11493298,-0.0056228353,0.013161975,0.12794637,0.2227366,4,1
-0.010352352,-0.13782678,0.029611987,-0.026970394,0.080709124,0.03119646,0.088065012,0.19058633,0.013224542,0.053288216,-0.01410878,0.0089500069,0.061597786,0.12822962,5,1
-0.0063066053,-0.13544881,0.037473372,-0.024092364,0.13495142,0.033653791,0.018076223,0.072932827,0.011641476,0.040722439,-0.018568933,-0.0041310112,0.038776186,0.12363086,6,1
0.0019856577,-0.094736938,0.0465718,-0.0041004879,-0.025201349,0.10437712,0.06194899,0.079517761,-0.0040098893,0.0307934,-0.0055027426,0.026127985,0.067712471,0.11117442,7,1
-0.0069434314,-0.13314177,0.028996714,0.0022068212,0.17209898,0.044568655,0.018600857,0.081737491,0.011499862,0.03760575,-0.028200103,0.004155535,0.08055089,0.17582037,8,1
-0.0060899158,-0.11959978,0.045702829,0.013403226,0.069440353,0.15279537,0.17351284,0.16886507,-0.0081024065,0.024906697,-0.0051497269,0.016686507,-0.056506605,0.036729193,9,1
-0.0029231187,-0.12660092,0.033548286,-0.030245108,0.12490824,0.13644857,-0.20310918,0.037916831,0.0081663798,0.17840468,-0.023556421,0.0067406509,0.23122579,0.25032941,10,1
-0.0033317193,-0.13837765,0.051406314,-0.006869041,0.048202765,0.23927231,-0.1683061,0.20345986,-0.0020672747,0.05078077,0.00096655979,0.012281429,0.24986638,0.26044704,11,1
-0.0053045178,-0.11008043,0.027262775,-0.035610291,0.12290116,0.094361103,0.078304285,0.053071204,0.009219867,0.060012813,-0.013167204,0.0095769909,-0.021936751,0.17085483,12,1
0.0010768904,-0.082725567,0.0084425539,-0.020996383,0.0089757905,0.16197909,0.024113412,0.10812514,-0.0044166554,0.072979352,-0.015215827,0.012972831,-0.022965281,0.31159149,13,1
-0.0034565126,-0.064092513,0.039129283,-0.0082207313,0.23018063,0.11474395,0.010332053,0.1688606,0.014085256,0.013360012,-0.017386738,0.012517844,-0.013517348,0.27597724,14,1
-0.0047630605,-0.062572291,0.046778836,0.00059426081,0.041387282,0.15456591,0.066624128,0.0267704,0.015284051,-0.0071080713,-0.021126397,0.014068268,0.033928047,0.19931595,15,1
0.0034184104,-0.094039958,0.032278786,-0.02212081,0.15863938,0.051242503,0.14280734,0.11789011,-0.0035109546,0.098376467,-0.0033203313,0.0023338515,-0.10688635,0.28577413,16,1
-0.0080047124,-0.10020352,0.022641315,-0.020645777,0.2291187,0.038216976,-0.14315548,0.071227512,0.0092073866,0.017107013,-0.00011397912,0.0041674374,0.17358744,0.22595924,17,1
0.0025738376,-0.10484533,0.064829172,-0.021898085,0.16408656,0.17264525,-0.071803747,-0.08152821,-0.0061814075,0.095139347,-0.0031670503,-0.0014534886,0.053523167,0.29789246,18,1
-0.004660742,-0.13500784,0.030739139,-0.0077130204,0.13477151,0.11485577,0.037262011,0.0077956196,-0.002789325,0.18889128,-0.014259284,0.0066958024,0.041020931,0.33554661,19,1
-0.0012090434,-0.13265227,0.023643918,-0.0059456567,0.032841678,0.27647761,0.041943734,0.067836669,-0.00075773779,0.059431045,-0.018893038,0.017375527,-0.02531507,0.18736251,20,1
-0.0043422786,-0.16263583,0.063920863,-0.011363525,0.078447972,-0.034363009,-0.1044289,0.28554879,0.0095752801,-0.077331232,-0.013620508,0.011395626,0.034964945,0.31084943,21,1
-0.0024169218,-0.15588221,0.042542987,-0.02526428,0.20815561,0.098112605,-0.02194667,0.20149061,-0.00061707225,-0.090972755,0.0036493937,-0.00042659684,0.1924968,0.16673788,22,1
-0.0010887523,-0.08149433,0.02905143,-0.0052385776,0.0072555949,0.14095682,0.054308442,0.071962599,0.0078798078,0.13764879,-0.025886922,0.020508007,0.058771112,0.25503738,23,1
-0.0046169725,-0.15901965,0.069512195,-0.035207405,0.15438443,0.18495076,0.11027927,0.070503534,-2.204027e-05,0.07872241,-0.027477302,0.026064555,0.037183094,0.23781489,24,1
-0.0038619583,-0.13545221,0.036779583,-0.0066426594,0.012035673,0.014912238,0.0026539634,0.14434208,0.0074837315,0.017255082,-0.012057031,0.0096645293,0.10878677,0.17113923,25,1
-0.004790688,-0.064824717,0.026528436,-0.035280405,0.12878261,0.12124922,0.11313858,0.031027895,-4.5121203e-06,0.11654328,-0.014034867,0.017553592,0.046190407,0.10772176,26,1
-0.0014380134,-0.061288616,0.01190785,-0.018619116,0.17237997,0.15118925,0.18814517,-0.0031976306,-0.0038087302,0.16878034,-0.014959649,0.025265148,-0.0070033985,0.125898,27,1
-0.0078470597,-0.097371035,0.005706276,-0.05049426,0.19338878,0.15983224,0.068908745,-0.040009329,-0.0076403178,0.11728681,-0.015446278,0.030886305,0.069499601,0.14790882,28,1
-0.01046813,-0.11267547,0.011757173,-0.051857674,0.094932996,0.18115791,0.033331888,-0.006989346,0.0017851124,0.10817699,-0.010928529,0.024701635,0.13243663,0.17967208,29,1
0.0071500255,-0.10589136,0.031305674,-0.035517956,0.067376058,0.18191289,-0.14638055,0.14700935,0.0061843294,0.067850482,-0.015485997,0.012360961,0.13235557,0.29980805,30,1
-0.011039122,-0.12699644,0.029356593,-0.037355031,0.10683579,0.04651687,0.055959676,0.14384658,-0.0049383921,-0.0016971132,-0.011037918,0.021069777,0.045262311,0.2655282,31,1
-0.001246103,-0.087455809,0.034689786,-0.0032356133,0.096205866,0.1456632,-0.018473926,0.098769266,0.010966772,0.035718133,-0.0042500653,-0.0047818228,0.046160139,0.21763605,32,1
-0.0080033316,-0.10652021,0.038604932,-0.033014425,0.049376392,0.063130911,0.0052311681,0.033666506,0.0098747878,0.13067527,0.0067895917,-0.0016927403,0.12797067,0.2035349,33,1
-0.0059917342,-0.15134367,0.04025544,0.003290928,0.17106554,0.18104416,0.044943092,0.1217408,0.0023482128,-0.036546735,-0.026149461,0.017199969,0.040752582,0.18386572,34,1
0.0018108619,-0.13344232,0.041136226,-0.0043931809,0.065626514,0.10169405,-0.032425126,0.033404586,-0.00099917233,0.047223685,-0.0014291106,0.010107397,0.13458464,0.20164181,35,1
0.0027630574,-0.14602623,0.053247137,0.013284606,0.17544813,0.058423887,0.091840339,0.15946811,0.0044916679,0.04348275,-0.0066965264,-0.0031973238,0.029703016,0.065622062,36,1
0.003038051,-0.15313983,0.044176702,0.007839459,0.16607919,0.07204771,0.086424587,0.081905345,0.0025136729,-0.024814662,-0.0068105517,0.001364342,0.022172632,0.051732268,37,1
-0.003754512,-0.086002949,0.034852703,-0.037848818,-0.056387365,0.043067003,-0.075652452,0.10004519,0.0056782244,0.15683868,-0.013755636,0.011529515,0.15285417,0.3329184,38,1
-0.0023950933,-0.11358605,0.028546586,0.0049029092,0.2149544,0.20522883,0.20215007,0.020460506,0.0020514766,0.018699808,-0.013748204,0.003169916,0.030550087,0.14748146,39,1
-0.01443222,-0.13214211,0.054236957,-0.020067899,0.15717708,0.016810415,0.088196662,0.12708524,0.003114781,0.07153143,-0.01395191,0.011362146,0.044004586,0.21799044,40,1
-0.013044058,-0.14941158,0.034593677,-0.017700204,0.15464546,0.14145772,0.074547078,0.11576713,-0.0083980782,0.023138264,-0.017059036,0.017431786,-0.00011195295,0.22430331,41,1
0.008696429,-0.094416121,0.040295119,-0.01099489,0.082459771,0.070789001,0.13976149,0.077852782,0.014478562,0.2449784,-0.0010249653,-0.005561369,0.038250021,0.19885168,42,1
0.002697574,-0.09958956,0.037928669,-0.01082162,0.028369029,0.17122077,0.060810557,0.040339977,0.011258406,0.094295598,0.004172708,-0.0052853784,0.029238971,0.12555892,43,1
-0.0023243368,-0.13682422,0.034569031,-0.0055894868,0.034281506,0.13168046,-0.13855027,0.234691,-0.0020754858,-0.040390514,-0.0045841271,0.0043464315,0.18536976,0.18502743,44,1
-0.00098176652,-0.1578743,0.064483299,-0.0097075029,0.17799242,0.08764342,0.011770797,0.031420161,0.0093069031,0.01013652,-0.014694799,0.011613631,-0.0068074371,0.28278456,45,1
-0.008407476,-0.13742331,0.071178682,-0.057097212,0.17025406,0.20792712,-0.0098600312,0.094159608,0.0079859464,-0.0073245578,-0.021711063,0.00042293705,0.15827938,0.15316404,46,1
-0.0024912681,-0.14905143,0.074215335,-0.065060924,0.10365142,0.17044492,-0.063020364,0.027926602,0.0096555826,0.026689388,-0.0070253735,0.010732276,0.16718975,0.15418069,47,1
0.00082051297,-0.13165819,0.017383046,-0.0013695249,0.042647811,0.11797099,-0.061155564,0.25785087,-0.0012994997,0.022160186,-0.01188666,0.015298653,0.096434801,0.18642574,48,1
-0.0054964519,-0.10247321,0.021328431,-0.019310715,0.10087044,0.15989476,-0.0073840725,0.013386679,-0.0028449198,0.039079447,-0.014736598,0.022813564,0.10329423,0.23085276,49,1
0.0027482399,-0.10933062,0.039574113,-0.021624215,0.11921562,0.079062764,0.17160204,0.049668839,0.0099352815,0.071398685,-0.0068578678,-0.0049167471,0.024697532,0.16332114,50,1
-0.0072770936,-0.12605513,0.042139892,-0.031045504,0.054015556,0.11027955,-0.016559815,0.11576362,-0.0026143467,0.049434819,-0.0086666499,0.021682204,0.14145725,0.13001246,51,1
