"adm1_name","Easting","Northing","Datetime","fcs","cv_ind","rainfall_3_months_anomaly_cubic_intp","ndvi_value_cubic_intp","ndvi_anomaly_cubic_intp","log_currency_exchange","log_Area","Muslim","log_food_inflation","log_food_inflation_MPI","log_fatalities_explosions","MPI","n_conflicts_Battles_rolsum_90days","log_fatalities_battles","headline_inflation_cubic_intp","day_num"
"Enugu",1448.38363208385,-4795.07940262255,"2022-11-30",0.178558522846807,4,0.95824827094687,0.595890483474007,0.99059968290354,6.09681506271581,0.485091080815355,0.005,3.17449939489724,0.742832858405955,0,0.234,10,2.94443897916644,21.389014558566,9
"Enugu",1448.38363208385,-4795.07940262255,"2022-12-07",0.190072743572665,4,1.08459051036964,0.571468934079691,0.993300854357363,6.09877066884622,0.485091080815355,0.005,3.16975514969408,0.741722705028415,0,0.234,11,2.83321334405622,21.3426184089674,10
"Enugu",1448.38363208385,-4795.07940262255,"2022-12-14",0.216722024079705,4,1.166044582387,0.547307047138461,0.996551522697478,6.10022926189937,0.485091080815355,0.005,3.16756307194529,0.741209758835198,0,0.234,12,2.89037175789616,21.3358323214673,11
"Enugu",1448.38363208385,-4795.07940262255,"2022-12-21",0.221405996924293,4,1.153804,0.5244,1.000655,6.10134981063722,0.485091080815355,0.005,3.16963073957298,0.741693593060078,0,0.234,13,3.3322045101752,21.3947788132211,12
"Enugu",1448.38363208385,-4795.07940262255,"2022-12-28",0.238225706531455,4,1.06647682317776,0.504254375994086,1.00552367757993,6.10287174468211,0.485091080815355,0.005,3.1750562357839,0.742963159173431,0,0.234,12,3.25809653802148,21.5053127108355,13
"Enugu",1448.38363208385,-4795.07940262255,"2023-01-04",0.235791789615063,4,0.891191241436948,0.48742830205763,1.01126065247309,6.10815810060526,0.485091080815355,0.005,3.18194952030526,0.744576187751431,0,0.234,12,3.25809653802148,21.6379430143608,14
"Enugu",1448.38363208385,-4795.07940262255,"2023-01-11",0.237406938611258,4,0.681267,0.4754,1.01727,6.11390339430056,0.485091080815355,0.005,3.18845449182201,0.746098351086351,0,0.234,9,2.99573227355399,21.7631485155278,15
"Enugu",1448.38363208385,-4795.07940262255,"2023-01-18",0.233143169020026,4,0.558410781644485,0.470002042401618,1.02225062061381,6.11827339397168,0.485091080815355,0.005,3.19279723136276,0.747114552138885,0,0.234,9,2.89037175789616,21.8520111021091,16
"Enugu",1448.38363208385,-4795.07940262255,"2023-01-25",0.24186702405362,4,0.553887489304529,0.469038271862073,1.02572421705067,6.13224770699343,0.485091080815355,0.005,3.19443869339287,0.747498654253931,0,0.234,8,2.89037175789616,21.8955371681605,17
"Enugu",1448.38363208385,-4795.07940262255,"2023-02-01",0.253327208469576,4,0.606964,0.4717,1.028066,6.13344142600353,0.485091080815355,0.005,3.19428701659867,0.747463161884089,0,0.234,12,3.29583686600433,21.9087452649728,18
