"cv_fold","rMSE","MAE","converged","max_rhat"
0,0.0902835816437602,0.0788634026412842,TRUE,1.00263870132744
1,0.0404414434344475,0.0329027913550029,TRUE,1.00427877943539
2,0.0565912885701913,0.0466907606305467,TRUE,1.00432778358255
3,0.0551362597224745,0.0462689401995453,TRUE,1.00493535012075
4,0.0575766976878799,0.0475982193579956,TRUE,1.00302724884582
5,0.0414310162776855,0.0345828161490119,TRUE,1.00420450197247
