"cv_fold","n_observations","coverage_95","mean_abs_residual","rmse"
0,252,100,0.0469181457610337,0.0539417083147009
1,252,100,0.0434712646707766,0.0519849885886177
2,252,98.8095238095238,0.0419937063647633,0.0505506207672294
3,252,99.2063492063492,0.04300956601697,0.0533123836919226
4,189,78.3068783068783,0.0668600733507951,0.0821357403990591
5,189,100,0.0304408925613414,0.0356992980506126
