"beta[1]","beta[2]","beta[3]","beta[4]","beta[5]","iteration","cv_fold"
0.29019938,-0.076618541,0.01489337,0.096228643,0.071870837,51,0
0.099098613,-0.061746243,0.022374228,-0.070653683,-0.041875665,52,0
0.088108624,-0.059505991,0.035741702,-0.068880846,-0.027498852,53,0
0.049512104,-0.045929796,-0.043229097,-0.0023202843,0.043475671,54,0
0.21999289,-0.044043763,-0.031719469,0.0079153907,-0.029336774,55,0
0.25487565,-0.047673856,-0.040271823,0.0065385708,-0.044868019,56,0
0.2859008,-0.025704518,-0.052501412,-0.056142477,-0.078674535,57,0
0.27930435,-0.043628374,-0.053492383,-0.077250847,-0.059224828,58,0
0.24214541,-0.049119965,-0.094214731,-0.10381007,4.7751886e-05,59,0
0.28668613,-0.045499612,-0.084987789,-0.04147131,-0.024363734,60,0
0.31050944,-0.04085896,-0.0176217,-0.022698783,-0.025743765,61,0
0.20510842,-0.034912936,0.03318017,-0.046956153,-0.029084827,62,0
0.20956466,-0.034885659,-0.019447913,-0.033112948,-0.083195537,63,0
0.20395105,-0.035692776,-0.056172675,-0.031912551,-0.053414254,64,0
0.32488327,-0.068448337,0.064246115,0.029850333,-0.0094111388,65,0
0.28936133,-0.050373559,0.06040278,0.0095114495,-0.075522097,66,0
0.32164152,-0.024311562,0.026027236,-0.03219093,-0.063339907,67,0
0.35591187,-0.043330284,0.12825094,-0.028312726,-0.15153095,68,0
0.048546136,-0.034852468,-0.10121813,0.04894939,0.075296303,69,0
0.18616361,-0.010285834,-0.07415735,0.027105209,0.036789375,70,0
0.17631877,-0.0091213378,-0.078336625,0.030517749,0.031128089,71,0
0.16567047,-0.056801352,-0.0040253547,-0.033278403,-0.016773054,72,0
0.25103271,-0.050188729,-0.0013088307,0.05450417,-0.039775536,73,0
0.26916123,-0.031656246,0.0052703615,-0.011056911,-0.040485465,74,0
0.23942351,-0.043522093,-0.0090485681,-0.032001893,-0.06875501,75,0
0.18764491,-0.038067124,0.011282706,0.038119767,0.0013844748,76,0
0.17013988,-0.066470617,0.10187826,0.076708942,-0.049766655,77,0
0.13392293,-0.0091138389,-0.039872588,-0.0160695,-0.017954473,78,0
0.30006256,-0.026989936,0.010046045,-0.011134999,-0.06110367,79,0
0.16198142,-0.044535003,0.020982461,-0.013402265,-0.019125981,80,0
0.15782942,-0.053141677,-0.0091126386,-0.010416897,-0.080202135,81,0
0.24531741,-0.058969629,-0.016925599,-0.00045545117,-0.0082890544,82,0
0.25117235,-0.029436949,0.047580337,-0.024988567,-0.016233084,83,0
0.10902566,-0.053521567,-0.050401526,0.035226593,-0.069092955,84,0
0.25505945,-0.041197325,-0.00043759101,-0.056314022,-0.020707028,85,0
0.28307759,-0.030854257,0.0077809795,-0.0070185802,-0.011171654,86,0
0.25746647,-0.034428622,-0.0051706382,-0.060236897,-0.0013206378,87,0
0.16920594,-0.051761477,-0.045581095,0.037182336,-0.061459593,88,0
0.24617099,-0.034478545,-0.0012463278,-0.0028599445,0.0038826288,89,0
0.27008296,-0.064520356,0.023956747,0.044771369,0.00074481691,90,0
0.18114281,-0.036674175,0.042157195,0.0095491956,-0.076748779,91,0
0.19278987,-0.016248586,-0.017846526,-0.10669946,-0.074210028,92,0
0.20979155,-0.029821386,0.010075503,-0.071784421,-0.071698656,93,0
0.27868081,-0.078114011,-0.014354975,-0.05626009,-0.059859773,94,0
0.27938693,-0.069731466,0.03783168,-0.031557373,-0.063580161,95,0
0.24530772,-0.073355136,0.047183034,-0.015815362,-0.051849841,96,0
0.26488074,-0.029925596,0.056620969,0.033562204,-0.018367327,97,0
0.27559335,-0.054213808,0.02190131,-0.011182773,0.013628266,98,0
0.23017637,-0.033213561,-0.06497384,0.02659708,-0.02455473,99,0
0.14444579,-0.031557785,-0.028198723,-0.012295405,0.029133822,100,0
0.19765235,-0.039546127,-0.028151148,-0.059764717,-0.018406412,101,0
0.1838305,-0.016844302,-0.034354673,-0.0042436671,0.0029138562,102,0
0.19177562,-0.015706495,-0.03252518,5.5373965e-05,0.0040874855,103,0
0.23964952,-0.077572298,0.027915653,-0.059637051,-0.048621519,104,0
0.17854715,-0.069861896,0.042908921,-0.0078055709,-0.029053787,105,0
0.18353574,-0.050976895,0.026697042,0.036163372,0.022911267,106,0
0.14428477,-0.046140728,0.014065185,0.01427303,-0.027309317,107,0
0.29471699,-0.075010493,-0.013343038,0.086978613,-0.060934428,108,0
0.21246863,-0.022386184,0.07148427,0.086477475,-0.050113258,109,0
0.18519096,-0.037077611,0.060991973,0.10031668,-0.048182518,110,0
0.23934397,-0.043575457,0.082921803,-0.015902348,-0.031697656,111,0
0.21151367,-0.04636002,-0.043656785,0.038525092,-0.050999843,112,0
0.069454932,-0.035039353,-0.040171458,0.010343531,-0.060923391,113,0
0.19379484,-0.015447072,-0.064282377,0.017717396,-0.0076608484,114,0
0.21535582,-0.056454811,0.048352494,-0.011628976,-0.025162705,115,0
0.16569155,-0.051516263,0.011460591,0.024225174,-0.0013145471,116,0
0.28697636,-0.044281406,0.031329761,0.066456246,-0.11155243,117,0
0.30477337,-0.056485889,0.11381663,0.0020541536,-0.12511081,118,0
0.32052059,-0.035490217,0.10383737,0.0077903823,-0.097705943,119,0
0.24817567,-0.044401911,0.010452674,0.016743703,-0.036519257,120,0
0.18338412,-0.026943735,0.027527537,0.055022179,-0.035250356,121,0
0.2369668,-0.033969058,0.013100301,-0.033958137,-0.060007718,122,0
0.18289815,-0.059542737,-0.013520627,0.057394753,0.0040369374,123,0
0.14896274,-0.056673675,-0.01240476,0.054278925,-0.011998937,124,0
0.25517018,-0.035686025,-0.01807188,0.020698527,-0.035133736,125,0
0.21642009,0.0037784115,0.0062006081,0.029950261,-0.022858012,126,0
0.1909831,-0.014985527,-0.0029125155,0.1044212,-0.054772343,127,0
0.2778658,-0.023170097,0.06606675,-0.016435825,-0.079534595,128,0
0.31430264,-0.033585837,0.041193011,-0.051832013,0.01432197,129,0
0.16706552,-0.035968204,0.036689391,-0.077875797,0.038548932,130,0
0.19440189,-0.050871848,0.019132985,-0.044885303,0.017714739,131,0
0.22776232,-0.038567968,0.008410765,0.046135519,-0.068387983,132,0
0.17645223,-0.013230509,0.020268396,-0.040221915,-0.026410398,133,0
0.20076096,-0.072145331,0.013000357,0.019732014,-0.055106214,134,0
0.21097212,-0.021960816,0.014065337,0.0073278097,0.026643035,135,0
0.22771566,-0.051338118,0.026886767,0.068967988,-0.034546379,136,0
0.19156277,-0.068601195,0.060074566,-0.018050907,-0.095396672,137,0
0.21167372,-0.050109539,0.050184863,-0.011946615,0.018479101,138,0
0.25301584,-0.034980012,-0.035151549,0.006250995,-0.039225909,139,0
0.13669754,-0.059846104,-0.012244327,-0.015037193,-0.10544838,140,0
0.28259563,-0.018003925,-0.0034242568,0.016628605,0.027317256,141,0
0.29064622,-0.013339856,-0.010233846,0.027077854,0.032191603,142,0
0.13171233,-0.058588051,-0.0092533327,-0.04916926,-0.033569947,143,0
0.15838743,-0.012474364,-0.044495566,0.016036859,-0.099199674,144,0
0.19387233,-0.049628467,-0.028214029,0.014020453,-0.086098612,145,0
0.21281798,-0.040559299,-0.045002788,0.0078014379,-0.077082333,146,0
0.21404481,-0.030490104,-0.0060888754,0.069865854,-0.070263781,147,0
0.18813792,-0.030714204,0.036675876,-0.034647567,-0.020519335,148,0
0.22250225,-0.050090819,0.0036462343,0.033462605,-0.053082454,149,0
0.21682507,-0.025056218,-0.008569577,-0.01341752,0.001789919,150,0
0.22616843,-0.014431531,0.0055142042,-0.051514589,-0.029436074,151,0
0.24571713,-0.016201435,0.0024124428,0.0034921939,0.048952205,152,0
0.16300484,-0.066840512,-0.010138377,0.013516926,-0.10477403,153,0
0.13838049,-0.026585738,-0.014743864,0.041989715,-0.095175032,154,0
0.27104343,-0.061872397,0.046349126,-0.037568724,0.044379198,155,0
0.1985673,-0.045677074,0.011695284,0.13427753,-0.11581907,156,0
0.26332777,-0.055077435,0.052552735,0.078574615,-0.1017566,157,0
0.23779355,-0.096919998,0.03591932,-0.013110375,0.012927296,158,0
0.21834477,-0.033080899,-0.025930036,-0.0013152542,-0.060596941,159,0
0.20432841,-0.029901387,-0.04865204,0.034120312,0.040725295,160,0
0.21531096,-0.047848727,-0.0089684546,-0.035943414,-0.096342276,161,0
0.25518078,-0.044803248,0.04198864,-0.013249752,-0.023180264,162,0
0.15504938,-0.038143118,-0.047155693,0.0070407903,-0.043105082,163,0
0.2546598,-0.0468009,0.043291369,0.026270028,-0.038305905,164,0
0.18989981,-0.089800796,0.032950523,-0.0087251225,-0.022227636,165,0
0.21465782,-0.014658182,0.039421729,0.097754064,0.04612309,166,0
0.2192033,-0.027370124,0.038618422,0.054431195,0.078080218,167,0
0.11226641,-0.058768504,0.054821975,0.017675929,-0.078432951,168,0
0.25633001,-0.04110153,-0.014843194,0.0054957763,0.045776716,169,0
0.294905,-0.068181411,0.039550624,0.05117742,-0.07653459,170,0
0.26239819,-0.044701908,0.053273422,0.025199045,-0.085465472,171,0
0.15212282,-0.050541946,-0.0026118157,-0.0224921,0.030395605,172,0
0.12657763,-0.058954659,-0.0059737445,-0.016043887,-0.047848167,173,0
0.16116994,-0.052328371,-0.02749283,-0.063398949,-0.066038554,174,0
0.19537299,-0.049767374,-0.029708531,-0.059704336,-0.060135301,175,0
0.1103933,-0.041283121,-0.048357785,-0.06807426,0.010918616,176,0
0.28348674,-0.057083315,0.034454212,0.00045459371,-0.060195344,177,0
0.23023928,-0.072455794,0.047992685,0.048816609,-0.039242767,178,0
0.26016005,-0.018105897,0.0087112361,-0.02026598,-0.093621246,179,0
0.22684813,-0.059197102,0.0050425516,-0.012577884,-0.033476958,180,0
0.15909955,-0.035836202,0.0057283078,0.058163506,-0.03641813,181,0
0.2125043,-0.026859863,0.032501249,0.047231148,-0.045921222,182,0
0.29531376,-0.022031525,-0.00054967541,0.05821202,-0.077954262,183,0
0.21167803,-0.035538697,-0.010327376,0.0053273929,-0.068160663,184,0
0.17531502,-0.039327639,-0.0035803383,-0.018347419,-0.042813599,185,0
0.23224354,-0.02961461,0.04497085,-0.030957367,-0.042809716,186,0
0.3472601,-0.053314477,-9.8115169e-05,0.023637683,0.032399797,187,0
0.34508409,-0.047478452,0.038849853,0.053980721,0.010602685,188,0
0.11120917,-0.036546657,0.042919666,-0.062047975,0.0076237776,189,0
0.14126562,-0.029059939,0.013152997,-0.044821922,-0.0013522073,190,0
0.12354044,-0.038138218,0.015638932,-0.046572199,-0.036334528,191,0
0.23065481,-0.049871552,-0.048806526,0.017556933,-0.040853473,192,0
0.19738672,-0.037751064,0.0037643173,-0.008667804,-0.029342674,193,0
0.15777101,-0.035155772,-0.019050859,-0.0068337912,0.05536862,194,0
0.18100286,-0.048480508,0.025378698,-0.0058034933,-0.020672553,195,0
0.13887874,-0.037328125,0.025134278,-0.020145012,-0.01046981,196,0
0.25272499,-0.044796975,-0.058226901,0.020204825,-0.0088424599,197,0
0.22772146,-0.027940413,-0.015998499,-0.057711648,0.0074332793,198,0
0.23174187,-0.063605809,0.079607812,0.024593418,-0.10669968,199,0
0.27298169,-0.062624459,0.020951939,0.023048674,-0.014817865,200,0
0.21229192,-0.074899323,0.040257417,0.087309106,-0.02820736,201,0
0.22419385,-0.085140163,0.0075254852,-0.012883521,-0.07928313,202,0
0.24262766,-0.083866677,0.034173779,-0.014908147,-0.11722441,203,0
0.21969357,-0.098009222,0.070596222,-0.055534925,-0.091889396,204,0
0.29720605,-0.070871914,0.051001604,-0.041597789,-0.12156472,205,0
0.25737001,-0.061436392,0.089853589,-0.0049197424,-0.097229433,206,0
0.25236615,-0.041075463,0.044355021,0.063262185,-0.07383686,207,0
0.21006985,-0.043402401,0.00088921141,-0.00054302283,0.0025170811,208,0
0.1537621,-0.080549445,-0.030673984,0.012301255,0.041236914,209,0
0.11422505,-0.05238372,-0.054544523,-0.00053846836,0.069596079,210,0
0.27330871,-0.021377518,0.055562846,-0.013554573,-0.0094649421,211,0
0.090379662,-0.037878499,-0.044224045,0.0077870564,-0.0263464,212,0
0.18650336,-0.062901442,-0.016426695,-0.077021151,-0.056255934,213,0
0.17738046,-0.070461991,-0.029983042,-0.063436481,-0.069285717,214,0
0.15400083,-0.031824666,0.028108114,-0.055069874,-0.1128019,215,0
0.16855347,-0.034882724,-0.015310722,0.027490182,0.075030498,216,0
0.26110673,-0.045317993,-0.010694853,-0.045805856,-0.09301417,217,0
0.19235386,-0.03668565,0.030712906,0.039919115,-6.1607859e-05,218,0
0.27665298,-0.047182017,0.058529174,0.013585631,-0.075673853,219,0
0.16700472,-0.035309404,-7.7483585e-05,-0.061263916,-0.095481906,220,0
0.29470668,-0.018005051,0.0045937395,0.018467056,-0.054598308,221,0
0.19332991,-0.072867482,-0.002420698,-0.026146027,-0.079154139,222,0
0.2471158,-0.036108001,0.023570251,0.022400952,0.014153662,223,0
0.2268335,-0.038252009,-0.0197397,0.024214544,-0.044439932,224,0
0.23187745,-0.030851682,0.001115212,0.014956008,-0.03539761,225,0
0.099596133,-0.00036226686,-0.014009916,-0.0021929314,-0.018488059,226,0
0.30251025,-0.089891978,0.016569376,0.03096237,-0.052646226,227,0
0.22204039,-0.019089026,0.026543877,-0.006326783,-0.0015737829,228,0
0.20788033,-0.053005473,0.0098096122,0.0026163776,-0.021754229,229,0
0.201433,-0.034329919,-0.0081163459,-0.12761963,-0.0098217218,230,0
0.14581213,-0.033731295,-0.013492613,-0.10226187,-0.011791,231,0
0.30098764,-0.050269422,0.024897247,0.074802503,-0.066422541,232,0
0.1938889,-0.01759227,0.010098889,0.041839504,-0.023090936,233,0
0.21607138,-0.025070142,0.00048777749,0.033546734,-0.018709019,234,0
0.20688599,-0.054276769,-0.033449366,0.03373134,-0.036371076,235,0
0.23285944,-0.021469845,0.052778996,-0.029266122,-0.022429953,236,0
0.17874108,-0.052945087,-0.054723231,0.038534507,-0.03392765,237,0
0.15682306,-0.026835364,-0.020781049,0.042993843,-0.019151316,238,0
0.25186394,-0.060725552,-0.03236161,-0.025606765,-0.034638174,239,0
0.27296354,-0.012613172,-0.078531323,-0.0022038279,-0.044609637,240,0
0.23570975,-0.022848676,-0.09079611,-0.055449552,-0.040210388,241,0
0.27664611,-0.023781178,-0.049934389,-0.048423284,-0.029243728,242,0
0.097933036,-0.053632848,0.040623645,-0.032978837,-0.089871203,243,0
0.11182712,-0.05137711,0.027844617,-0.033447982,-0.076147809,244,0
0.29258149,-0.024725274,-0.020089477,0.028666238,0.067785076,245,0
0.24854027,-0.026622929,-0.039366576,0.038902288,0.036661186,246,0
0.16250652,-0.0104443,0.0020624974,0.065090397,-0.0065464757,247,0
0.2717971,-0.051693637,-0.0083122672,-0.11759034,-0.04482962,248,0
0.043102154,-0.020389352,-0.014584365,0.080240681,-0.053210693,249,0
0.23109361,-0.043489224,0.063283749,0.010983617,0.021139353,250,0
0.26140607,-0.047331572,0.020844836,-0.0027937362,0.012084564,251,0
0.20285365,-0.04187998,0.016830294,0.020903719,-0.041981352,252,0
0.18247622,-0.051526598,0.044501223,-0.0028974825,0.007884547,253,0
0.21468789,-0.04954857,0.019823128,-0.07624026,0.024054148,254,0
0.27240641,-0.060588771,0.02455375,-0.030019814,-0.019844822,255,0
0.25837621,-0.044443556,0.028192622,-0.0077726832,-0.095093652,256,0
0.20182567,-0.034444329,-0.016595401,-0.023858019,0.041214706,257,0
0.20160018,-0.037857554,-0.035791518,-0.0089579252,0.04974989,258,0
0.19664069,-0.029326559,-0.019639615,0.015184374,0.044352374,259,0
0.19978102,-0.044671665,-0.024606842,0.033153051,-0.10454037,260,0
0.23365438,-0.047979451,0.0021766171,0.0086241103,-0.026527704,261,0
0.24428669,-0.014084753,0.013126855,-0.12716847,-0.030913872,262,0
0.20959976,-0.048431348,0.00030334783,0.003099214,-0.041132623,263,0
0.2679335,-0.049293784,0.041839641,-0.017270713,-0.022229697,264,0
0.23663183,-0.047531652,0.00059176431,-0.027987487,-0.1294908,265,0
0.16816056,-0.04671172,-0.0013502918,0.15081063,-0.11513601,266,0
0.31403842,-0.049003832,0.04425786,-0.083688051,0.020562286,267,0
0.18186595,-0.02780373,-0.026029336,0.10745245,-0.033807758,268,0
0.28724397,-0.050557676,0.081044422,-0.051394075,-0.078499623,269,0
0.26632756,-0.060461905,0.074814348,-0.076325277,-0.060300775,270,0
0.24662305,-0.057413897,0.045413192,-0.032309862,-0.032223331,271,0
0.32885626,-0.041892359,0.074659771,-0.013550536,-0.0027345531,272,0
0.15501384,-0.051464651,0.013178112,-0.067060626,-0.045641355,273,0
0.2683162,-0.02876628,0.026012351,-0.0063702598,-0.033760722,274,0
0.24556471,-0.027241649,0.013896824,0.027485135,-0.041209168,275,0
0.26328051,-0.017521461,0.011252882,-0.013967555,-0.028908189,276,0
0.215216,-0.065670838,-0.0098877123,0.04928892,-0.033583559,277,0
0.18362146,-0.029245329,-0.0064386069,0.040648247,-0.0063408673,278,0
0.27121034,-0.092200967,0.017742318,-0.028553334,-0.059243301,279,0
0.25382758,-0.087100418,0.025279427,-0.036020312,-0.04904752,280,0
0.24408466,-0.042574095,-0.011907764,-0.055867277,-0.067213709,281,0
0.22714925,-0.028666212,0.027498979,0.0081790242,-0.019081274,282,0
0.31671484,-0.057597851,-0.014132226,0.034952779,-0.019903195,283,0
0.21327277,-0.060122568,0.00070582816,0.049678694,-0.010260783,284,0
0.17927277,-0.0072754563,-0.01567384,-0.00460032,-0.015114411,285,0
0.23356794,-0.080664119,0.044350168,0.015823942,-0.054688692,286,0
0.18243234,-0.077502839,0.056168697,0.027078961,-0.059694122,287,0
0.19180961,-0.067647493,0.044215953,0.0083302762,-0.051061482,288,0
0.22091228,-0.07511417,-0.0048886177,-5.3714998e-05,-0.048862681,289,0
0.2333809,-0.012062166,0.039673911,0.0412261,-0.010894603,290,0
0.1972575,-0.033861585,-0.041673332,-0.052189328,-0.010591335,291,0
0.19313534,-0.030532339,-0.043258683,-0.060035884,-0.023037599,292,0
0.27254808,-0.040154154,0.019804051,0.03457834,-0.15790767,293,0
0.32608506,-0.034041766,0.014402346,-0.061489428,-0.12874116,294,0
0.20806495,-0.040811944,-0.033956137,-0.021725483,0.054234859,295,0
0.16133107,-0.05057743,0.013833497,-0.031996432,0.02968067,296,0
0.13629916,-0.0569809,0.015126628,-0.05302081,0.029516735,297,0
0.19353837,-0.051126143,-0.0020711355,-0.048966248,0.042270694,298,0
0.19984164,-0.026471462,0.0022698656,-0.056393465,-0.013361305,299,0
0.14938776,-0.048543967,-0.021931015,0.02333208,-0.027144156,300,0
0.25653448,-0.057286542,-0.066233573,0.030600945,-0.029189905,301,0
0.1361034,-0.063092992,-0.0097371439,-0.0012700323,-0.032082305,302,0
0.21548645,-0.059089915,-0.033145672,-0.037970611,-0.040057802,303,0
0.23183474,-0.028016553,0.041202212,-0.036873282,-0.066499425,304,0
0.26702761,-0.057547397,-0.011089118,0.042329612,-0.029865123,305,0
0.29822689,-0.056847346,-0.022606994,0.0047754484,-0.043337066,306,0
0.20656935,-0.032193504,0.084012566,0.039137473,-0.072739438,307,0
0.15511128,-0.052331065,-0.0383814,-0.023981151,-0.0074928148,308,0
0.18005665,-0.059433608,-0.00052674174,0.026029702,-0.047211024,309,0
0.26841448,-0.049514986,-0.023817104,-0.033674399,-0.022265171,310,0
0.21993575,-0.040022787,-0.034677633,0.047617306,0.014598456,311,0
0.23936974,-0.025751816,0.031406682,-0.015881029,-0.11978562,312,0
0.23883337,-0.063248634,0.030441667,0.0014831292,-0.050583332,313,0
0.15779425,-0.019035109,-0.016106276,-0.083894995,-0.15505417,314,0
0.19077943,-0.037939385,-0.078361638,0.082577494,-0.19776884,315,0
0.20325778,-0.046835084,0.050262379,-0.084117997,0.10075365,316,0
0.23756656,-0.026758976,-0.015511989,0.055397677,-0.12545106,317,0
0.22848305,-0.053606718,0.037111389,-0.064091634,0.015128132,318,0
0.25034839,-0.074214037,0.0092646495,-0.021069823,-0.0031460964,319,0
0.31720226,-0.065121273,0.039698414,0.027796934,-0.083310033,320,0
0.21897464,-0.063981833,0.041071542,0.055502196,-0.066658122,321,0
0.25607228,-0.04657372,-0.013065967,0.051207669,-0.11178454,322,0
0.27956634,-0.033554424,-0.02354575,-0.010160132,-0.068402303,323,0
0.2245579,-0.048066737,-0.053925419,-0.031861456,-0.02162332,324,0
0.20722347,-0.042576903,0.02619654,0.040890708,-0.022430704,325,0
0.23682388,-0.053728993,0.06801888,0.099433979,-0.011014378,326,0
0.2038871,-0.067359342,0.015796056,0.061049187,-0.04830237,327,0
0.19241627,-0.074865426,0.0071856282,0.06195977,-0.081509534,328,0
0.25189078,-0.025555328,-0.0062229203,0.073171484,0.02292604,329,0
0.19263336,-0.072249661,0.075447796,-0.022142822,-0.12716842,330,0
0.10902791,-0.040741296,0.01762604,-0.0015486872,-0.085522497,331,0
0.17105885,-0.044928844,0.0010954242,-0.0052431103,-0.019870959,332,0
0.29476197,-0.03970329,-0.0020114635,-0.0078577629,-0.068474482,333,0
0.16723966,-0.048470665,-0.0051197807,0.017255215,-0.029045695,334,0
0.25882509,-0.060265499,-0.032513102,0.0042509576,-0.015278245,335,0
0.11803782,-0.043003796,0.0080912835,-0.049250323,-0.057941928,336,0
0.12973426,-0.032126065,0.025502612,-0.047020346,-0.071418517,337,0
0.28065136,-0.070304853,-0.0028022906,0.010753587,0.020071281,338,0
0.20805652,-0.047944549,0.032367899,0.0019122421,-0.046552973,339,0
0.24615859,-0.0049278364,0.014772816,-0.0043898764,-0.065380733,340,0
0.18535188,-0.049719923,0.036346436,-0.057505886,0.044347738,341,0
0.17443801,-0.041026797,0.036079897,-0.051374137,0.065934859,342,0
0.25507336,-0.02677027,-0.014939251,0.020952375,-0.064702792,343,0
0.24304479,-0.041854847,0.013127789,-0.016050775,-0.062916056,344,0
0.23189715,-0.030174186,0.0047717538,0.0043399662,-0.059891169,345,0
0.16150267,-0.059758235,0.023992171,-0.029558772,-0.0029457294,346,0
0.21852885,-0.02446406,-0.0052226935,0.047247801,0.054668211,347,0
0.16415426,-0.044458425,-0.042156134,0.0041598897,-0.034652127,348,0
0.30391406,-0.041187252,0.064000713,-0.027582141,0.017292587,349,0
0.1663556,-0.08172407,-4.5451076e-05,0.020593364,-0.1376486,350,0
0.11510264,-0.015615264,0.027340574,0.039901543,-0.18798404,351,0
0.014182,-0.019733206,0.015409347,0.0080749099,-0.17273244,352,0
0.073113926,-0.051459619,0.012570058,0.031320247,-0.16988892,353,0
0.031646886,-0.059994074,0.030283653,0.0025952868,-0.1612156,354,0
0.29880822,-0.033644354,0.035541959,-0.0079942736,-0.12283163,355,0
0.073990224,-0.053828743,-0.00074172353,-0.0061683532,0.025384075,356,0
0.29703364,-0.018506144,0.01192764,0.076833104,-0.078850309,357,0
0.12166733,-0.057805582,0.027216682,-0.035941984,0.011853751,358,0
0.28239013,-0.045582615,0.017589558,-0.015724051,-0.049714823,359,0
0.16676274,-0.04676917,0.022273724,-0.05380232,-0.040714924,360,0
0.26525442,-0.049814432,0.013997709,0.06618069,-0.052471397,361,0
0.23666742,-0.056836852,0.038659926,0.06114674,-0.034471409,362,0
0.23931188,-0.034930069,-0.018139448,-0.020727476,-0.089564058,363,0
0.20517467,-0.052019746,-0.00062178819,0.065081925,-0.012870956,364,0
0.17637352,-0.039062033,0.012054069,-0.062155307,-0.046731453,365,0
0.29571328,-0.041904413,0.052840161,0.058986826,-0.093428884,366,0
0.12773842,-0.038056499,0.0043602895,-0.0035268819,-0.019623365,367,0
0.22179215,-0.054563525,-0.015933599,-0.0094409986,-0.049694089,368,0
0.1285468,-0.052533884,-0.014523192,-7.798248e-05,-0.062494501,369,0
0.38681984,-0.05812637,0.026862569,-0.031675703,0.053141417,370,0
0.0774244,-0.030681543,-0.052264813,0.065372578,-0.057757049,371,0
0.14534918,-0.053093474,-0.033494128,0.073891202,0.0044531244,372,0
0.15472791,-0.031913734,-0.0047386405,0.047889398,-0.051686165,373,0
