"cv_fold","observation_id","y_true","y_pred_mean","y_pred_sd","y_pred_median","y_pred_ci_2.5","y_pred_ci_97.5","y_pred_q25","y_pred_q75","residual","in_ci_95","len_ic_95","adm1_code","adm1_name","Datetime"
1,1,0.308605346679687,0.406426963376108,0.0761613439426232,0.403208174943193,0.264101626226129,0.562549886061704,0.354438557604262,0.456033776007323,0.0978216166964201,TRUE,0.298448259835575,900176,"Ennedi Est",2022-10-05
1,2,0.297816608973912,0.411929134416236,0.0756172311196324,0.409587450453455,0.26780555723234,0.564467196909676,0.360514537251437,0.462482408492311,0.114112525442324,TRUE,0.296661639677337,900176,"Ennedi Est",2022-10-12
1,3,0.300484853472028,0.41529774561658,0.0747728827180746,0.412799606909827,0.270989554561844,0.568525561064209,0.363623837234096,0.464857792195046,0.114812892144551,TRUE,0.297536006502365,900176,"Ennedi Est",2022-10-19
1,4,0.303813574654715,0.418122725151219,0.073856920086074,0.415937945563796,0.276099307074322,0.569596431572751,0.367251251942724,0.466801201695913,0.114309150496504,TRUE,0.293497124498429,900176,"Ennedi Est",2022-10-26
1,5,0.322309254237584,0.422392379689182,0.0733030819657927,0.420767351881561,0.280129723870705,0.572638616120965,0.37191195039165,0.469423282981626,0.100083125451599,TRUE,0.29250889225026,900176,"Ennedi Est",2022-11-02
1,6,0.306350103105818,0.419966127959882,0.0723574313298057,0.41966686781568,0.281378624957206,0.568481348115771,0.3700293569298,0.466382052610425,0.113616024854064,TRUE,0.287102723158565,900176,"Ennedi Est",2022-11-09
1,7,0.318564777374268,0.428404447019887,0.0717076063827086,0.426862289845354,0.289726544992544,0.573985242329528,0.379132628529324,0.475178819613303,0.10983966964562,TRUE,0.284258697336984,900176,"Ennedi Est",2022-11-16
1,8,0.3510430090768,0.451185065053411,0.0720870978249505,0.450082853364598,0.310245007874285,0.594585588644083,0.402510987477172,0.49850194577714,0.100142055976612,TRUE,0.284340580769798,900176,"Ennedi Est",2022-11-23
1,9,0.387759748186384,0.47304284584413,0.0718537965517482,0.471392260966634,0.329930229652231,0.612455404565551,0.425031988318471,0.521115908087985,0.0852830976577457,TRUE,0.28252517491332,900176,"Ennedi Est",2022-11-30
1,10,0.424198842729841,0.476801402615625,0.071470423473006,0.475424483154292,0.335351976452699,0.617246427342077,0.429049944979875,0.524527160657286,0.0526025598857841,TRUE,0.281894450889378,900176,"Ennedi Est",2022-12-07
1,11,0.457437297276088,0.48714348860407,0.0710545149562856,0.486862690768657,0.346229091002776,0.62415481846584,0.439438893368983,0.534299495084574,0.0297061913279815,TRUE,0.277925727463064,900176,"Ennedi Est",2022-12-14
1,12,0.467793312072754,0.510214327119447,0.0698775792538434,0.510343533466241,0.369625320715105,0.646967700686825,0.463660475192694,0.557404078650934,0.0424210150466936,TRUE,0.27734237997172,900176,"Ennedi Est",2022-12-21
1,13,0.468312050955636,0.526487118713854,0.0691261422280845,0.527152599901707,0.384039545124316,0.659542171944662,0.480645126550196,0.573664720986184,0.0581750677582175,TRUE,0.275502626820346,900176,"Ennedi Est",2022-12-28
1,14,0.491249215262277,0.54177776293331,0.0682861088766581,0.543552791402381,0.400660799674057,0.674358987159336,0.496074203827648,0.587118398352403,0.0505285476710335,TRUE,0.273698187485279,900176,"Ennedi Est",2023-01-04
1,15,0.520438363211496,0.551769496844101,0.0673148888890667,0.553694130437485,0.412740838567832,0.680654855770696,0.508189287716542,0.596900685124444,0.0313311336326051,TRUE,0.267914017202864,900176,"Ennedi Est",2023-01-11
1,16,0.547088465009417,0.566414849294916,0.0663185445600456,0.567887147818854,0.4314025653637,0.691220362335688,0.523562745431547,0.610648432172694,0.0193263842854992,TRUE,0.259817796971987,900176,"Ennedi Est",2023-01-18
1,17,0.557246916634696,0.579408861423905,0.0653575717217397,0.581177424418479,0.445400045373836,0.704528406435301,0.53714693028865,0.623293182261687,0.0221619447892092,TRUE,0.259128361061465,900176,"Ennedi Est",2023-01-25
1,18,0.585474902561733,0.602369023715317,0.0636973351622797,0.603350465566109,0.46925815041074,0.720957240339365,0.561068856738678,0.645866727399943,0.0168941211535842,TRUE,0.251699089928625,900176,"Ennedi Est",2023-02-01
1,19,0.627328981672014,0.622536212854633,0.0619753257522317,0.62419262070984,0.493389272494403,0.739469298438827,0.583586182652245,0.664720559470135,-0.00479276881738167,TRUE,0.246080025944424,900176,"Ennedi Est",2023-02-08
1,20,0.646817316327776,0.631769733076303,0.060946085492722,0.633820470949342,0.504923552830603,0.746269422426162,0.592283399049474,0.672908339092118,-0.015047583251473,TRUE,0.241345869595559,900176,"Ennedi Est",2023-02-15
1,21,0.637564926147461,0.63206119862016,0.0606099460292931,0.633875786509714,0.504780079510722,0.744027529538302,0.592411686839343,0.672854872734657,-0.00550372752730099,TRUE,0.239247450027579,900176,"Ennedi Est",2023-02-22
1,22,0.644579718453543,0.633844917031692,0.0602618087728134,0.634444556865641,0.508544470730132,0.748525449890748,0.594921597904868,0.675088487738091,-0.0107348014218517,TRUE,0.239980979160615,900176,"Ennedi Est",2023-03-01
1,23,0.636189199175153,0.643839693084165,0.0595885673764991,0.644704108236753,0.51931295937388,0.756813200292708,0.605477016080985,0.684384799254402,0.00765049390901118,TRUE,0.237500240918828,900176,"Ennedi Est",2023-03-08
1,24,0.633135484967913,0.657948092790985,0.0582921006880237,0.659589558359247,0.536788972035924,0.767559256141114,0.619777237825013,0.697319558196339,0.0248126078230722,TRUE,0.23077028410519,900176,"Ennedi Est",2023-03-15
1,25,0.627843949454171,0.664525066228751,0.0575633589501185,0.665571801521412,0.544656709535783,0.77406860945964,0.626761813742903,0.703643710650449,0.0366811167745796,TRUE,0.229411899923857,900176,"Ennedi Est",2023-03-22
1,26,0.634705385480608,0.669047231659033,0.0570026678974817,0.670651846131803,0.550788489717283,0.774891192956779,0.631968877543065,0.709131608942037,0.0343418461784247,TRUE,0.224102703239496,900176,"Ennedi Est",2023-03-29
1,27,0.63219794682094,0.666817088645449,0.0570075837978475,0.668785527678429,0.548994378186746,0.774580894805665,0.629096328898192,0.706266680199108,0.0346191418245084,TRUE,0.225586516618919,900176,"Ennedi Est",2023-04-05
