"cv_fold","rMSE","MAE","converged","max_rhat"
0,0.0907831896051773,0.0780492201980234,TRUE,1.00550855272381
1,0.0382514197846502,0.0308387091511252,TRUE,1.00263110830282
2,0.0571015491271323,0.0469974717860879,TRUE,1.00313512524131
3,0.0555049810888545,0.0463695911348066,TRUE,1.00380365608536
4,0.0580066620872696,0.048005153083538,TRUE,1.00351986746191
5,0.0410768977306458,0.034281095898125,TRUE,1.00528221713906
