"adm1_name","Easting","Northing","Datetime","fcs","cv_ind","rainfall_3_months_anomaly_cubic_intp","ndvi_value_cubic_intp","ndvi_anomaly_cubic_intp","log_currency_exchange","log_Area","MPI_intensity","Muslim","log_food_inflation_MPI","log_fatalities_explosions","MPI","n_conflicts_Battles_rolsum_90days","log_fatalities_battles","headline_inflation_cubic_intp","day_num","Ramadan_past90days_Muslimpop"
"Rivers",1392.83478995249,-4985.32086021208,"2023-04-26",0.241497974789696,3,0.789488083112627,0.72344122256456,0.990530894940713,6.13333296495721,0.604422800123116,38.7,0.003,0.772717273033683,0,0.241,11,3.40119738166216,22.2899476549023,30,0.09
"Rivers",1392.83478995249,-4985.32086021208,"2023-05-03",0.242227546450232,3,0.805211328216723,0.731304279886784,0.991450036365676,6.13307261043967,0.604422800123116,38.7,0.003,0.773226127910046,0,0.241,10,3.40119738166216,22.3353707575939,31,0.09
"Rivers",1392.83478995249,-4985.32086021208,"2023-05-10",0.23875862113359,3,0.923464630083074,0.737852194655329,0.992318950359058,6.13352818637145,0.604422800123116,38.7,0.003,0.773705850450341,0,0.241,11,3.49650756146648,22.3797518031615,32,0.09
"Rivers",1392.83478995249,-4985.32086021208,"2023-05-17",0.239895651108205,3,0.956629067024411,0.743343370328395,0.993035377052534,6.1338317883949,0.604422800123116,38.7,0.003,0.774115883237801,0,0.241,11,3.17805383034795,22.4216884499441,33,0.09
"Rivers",1392.83478995249,-4985.32086021208,"2023-05-24",0.245465748266781,3,0.945521870481847,0.747475346538285,0.99346493065857,6.13400523389009,0.604422800123116,38.7,0.003,0.774510039832491,0,0.241,12,3.25809653802148,22.4657155750663,34,0.09
"Rivers",1392.83478995249,-4985.32086021208,"2023-05-31",0.252081758846657,3,0.9571629883066,0.750195969129934,0.99354000939727,6.13469871519389,0.604422800123116,38.7,0.003,0.775107231222922,0,0.241,12,3.40119738166216,22.5268284640725,35,0.09
"Rivers",1392.83478995249,-4985.32086021208,"2023-06-07",0.263395068458412,3,0.968971242552123,0.751929620886259,0.993282954966595,6.13595442559293,0.604422800123116,38.7,0.003,0.77614062958586,0,0.241,12,3.40119738166216,22.621087183494,36,0.09
"Rivers",1392.83478995249,-4985.32086021208,"2023-06-14",0.258339097280978,3,0.938642759384451,0.752442304554855,0.992603247983225,6.41542423785231,0.604422800123116,38.7,0.003,0.777837677095443,0,0.241,14,3.61091791264422,22.7645517998624,37,0.09
"Rivers",1392.83478995249,-4985.32086021208,"2023-06-21",0.257273930454281,3,0.881783,0.7516,0.991095,6.61472560020376,0.604422800123116,38.7,0.003,0.78037806272352,0,0.241,14,3.61091791264422,22.9706820153819,38,0.087
"Rivers",1392.83478995249,-4985.32086021208,"2023-06-28",0.265730017485596,3,0.871693101330744,0.749689481612358,0.988371649799763,6.6253260528118,0.604422800123116,38.7,0.003,0.783701427642226,0,0.241,13,3.43398720448515,23.2368899135143,39,0.066
"Rivers",1392.83478995249,-4985.32086021208,"2023-07-05",0.2718390251547,3,0.906461805654527,0.746936028798854,0.985371725812878,6.65027904858742,0.604422800123116,38.7,0.003,0.787657910879123,0,0.241,13,3.43398720448515,23.5544719060629,40,0.045
"Rivers",1392.83478995249,-4985.32086021208,"2023-07-12",0.272675148476362,3,0.944126040788621,0.743599645102879,0.982555079161261,6.65415252018322,0.604422800123116,38.7,0.003,0.792100507916663,0,0.241,12,3.52636052461616,23.9147123661071,41,0.024
"Rivers",1392.83478995249,-4985.32086021208,"2023-07-19",0.287524752381985,3,0.949686127144626,0.740218395669361,0.97992979522267,6.66225108142923,0.604422800123116,38.7,0.003,0.796883785463036,0,0.241,10,3.46573590279973,24.308492056059,42,0.003
"Rivers",1392.83478995249,-4985.32086021208,"2023-07-26",0.286248266177328,3,0.947007936722662,0.737880803834089,0.978077624253807,6.6706649215353,0.604422800123116,38.7,0.003,0.801796206412135,0,0.241,11,3.49650756146648,24.7199123404044,43,0
"Rivers",1392.83478995249,-4985.32086021208,"2023-08-02",0.294964001742948,3,0.936588283050166,0.737220338047616,0.977462490714187,6.65672652417839,0.604422800123116,38.7,0.003,0.806581195223796,0,0.241,12,3.52636052461616,25.1274492599543,44,0
"Rivers",1392.83478995249,-4985.32086021208,"2023-08-09",0.301980073855195,3,0.909844738214927,0.738429253173747,0.978216489500188,6.64479183504247,0.604422800123116,38.7,0.003,0.811000034513088,0,0.241,12,3.49650756146648,25.5094085822697,45,0
"Rivers",1392.83478995249,-4985.32086021208,"2023-08-16",0.321867231169005,3,0.883785631665029,0.741286737894125,0.979882132348807,6.66618040969718,0.604422800123116,38.7,0.003,0.81483066055308,0,0.241,10,3.43398720448515,25.8441125831688,46,0
"Rivers",1392.83478995249,-4985.32086021208,"2023-08-23",0.32497986720932,3,0.875928008944153,0.744785426700272,0.981514311464352,6.62839845527635,0.604422800123116,38.7,0.003,0.817952300735857,0,0.241,12,3.43398720448515,26.118269733292,47,0
"Rivers",1392.83478995249,-4985.32086021208,"2023-08-30",0.310705185442141,3,0.881202626756898,0.748023953036824,0.982371362395161,6.65157187358973,0.604422800123116,38.7,0.003,0.820479357183304,0,0.241,12,3.2188758248682,26.3405940105583,48,0
"Rivers",1392.83478995249,-4985.32086021208,"2023-09-06",0.318015621206159,3,0.867466497838776,0.750986642057604,0.982485577654036,6.62539236800796,0.604422800123116,38.7,0.003,0.822554638456881,0,0.241,11,3.09104245335832,26.5233651765119,49,0
"Rivers",1392.83478995249,-4985.32086021208,"2023-09-13",0.305691497224897,3,0.88870485372743,0.753412756347824,0.982106998421246,6.61630611996111,0.604422800123116,38.7,0.003,0.82431326574352,0,0.241,12,3.13549421592915,26.6788629926972,50,0
"Rivers",1392.83478995249,-4985.32086021208,"2023-09-20",0.311181553586135,3,0.961013686628038,0.754959847026127,0.981610246973672,6.64803850681206,0.604422800123116,38.7,0.003,0.825883776642987,0,0.241,11,2.99573227355399,26.819112883263,51,0
"Rivers",1392.83478995249,-4985.32086021208,"2023-09-27",0.322125121905013,3,0.970044410817551,0.755508647176289,0.981444596814991,6.65749743517636,0.604422800123116,38.7,0.003,0.827379358297465,0,0.241,11,2.99573227355399,26.9536416617872,52,0
"Rivers",1392.83478995249,-4985.32086021208,"2023-10-04",0.337117826778792,3,0.948013262618331,0.75511646805039,0.982019672810254,6.61688145162892,0.604422800123116,38.7,0.003,0.8289038217671,0,0.241,11,2.99573227355399,27.0905579565318,53,0
"Rivers",1392.83478995249,-4985.32086021208,"2023-10-11",0.334508139929872,3,0.944961,0.7532,0.983401,6.63396296236898,0.604422800123116,38.7,0.003,0.830558274990048,0,0.241,11,2.70805020110221,27.2379541181653,54,0
"Rivers",1392.83478995249,-4985.32086021208,"2023-10-18",0.3379052723177,3,0.961745142924008,0.748680150218969,0.985175041333742,6.65343061018435,0.604422800123116,38.7,0.003,0.832438469230075,0,0.241,10,2.63905732961526,27.4037273088603,55,0
"Rivers",1392.83478995249,-4985.32086021208,"2023-10-25",0.353840259160755,3,1.01104082073194,0.741781875157504,0.986592250184545,6.67951124227897,0.604422800123116,38.7,0.003,0.834556691224678,0,0.241,9,2.56494935746154,27.5893262412197,56,0
"Rivers",1392.83478995249,-4985.32086021208,"2023-11-01",0.347975758452302,3,1.058965,0.7318,0.987064,6.66949808985788,0.604422800123116,38.7,0.003,0.836828574053674,0,0.241,9,2.56494935746154,27.788428234026,57,0
"Rivers",1392.83478995249,-4985.32086021208,"2023-11-08",0.362581697175924,3,1.06110854517352,0.717452376684316,0.986315309783398,6.6893504820151,0.604422800123116,38.7,0.003,0.839166746504544,0,0.241,9,2.70805020110221,27.9942479370344,58,0
"Rivers",1392.83478995249,-4985.32086021208,"2023-11-15",0.365847716499683,3,1.09152587078027,0.69937736424734,0.984533670349492,6.73824727683384,0.604422800123116,38.7,0.003,0.841486995584799,0,0.241,9,3.09104245335832,28.2,59,0
"Rivers",1392.83478995249,-4985.32086021208,"2023-11-22",0.382142371232138,3,1.12747876689141,0.678465653700969,0.982137762386679,6.69070562211892,0.604422800123116,38.7,0.003,0.843708277860395,0,0.241,8,2.99573227355399,28.3988990726779,60,0
"Rivers",1392.83478995249,-4985.32086021208,"2023-11-29",0.416651687103957,3,1.10639624161204,0.655652402925121,0.97971911002559,6.67708346124714,0.604422800123116,38.7,0.003,0.845752451895206,0,0.241,6,2.89037175789616,28.5841598048233,61,0
"Rivers",1392.83478995249,-4985.32086021208,"2023-12-06",0.412866159062795,3,1.12101510562179,0.632431516057524,0.97802643473176,6.68710860786651,0.604422800123116,38.7,0.003,0.847543766195015,0,0.241,6,2.89037175789616,28.7489968461914,62,0
"Rivers",1392.83478995249,-4985.32086021208,"2023-12-13",0.426914829935847,3,1.12353571311371,0.609671920299796,0.977428838935097,6.68835471394676,0.604422800123116,38.7,0.003,0.849008128900814,0,0.241,5,2.94443897916644,28.8866248465372,63,0
