"cv_fold","n_observations","coverage_95","mean_abs_residual","rmse"
0,315,88.2539682539683,0.0780492201980234,0.0907831896051773
1,252,100,0.0308387091511252,0.0382514197846502
2,252,97.2222222222222,0.0469974717860879,0.0571015491271323
3,252,100,0.0463695911348066,0.0555049810888545
4,252,100,0.048005153083538,0.0580066620872696
5,252,100,0.034281095898125,0.0410768977306458
