"beta[1]","beta[2]","beta[3]","beta[4]","beta[5]","beta[6]","beta[7]","beta[8]","beta[9]","beta[10]","beta[11]","beta[12]","beta[13]","beta[14]","beta[15]","beta[16]","iteration","cv_fold"
-0.013780706,-0.12438937,0.058854784,-0.020321343,0.057252095,-0.0075898692,0.12814561,0.022174329,0.0031503539,0.028198497,-0.03519688,0.008504819,0.10013163,0.19201876,0.050646008,-0.015385019,1,0
-0.0053405046,-0.11829208,0.024769426,-0.048001257,0.088043222,0.020693696,0.15336423,-0.075104641,-0.002183464,0.03057711,-0.023350974,-0.00046083867,0.129717,0.11314191,0.11340917,-0.028991751,2,0
-0.0038489399,-0.13761429,0.031852124,-0.016546306,0.080621247,-0.035922201,-0.0092111025,0.023250315,0.0095103848,0.037448052,-0.0079062107,0.0067112168,0.17296352,0.12631348,0.016875812,-0.020340942,3,0
-0.0036332799,-0.10378905,0.026086744,0.0066165238,0.037388892,0.031092155,0.080631503,0.013630516,-0.0081009169,0.051764946,-0.020042696,0.0011381357,0.11657031,0.11913669,0.11778086,-0.023654217,4,0
-0.0069359808,-0.099035877,0.035109045,-0.0085080617,0.059565965,0.023590107,0.068775998,0.023508457,0.0036260505,0.081816555,-0.018134793,0.0020663409,0.11955041,0.13535162,0.041165112,-0.01573133,5,0
-0.0053408751,-0.14572665,0.019867887,-0.038777514,0.078858327,-0.0025000304,0.052703873,0.056132704,0.0055892386,-0.092040131,-0.01360293,0.0067541282,0.078660617,0.17310351,0.045870609,-0.023413582,6,0
-0.0055794548,-0.12465412,0.060745175,0.0034688488,0.056566102,0.046275035,0.039287645,0.05224839,-0.0003902932,-0.039274108,6.9277024e-05,-0.0056876714,0.17961959,0.13193494,0.01967309,0.0072501439,7,0
-0.0042212927,-0.14294735,0.03378776,-0.038935934,0.064966595,0.031544629,0.046880474,0.034069555,0.0058360634,-0.011500605,-0.0010516665,-0.0047791901,0.14286534,0.10801634,0.099191317,0.010566207,8,0
-0.011454242,-0.10988126,0.028121126,-0.010761538,0.077428414,0.014121025,0.062634344,0.020038253,0.0059629847,0.061407309,-0.017251093,0.0077287454,0.14074872,0.13503867,0.01397843,-0.023870087,9,0
-0.0033855988,-0.15572232,0.032843754,-0.065051604,0.11437633,0.054428849,0.053065775,-0.048879309,-0.0018116671,0.025612394,-0.0062890676,-0.0012070158,0.1111833,0.16209552,0.097468641,-0.024124961,10,0
