"beta[1]","beta[2]","beta[3]","beta[4]","beta[5]","beta[6]","beta[7]","beta[8]","beta[9]","beta[10]","beta[11]","beta[12]","beta[13]","beta[14]","beta[15]","beta[16]","iteration","cv_fold"
-0.0077341797,-0.078839931,0.031828206,0.012580883,0.043408082,-0.086626471,-0.01690217,0.095938864,0.0039025343,0.090678976,-0.013759917,0.0072039516,0.017147481,0.18239406,0.048296051,-0.0072207464,1,2
-0.0010025938,-0.12426029,0.069057947,-0.011375024,0.012217099,0.12557962,0.055013691,0.073782527,0.0040638112,-0.031773646,-0.019320546,0.0077247425,-0.019433352,0.27195299,0.044591665,-0.033930739,2,2
-0.00037172173,-0.11786036,0.016141196,-0.025495469,0.16753037,-0.081614733,0.045457227,0.090277918,-0.0012382638,0.080920249,-0.020837431,0.013501418,0.18044904,0.092033213,0.063574731,-0.027425542,3,2
-0.013374311,-0.14419649,0.05702308,-0.016597763,0.092204443,0.040752662,-0.045273682,0.041166694,0.0015143417,0.066740326,-0.0058840809,0.0021176544,-0.021464021,0.23185542,0.11427097,-0.017781854,4,2
-0.00044312638,-0.10424988,0.016757616,-0.0090073935,0.10879822,0.056224464,0.13632379,0.29313216,0.00025736849,-0.20316193,-0.021264669,0.014021916,0.15506,0.074578344,-0.026390892,-0.023405126,5,2
-0.006688489,-0.13533658,0.059160696,-0.025660801,0.1790962,-0.041010003,0.17067392,0.2109458,0.00077160956,0.070681418,-0.0073134416,0.015426926,-0.008510755,0.33236861,0.055802625,-0.017883179,6,2
-0.0082983298,-0.14477074,0.035749566,-0.024435111,0.082866824,-0.16259837,0.12329023,0.50319193,-0.0014047276,-0.14042341,-0.024039336,0.0030128671,-0.056023347,0.25307078,-0.12692678,-0.032426731,7,2
-0.0081321918,-0.14861798,0.041947579,-0.030325939,0.088019081,-0.1372096,0.10135023,0.47284616,-0.0042528201,-0.17481622,-0.021798636,0.0032002642,-0.055235101,0.30678982,-0.0924026,-0.034106806,8,2
-0.0017192465,-0.099289548,0.039441706,-0.031879521,0.13678359,0.063756859,0.51208841,0.14460667,0.0038306253,-0.1417799,-0.017101891,0.019829537,-0.040365386,0.35762739,-0.31487278,-0.025418549,9,2
-0.012030364,-0.12776071,0.052790003,-0.031576767,0.21513586,0.097004385,0.21009741,0.21686357,-0.0018753115,-0.17589877,-0.022013652,0.011362488,0.018258964,0.28308258,-0.24064678,-0.023875874,10,2
-0.001551865,-0.12146193,0.029222665,0.0039730772,0.053103572,0.09910411,-0.03528247,0.05337837,-0.0058374627,0.011950742,-0.02195722,0.011026607,0.073671895,0.19894084,0.18298426,-0.028526673,11,2
-0.014552739,-0.12603184,0.028483994,-0.040846545,0.098434186,-0.022746481,0.1172976,0.11936648,0.0061889591,0.014967949,-0.023945475,0.010573162,-0.0032222367,0.21932128,-0.062147159,-0.029842853,12,2
-0.011084812,-0.12440982,0.021928008,-0.032582561,0.1088961,-0.06995567,0.13817855,0.13411298,0.0081540665,0.0020951413,-0.025659123,0.0082468863,0.0003664491,0.17587398,-0.064107716,-0.02790794,13,2
-0.011353575,-0.10808262,0.023304361,-0.054204313,0.13590226,-0.061969664,0.11595664,0.21899432,0.011650652,-0.11810237,-0.025592015,0.015694842,0.017056143,0.29341928,-0.10595705,-0.037852563,14,2
-0.0057560527,-0.10829385,0.074383812,-0.03879493,0.1505192,0.12096667,0.11545097,0.059485006,0.0078351322,0.031080004,-0.019944878,0.0083657791,0.069055233,0.29650335,-0.085993552,-0.029883799,15,2
-0.011399549,-0.16876881,0.022094082,-0.052240764,0.060201693,0.14335796,-0.10207082,0.056644829,-0.012269878,-0.022506477,-0.01318615,0.012103591,0.078625086,0.22214348,-0.025506804,-0.02121597,16,2
-0.0018153568,-0.079941176,0.03812579,-0.020367324,0.050080417,0.054306198,0.029561254,0.0078724375,0.011514549,0.033825335,-0.020929457,0.01026121,0.12505469,0.11250064,0.098791786,-0.023753224,17,2
-0.0063692462,-0.10729373,0.03869536,0.0073027767,0.018197674,0.049074065,0.058343191,0.069628464,0.0055421927,0.058212413,-0.01210461,0.012525344,0.051303873,0.20486554,0.12528296,-0.026385331,18,2
-0.0076816151,-0.11267015,0.036449732,-0.03562118,0.12325074,0.017234018,0.012704679,0.061919828,-0.0016214976,0.025391281,-0.023553881,0.019142387,0.14434779,0.15424397,-0.033972255,-0.019289922,19,2
-0.012122086,-0.15694361,0.043919959,-0.0060552052,0.057528211,0.013005613,0.0079918853,0.065898805,-0.002842138,0.067934112,-0.013805787,0.011310118,0.00083417309,0.25591801,0.066583658,-0.016845121,20,2
-0.0096892676,-0.10763473,0.021039621,-0.011966223,0.068296976,0.050156237,0.077098326,0.12624351,-0.0066873028,-0.037332118,-0.022352696,0.018348561,0.18894959,0.15887454,0.023761266,-0.011509954,21,2
-0.0047789427,-0.10245597,0.034521137,0.012226019,0.028507411,0.099564969,-0.073757738,0.1504104,-0.00024368728,-0.082372359,-0.020760068,0.011354723,0.23980778,0.10631622,-0.032542328,-0.0071797477,22,2
-0.0089019824,-0.1308131,0.037701384,-0.042322245,0.16452124,-0.095375072,0.075612572,0.027035243,0.00093297146,0.12915167,-0.018225956,0.012292158,-0.046193714,0.2943793,-0.057152606,-0.040373244,23,2
-0.0072404105,-0.14338762,0.043148228,0.0044518214,0.048041593,0.12687976,0.17922416,-0.043948975,-0.0011358853,-0.095164423,-0.014094814,0.0048604842,0.14328823,0.23568043,-0.015516678,-0.010140126,24,2
-0.0092927741,-0.10508783,0.033345461,-0.05264951,0.18829566,-0.18987711,0.0200677,0.11637447,0.0019306669,0.053084926,-0.017403218,0.010876758,-0.027402084,0.26134214,-0.075684971,-0.039767896,25,2
-0.0010815257,-0.090890385,0.062162324,-0.0070512789,0.11233199,0.01938328,0.14660933,0.18311516,-0.0084013745,0.043391306,-0.022273037,0.01355827,0.11027321,0.10905535,0.12474152,-0.021206578,26,2
0.0004019106,-0.07584846,0.063680998,-0.0074198669,0.060046582,-0.0075291085,0.1835993,0.18718971,-0.0051323012,0.070673762,-0.023798712,0.018248767,0.099441665,0.14732365,0.07348831,-0.027216767,27,2
-0.0035719722,-0.081135587,0.071728341,-0.015094635,0.044357056,-0.034970754,0.063526002,0.12461698,-0.0060407603,0.005146376,-0.027500036,0.014047733,0.089101509,0.13313182,0.050739497,-0.027266051,28,2
-0.0021118868,-0.10498602,0.044337815,-0.025684789,0.034925502,-0.034079291,0.059360296,0.24454663,-0.0054936061,0.068148529,-0.028233716,0.010752234,0.048773516,0.19879198,0.063281273,-0.012433394,29,2
-0.012286106,-0.13468989,0.031242119,-0.0086104903,0.15512416,0.12641115,0.019614096,-0.031926483,0.0078803732,0.10383361,-0.021363273,0.012659391,0.10944406,0.15590626,0.011870171,-0.03387201,30,2
-0.0041371238,-0.11647578,0.050249365,-0.022739721,0.033609373,-0.015837719,0.025795543,0.22371383,-0.0057039504,0.055815297,-0.0092217093,0.015978169,0.016294539,0.22111358,0.062471871,-0.0019773575,31,2
-0.0075375678,-0.083509767,0.049540138,-0.024456117,0.046497645,0.0028877381,0.071170794,0.17903644,-0.0036675267,0.052055236,-0.0060612825,0.011059348,0.026290113,0.23786844,0.054459304,-0.015029885,32,2
-0.0025722412,-0.11560097,0.051952264,-0.015818918,-0.082302291,-0.0071278056,0.058231396,0.036533379,-0.0014874577,0.066434048,-0.02862488,0.014448948,0.12112892,0.18558027,0.14225555,-0.0011889981,33,2
-0.0036318777,-0.12478315,0.049370145,-0.0023364268,-0.069725453,-0.026244781,0.07787989,-0.0098442847,-0.00059201023,0.11047405,-0.036125466,0.013210749,0.099816883,0.19679681,0.11304517,-0.0030190554,34,2
-0.0051999539,-0.11730705,0.015814469,-0.036089081,0.11488076,-0.066770604,0.064695003,0.091216078,0.0025087585,0.11744406,-0.012593097,0.019280561,0.089732022,0.235565,0.03470496,-0.0047553944,35,2
0.00036976019,-0.13733465,0.0625023,-0.0021489501,0.077921281,0.12239797,0.063109666,0.11451259,-0.0037309431,-0.038452702,-0.02739561,0.020126569,0.011212593,0.23254103,-0.040162524,-0.046163092,36,2
-0.014726448,-0.17078688,0.032577656,-0.047850043,0.20419224,0.01742464,-0.044037388,0.048288879,-0.00092307848,0.035506217,-0.022031521,0.016601632,0.14690117,0.19651533,0.07126298,-0.012684726,37,2
-0.0014148615,-0.059040847,0.053379507,-0.014355857,0.025849362,0.10609185,-0.043505056,0.031637252,0.0032144989,-0.050748178,-0.024297326,0.014794427,0.059908701,0.14748912,0.11268756,-0.035107188,38,2
-0.014387914,-0.13983025,0.049787878,-0.033977218,0.091537704,-0.02433561,0.082856076,0.13931476,-0.004843802,0.02262011,-0.0088516578,0.01036193,0.10370833,0.17060408,-0.014324418,-0.005596823,39,2
-0.010825829,-0.13880599,0.051632459,-0.019525682,0.12818203,0.010973178,0.11394613,0.10379392,-0.0008690242,0.03687905,-0.0053513757,0.0086170132,0.12594907,0.17048997,-0.02033277,-0.01591112,40,2
-0.0059107253,-0.11827792,0.035179525,-0.017371131,0.062804399,-0.096443167,0.074832318,0.098872033,-0.0072724368,0.081746721,-0.0016070567,0.0080161457,0.10622106,0.1327004,-0.083548865,-0.016134063,41,2
