"beta[1]","beta[2]","beta[3]","beta[4]","beta[5]","beta[6]","beta[7]","beta[8]","beta[9]","beta[10]","beta[11]","beta[12]","beta[13]","beta[14]","beta[15]","beta[16]","iteration","cv_fold"
-0.0095162417,-0.15901055,0.032303455,-0.01944521,0.05482265,-0.05883589,0.018496227,0.10563025,0.0026174605,0.012130861,-0.0026968726,0.0049974611,0.097510138,0.17828771,0.087513597,-0.031220585,26,1
-0.0025642083,-0.12335097,0.048450192,-0.019945517,0.086864188,0.049935001,0.12659983,0.025091718,-0.00027651038,0.04125023,-0.025703803,0.016436675,0.031865843,0.21847167,0.0098112971,-0.026712613,27,1
-0.0033147468,-0.13540996,0.032111555,-0.011892965,0.070122954,-0.058335755,-0.016776282,0.13715759,0.007043998,-0.025310064,-0.010993403,0.017810427,0.086203559,0.1958794,0.10877271,-0.02131593,28,1
-0.012529935,-0.11852888,0.044939205,-0.012636665,0.094387986,0.062082213,0.15198415,0.22310046,0.010941373,-0.009827153,0.0048428682,-0.0028472105,-0.036522899,0.2812077,0.023893291,-0.04486799,29,1
0.011705283,-0.14342691,0.035167376,-0.0021166356,0.10501142,0.015295989,0.035390467,0.10175744,-0.0011037188,0.12499893,-0.021004914,0.020928234,0.12147006,0.19930143,0.057424847,-0.021692047,30,1
-0.0055413271,-0.068901124,0.0052951841,-0.049373298,0.11979691,-0.0035275618,0.11517146,0.07610468,-0.004188489,0.041929012,0.0060587887,-0.0051859163,0.068962774,0.09227805,0.081423416,-0.029074798,31,1
-0.0028916065,-0.098811069,0.022697709,-0.01688657,0.021122341,0.10620532,0.0037364754,0.092734775,0.011801977,0.064645957,-0.006913664,0.007704397,0.065135015,0.1476937,0.03949192,-0.02221769,32,1
-0.0019009789,-0.11169498,0.037898611,-0.017723322,0.083205355,-0.014457236,0.048089545,-0.0030521942,-0.0057830778,0.060792947,-0.0097944861,0.005718033,0.08343377,0.11700206,0.02121129,-0.0310184,33,1
-0.0052106883,-0.20080993,0.060839676,-0.001626051,0.099293944,0.040058722,0.036244815,0.17386684,0.014701775,-0.011557012,-0.018233033,0.017835659,0.059743613,0.20390194,0.15766081,-0.037380214,34,1
-0.0055102186,-0.12919915,0.022342113,-0.027722014,0.065080743,-0.033061175,-0.054550774,0.23802681,-0.0072664566,-0.037518278,-0.013966719,0.011896499,0.063397174,0.15894982,0.20457404,-0.029149945,35,1
0.0031240589,-0.14086728,0.043882018,-0.021394281,0.085778961,0.13695024,0.08164471,-0.0040421436,0.010968088,0.0075532102,-0.0012141406,-0.0004715291,0.028308518,0.30460447,0.079678279,-0.031866947,36,1
-0.0097906948,-0.1364188,0.024986107,-0.017558368,0.033549429,-0.025432446,-0.054166992,0.17764051,-0.0048812504,-0.0041000742,-0.020348654,0.026230657,0.033079647,0.26004225,0.18466182,-0.036456179,37,1
-0.0043683562,-0.11946154,0.06242941,-0.013938521,0.10059353,0.026969609,0.1161755,0.028451937,0.009136653,0.10240061,-0.0056805259,-0.006096051,0.12442374,0.1670326,-0.028290376,-0.028162619,38,1
-0.0034652572,-0.13518615,0.01474222,-0.024798317,-0.034695153,-0.097480465,0.054366967,0.30044963,-0.0037483881,0.052572797,-0.017395694,0.022977945,-0.01970678,0.33173533,0.24697592,-0.031995815,39,1
-0.0028133645,-0.13951952,0.064421384,-0.021988254,0.18398455,-0.15015849,-0.062317314,0.26959168,0.0070871726,0.088098897,-0.015799321,0.0011429822,0.07054894,0.20749849,0.27264684,-0.020465278,40,1
-0.0068382315,-0.14103298,0.058815316,0.0014478696,0.17229626,-0.21084035,-0.086231594,0.091213797,0.0040874785,0.1201197,-0.014345419,-0.00070700879,0.019944397,0.25836167,0.27415182,-0.0049135399,41,1
0.00062815148,-0.13285725,0.02263822,-0.0093798366,0.0663508,-0.069658451,0.067238246,0.17550214,0.0041921622,-0.006187257,-0.0062518476,0.019173047,0.012374259,0.24042332,0.040699524,-0.049481346,42,1
-0.0050282241,-0.12987402,0.042905762,-0.041948465,0.057350542,0.027332378,0.0076775467,0.066419246,0.0013544064,0.14026431,0.0071751443,0.020840461,0.13751085,0.15677174,0.11599342,-0.004524588,43,1
-0.00016596919,-0.12183753,0.056798151,-0.010507342,0.17254203,0.029181503,-0.012254264,0.14470646,0.0042737825,0.022480435,-0.025882877,-0.0010719915,0.14072707,0.14330354,0.13361125,-0.033830896,44,1
-0.0039420105,-0.13317543,0.031175892,-0.017889638,0.10923276,-0.11440407,0.053707125,-0.048480274,0.0023359808,0.26966357,0.010124597,0.018398786,0.0261735,0.28277473,0.062019098,-0.028126008,45,1
-0.00310498,-0.11177523,0.037303767,-0.0020690926,0.12332715,-0.09077581,0.027582583,0.039333007,0.0074020219,0.21288078,0.0019449252,0.014752048,0.033538397,0.22971003,0.047073161,-0.046998454,46,1
-0.00089948835,-0.14652939,0.040649307,-0.012429865,0.05118065,0.14718819,0.076511964,0.1345014,-0.0021655968,-0.057238603,-0.014758581,-0.0021239564,0.1545185,0.085795303,0.10176519,-0.005614116,47,1
-0.0033118483,-0.12515255,0.033320031,-0.0068738299,0.011542839,0.078602938,0.19690477,0.10292246,0.0041063224,-0.0031386369,0.0010571747,0.016128806,0.10204077,0.15860366,-0.061527621,-0.0044538016,48,1
-0.0013007703,-0.097218381,0.0093998888,-0.028198809,0.17136987,-0.022076295,0.1157963,0.10686716,-0.0025703375,0.098766049,-0.0089328241,-0.0060278062,-0.02645421,0.34985581,0.055188951,-0.04837656,49,1
-0.0028916049,-0.12276189,0.030842859,-0.034611673,-0.011649356,-0.007524081,-0.079510559,0.20325902,0.0070965116,0.085724617,-0.0038943229,0.019153155,0.051707655,0.22281685,0.35057038,-0.025994017,50,1
-0.0055956994,-0.12113282,0.033592049,-0.0084122666,0.096765665,-0.044667314,0.023396439,0.2370807,-0.0024280869,0.067442844,-0.023028168,0.0049995708,0.084079036,0.18617166,0.052078429,-0.029476906,51,1
-0.0003365912,-0.082294338,0.014716721,-0.026782206,0.065293952,0.080549889,0.09703607,-0.011112269,0.0071603527,0.049708251,-0.015446318,0.024762089,0.083463608,0.16971504,0.054662316,-0.020221274,52,1
0.0041165535,-0.1078353,0.046153983,0.010007387,0.085573993,-0.13244176,0.062719019,0.24047781,0.0030147869,0.024048017,-0.013629673,0.0039678563,0.075796819,0.13810372,0.071507739,-0.0057332333,53,1
-0.01019563,-0.076859171,0.0042919352,-0.056196483,0.047422213,-0.033668285,0.067769543,0.072555257,0.0011332754,0.12097856,0.0048046505,0.0047581161,-0.11908381,0.37955725,0.24552479,-0.043212007,54,1
-0.0056589496,-0.12486429,0.00048915565,-0.063933444,0.074598588,-0.052009552,0.022193465,0.17108428,0.0070934578,0.074409827,0.002364182,0.007461328,-0.095587928,0.33240399,0.21096232,-0.035623625,55,1
0.0037111717,-0.11729458,0.047963131,-0.013465284,0.15343762,-0.11309534,0.15687558,0.30161346,0.00012528856,-0.054625663,-0.013515421,-0.0021847501,0.042845346,0.31073203,0.024232282,-0.034362334,56,1
0.0028025485,-0.11938178,0.013913055,-0.028287111,0.11777408,-0.12233758,0.11357633,0.30822691,-0.0020541865,0.00091157627,0.0024615297,0.0065711073,-0.081618755,0.35157135,-0.019045778,-0.0403184,57,1
-0.00017483493,-0.13708275,-0.0011222888,0.001529841,0.073407018,-0.18383929,0.18421156,0.3068886,-0.0028923878,0.033577693,0.0008988765,-0.0037164784,-0.081725467,0.33072613,0.0041305256,-0.030758359,58,1
-0.0092622034,-0.13220087,0.07620329,-0.041075078,0.087315392,0.057895134,0.22060873,-0.13991151,0.004757002,0.14163971,-0.02790841,0.021515811,0.09316348,0.22642571,0.0064037161,-0.030365365,59,1
-0.011417363,-0.10672134,0.033632263,-0.02653187,0.020334954,0.25070245,0.18248638,-0.046689623,-0.002153315,0.067149681,-0.024718656,0.02045924,0.11803043,0.16866405,0.12342963,5.8633095e-05,60,1
-0.00033050459,-0.10324763,0.022744543,-0.040638346,-0.087329324,0.05670565,0.14856025,0.012261327,0.0012199761,0.12425597,-0.025281504,0.013410992,0.16480198,0.26650586,-0.038630384,-0.011050603,61,1
-0.0060354089,-0.10907283,0.03760108,-0.0062816054,0.19789844,-0.026485151,0.009522762,0.10163272,0.0038627087,-0.034367731,-0.0014883963,-0.0004910607,-0.017291456,0.082604501,0.14888149,-0.039843297,62,1
-0.00087161108,-0.12573588,0.017564076,0.023864778,0.16262789,-0.026748771,0.020081393,0.085420689,0.010735629,0.063705088,0.0044354499,0.0035761304,0.048008388,0.13417544,0.086827563,-0.038267608,63,1
-0.0044188566,-0.10493574,0.053076887,-0.048498008,-0.0079475212,0.11832438,0.075021911,0.092163207,-0.0041086768,0.03141161,-0.022626909,0.0090920034,0.081524012,0.20653761,0.028912412,-0.014879513,64,1
-0.00099300793,-0.13508077,0.031871699,0.023048622,0.18753113,-0.058674886,0.22721891,0.087398867,0.008198779,-0.022203339,0.0040389647,0.0063955912,-0.041784566,0.31319713,-0.036822055,-0.04708354,65,1
-0.0094677529,-0.1132891,0.047144932,0.019738385,0.018983293,0.095757067,0.068506553,0.10614897,0.012889412,0.069691726,-0.019002229,0.010484367,0.018631668,0.25401889,0.045305725,-0.03390588,66,1
0.0071269444,-0.10699722,0.05047338,-0.022119937,0.11436495,-0.043972767,0.052872184,0.084502297,-0.0047751849,0.036374394,-0.01394109,0.014648895,-0.022968235,0.17414169,0.0048700889,-0.0287633,67,1
0.0012956956,-0.10089747,0.058920165,-0.036445849,0.034717927,0.012858017,-0.031199936,0.094649919,-0.0019221942,0.17211273,-0.010648353,0.0072427659,-0.0091031743,0.11416445,0.055125438,-0.025776561,68,1
-0.0064790825,-0.08241014,0.01304862,-0.060100523,0.11908702,0.085484531,0.18207316,0.086993679,0.0079655095,-0.078102335,0.0099742728,-0.0046897696,0.15445932,0.24534499,0.14339199,-0.018075561,69,1
0.001603042,-0.14411659,0.014159666,-0.0069861841,0.0069473789,0.18763599,-0.10829427,0.12043651,-0.003341691,-0.066338683,-0.0086286323,0.0068096987,-0.034700948,0.2125818,0.13779638,-0.047891114,70,1
-0.0043485961,-0.14586121,0.069847159,-0.032096038,0.17476158,-0.11361263,0.054650231,-0.0096287096,0.0056252145,0.14350187,-0.013664621,0.014515647,0.028374511,0.22091492,0.24577236,-0.019350302,71,1
-0.00097160339,-0.085831381,0.0071923658,-0.040246891,0.032066605,0.0059570791,0.080567384,0.27857251,-0.00042479431,-0.056267524,0.0014977492,-0.001882413,0.14100517,0.19877125,-0.0080654401,-0.036337463,72,1
-0.013030794,-0.10507051,0.010980455,-0.046189971,0.13313652,-0.078159815,0.23706242,0.063396257,-0.0053750639,0.073723676,-0.0019999429,-0.003284932,0.037916337,0.20614617,0.1185457,-0.041043056,73,1
0.0069917188,-0.15261775,0.063892591,0.00047774723,0.061051322,0.10687396,0.057340764,0.048839471,0.010218259,0.11136228,-0.0010898789,0.011593198,0.04180506,0.28461858,-0.17117528,-0.027276501,74,1
-0.0093542067,-0.10705831,0.007279389,-0.038072173,0.11354198,-0.20658393,0.1669543,0.060337861,0.00092286204,0.17765785,-0.016261027,0.01341424,0.057044169,0.35626346,0.26691447,-0.044874233,75,1
-0.0013345147,-0.11552596,0.030381259,-0.0347481,0.12112971,-0.11141753,0.077636977,0.047493078,0.0068723099,0.21278284,-0.011136828,0.010356212,-0.039575981,0.27701884,0.10568565,-0.044051284,76,1
-0.0030982005,-0.14138372,0.044858564,-0.0045695549,0.024870621,-0.048334521,0.22100594,0.33014558,-0.0038026105,-0.070435185,0.0035697851,0.0049197782,0.019121312,0.18589222,0.062745277,-0.019412675,77,1
-0.0033014695,-0.12089554,0.031102185,-0.038594054,0.093875037,0.091536624,0.10573236,-0.013632255,0.0039121394,0.15052233,-0.012400557,0.013424182,-0.0033118713,0.26468732,0.030417277,-0.038805232,78,1
-5.4589909e-05,-0.10992763,0.044351947,-0.041407924,0.14023423,-0.10729932,-0.043460514,0.10897769,0.0023413364,0.11692095,-0.00027648802,-0.0075908317,0.068535441,0.34340373,0.10741671,-0.0073973237,79,1
-0.0040506947,-0.14881102,0.025598719,-0.008293498,0.10597487,0.027160695,-0.043189571,0.11658004,0.0014307738,-0.064908843,-0.012445615,0.015541848,-0.0027842787,0.33267782,0.25048102,-0.048710015,80,1
-0.0015201762,-0.14582931,0.06881367,-0.022215221,0.11956922,-0.087341955,0.15316236,0.11538914,0.0032640363,0.10567982,0.0011541194,-0.00014475536,0.079993505,0.16900871,-0.09961931,-0.019516995,81,1
-0.0024904281,-0.090761186,0.017980452,-0.0077782408,0.021141005,0.12972004,0.0015543865,0.039558974,0.002710404,0.029585607,-0.011686383,0.011624261,0.059362212,0.081473131,0.16509755,-0.0070928947,82,1
-0.0011179416,-0.082264999,0.032168408,-0.021780282,0.13380118,-0.064967786,0.17799569,0.11120327,0.0036465876,0.090357243,-0.0029703568,0.0041961246,0.077737371,0.15324039,-0.029146756,-0.025829769,83,1
-0.0057572524,-0.10634646,0.028022038,-0.02554873,0.16259644,0.030478395,0.03124664,0.014868438,-0.0062042997,0.097192185,-0.0072808745,0.0043709752,0.08614732,0.12562612,0.043111542,-0.036203103,84,1
0.0014226151,-0.12440286,0.024114741,-0.015467364,-0.06579048,0.10073716,0.089192754,0.1461216,0.012910929,0.0034422185,-0.011653627,0.015380155,0.055074678,0.16537346,0.10039341,-0.023127768,85,1
-0.0014895267,-0.11369716,0.029428631,-0.0063126983,0.14579483,0.016907245,0.12642337,0.061101628,0.0023865797,-0.0056538012,-0.018332324,0.010254414,0.0014823119,0.2392228,0.012907177,-0.029875481,86,1
-0.006776757,-0.16709486,0.055482537,-0.037456819,0.07345749,-0.0037762395,-0.047067879,0.15038606,0.002452234,0.048223063,-0.0016236519,0.0091738799,0.072628468,0.20610228,0.21491541,-0.030273694,87,1
0.0098020402,-0.077041445,0.022555621,-0.0042218558,0.07754068,0.16807145,0.15439881,-0.010088528,0.0027195693,0.0030923331,-0.015641551,0.010920105,0.028667279,0.16754075,-0.043635856,-0.018379058,88,1
-0.012913868,-0.086688112,0.023832032,-0.038440793,0.086607164,-0.097700915,0.0405606,0.2100865,0.0029536588,0.037984048,-0.0071889888,0.010756725,0.17738799,0.18780233,0.14660926,-0.037379576,89,1
0.0079823622,-0.14354613,0.035425982,-0.02891595,0.014720533,0.083348964,0.15425783,0.24887576,0.0009072979,-0.056825617,-0.0056896962,0.0020707321,-0.021668106,0.16821539,0.12056427,-0.029382705,90,1
0.0071613768,-0.13326517,0.039024472,-0.020302827,-0.0054463382,0.035173049,0.15528816,0.21981116,0.0071987107,-0.081810731,-0.010082644,0.0034670707,0.0083241107,0.17009619,0.12604544,-0.029152562,91,1
-0.0030830809,-0.14753564,0.016136561,-0.024161428,0.012644947,-0.09504945,-0.0037358326,0.2866901,-0.0037128425,0.0058565618,-0.01175076,0.0086342986,0.053690773,0.24573015,0.13583187,-0.052557035,92,1
-0.0039813736,-0.12475298,0.042668978,-0.010139504,0.13475804,0.076226108,-0.0159999,-0.18434593,0.0079653474,0.22437006,0.0019329172,0.0016020635,0.051970997,0.30933428,0.14367954,-0.023335259,93,1
-0.0055790098,-0.11193547,0.012574493,-0.016867613,0.14523371,0.1167131,0.20144514,0.034259397,-0.00042021673,0.071879443,0.0043808597,0.00096625532,0.05247649,0.2047897,-0.046006236,-0.029571038,94,1
0.0014855611,-0.098665358,0.044600219,-0.036021036,0.04043896,0.051965164,0.18601722,0.24841601,0.0052335922,-0.064941863,-0.0069978089,0.0060274009,0.066122354,0.20773241,-0.023333403,-0.016576177,95,1
-0.0055244704,-0.1135791,0.013071454,-0.010655191,0.071840571,-0.062782492,0.16236499,-0.044390721,-0.0010651024,0.17513132,-0.012466668,0.011785879,0.11525877,0.19483714,0.076927729,-0.030967977,96,1
-0.00079711391,-0.070803092,0.023466271,-0.021666823,-0.036031503,0.15686435,0.059438635,0.092826167,0.0082872228,0.0045628202,-0.0091289282,0.0034883548,-0.017402639,0.26717884,0.089826451,-0.021570164,97,1
-0.0069983361,-0.13807773,0.016488951,-0.031566007,0.14870844,-0.021814366,0.14299786,0.060660932,-0.0047843677,0.11022729,0.0017151499,0.0070045403,-0.065795353,0.41347438,0.053686153,-0.051059394,98,1
0.00078137873,-0.13483283,0.033235591,-0.019107101,0.079015961,-0.071148653,-0.0055837711,0.02394343,0.0054180056,0.20762689,-0.0033654692,0.00054934361,0.013174069,0.26549622,0.12521324,-0.025030872,99,1
-0.01104735,-0.1395667,0.04299964,-0.017754663,0.10149042,0.17277549,0.10883568,0.11521479,-0.0021140262,-0.1420533,-0.014723247,0.0088793585,0.068890128,0.23104396,0.019807264,-0.039884789,100,1
0.010020516,-0.13346095,0.0360998,-0.016650954,0.11223644,-0.10121414,0.079763417,0.12820089,0.008656351,0.17934885,-0.013404022,0.004427199,-0.039770751,0.38381972,0.036713923,-0.029043646,101,1
-8.6287726e-05,-0.1281889,0.025834497,0.01097867,0.03568467,-0.037829163,0.076022083,0.015929305,0.0056013823,0.22288142,-0.0041920006,0.0045845565,8.9388317e-05,0.32630161,0.097480077,-0.029473114,102,1
-0.0080664978,-0.14031172,0.029777227,-0.026837393,0.11199315,-0.1030818,0.064173685,0.14838843,0.00081289824,0.034738061,-0.015959178,0.014833238,-0.031598902,0.26102551,0.10408202,-0.026800847,103,1
-0.0011610424,-0.12446061,0.037217766,-0.012262527,0.010398604,0.15393298,0.092150072,-0.030323249,0.0059381672,0.044025314,-0.010960222,0.0055552406,0.08242603,0.12703477,0.0378498,-0.033401044,104,1
-0.0024188784,-0.11546922,0.01482358,0.012622884,0.1166623,-0.0061751712,-0.10099411,0.10496147,0.0062087597,0.048105038,-0.0046733723,0.0082789119,0.10599895,0.18787531,0.10499162,-0.025122829,105,1
-0.0013513981,-0.13765467,0.0554481,-0.04497328,0.014153867,0.082225772,0.22946199,0.084745563,-0.0003264141,0.049405439,-0.0188891,0.016953773,0.070768738,0.24310706,0.00080413661,-0.033424327,106,1
-0.0041874708,-0.13319562,0.036956223,0.0099354147,0.18642819,0.10118374,0.043758008,0.043160057,0.0072340334,0.030876323,0.00071007651,0.0037061348,0.16236275,0.079462693,-0.014393645,-0.017733229,107,1
-0.0018995097,-0.1048965,0.029055312,-0.05644889,0.025172085,-0.057830083,0.14172536,0.14713154,-0.0021521681,0.13524375,-0.016512155,0.0088829692,-0.041773542,0.27761592,0.18945675,-0.035616108,108,1
-0.007607955,-0.10023696,0.018554923,-0.014169858,0.14154339,0.049998392,0.13179817,0.12194187,0.0053209702,0.041204796,-0.014653221,0.019481823,0.033131683,0.3420543,-0.025896626,-0.045692157,109,1
-0.0017644283,-0.087097121,0.034055625,-0.065876596,0.11511434,0.20889206,0.1248697,-0.0782587,-0.0018884482,0.079409539,0.001984729,-0.005413039,-0.022673187,0.35028473,0.11719742,-0.0067711427,110,1
-0.0048408398,-0.12351073,0.059760471,-0.004757768,0.011975993,0.20513375,-0.0040147797,0.069898947,0.00086287545,-0.061193776,0.0044849434,0.0077128409,0.046766971,0.2993946,0.10156509,-0.045330885,111,1
-0.0045970345,-0.14449487,0.024511793,-0.032359523,0.13419859,-0.3499311,0.21087855,0.014099246,0.0015654244,0.41898042,-0.024893059,0.012146347,0.034000301,0.31814747,0.02709252,-0.016498141,112,1
-0.00024121278,-0.11414172,0.048664487,-0.0015542663,0.070274541,-0.033719662,0.070589169,0.17622669,0.004491361,-0.028135884,-0.00068284564,0.00586995,0.0031573421,0.27718359,0.17451994,-0.048332766,113,1
-0.0039273816,-0.14620491,0.030447664,-0.0433431,0.14599124,-0.066330753,0.045432557,0.076487707,0.0026352076,0.0908391,-0.023821257,0.011203703,0.094669316,0.20304545,0.082830433,-0.015359089,114,1
-0.0052615032,-0.10230164,0.041907335,-0.0052329458,-0.013397381,0.050410453,0.044397556,0.08203692,0.0026413776,0.062568007,-0.0054297187,0.010797458,0.023536401,0.29614928,0.20602196,-0.040923787,115,1
-0.0015510874,-0.11651644,0.039973451,-0.024440466,0.11051003,0.040492103,0.12300233,0.12439127,0.007135092,0.025487603,-0.018503307,0.0055220863,0.14751227,0.10779157,-0.055357055,-0.031353537,116,1
-0.0013740536,-0.12656439,0.035018052,0.0022505102,0.018167685,-0.00089827992,0.022054579,0.082604536,0.0030039932,0.041421929,-0.00025520792,0.0059510496,0.00071880747,0.26763068,0.25063819,-0.028044167,117,1
-0.009085047,-0.13252733,0.043530826,-0.053719848,0.15579616,0.025350005,0.21894928,0.081894079,0.0018378698,-0.0087955523,-0.018169517,0.013284263,0.10475508,0.15837324,-0.016189674,-0.023338935,118,1
0.0043833505,-0.06702477,0.022935352,-0.023055547,0.09354537,0.028321883,-0.031129783,0.037923477,0.001536635,0.14228446,-0.010950012,0.0084762724,0.037039227,0.33478613,0.11364217,-0.045244477,119,1
0.003600951,-0.1265642,0.017047332,-0.034712142,0.15580634,-0.0063594197,0.0050126129,0.15171625,-0.0027708097,-0.064229847,-0.007645362,0.020929145,-0.0094858258,0.22611416,0.098301892,-0.048024917,120,1
0.0026274362,-0.13177364,0.024096849,-0.021452841,0.091517928,-0.015419762,0.057227597,0.16820018,0.00058417401,-0.013771921,-0.0088280375,0.017385587,-0.0039636385,0.25783638,0.13901817,-0.045487241,121,1
-0.0093627215,-0.097176944,0.037400366,-0.015504091,0.084654217,0.045317365,0.18021426,0.11918319,0.007745852,0.084900708,0.0013271104,-0.0015753954,0.069714305,0.2214622,-0.037122086,-0.013501252,122,1
5.1192884e-05,-0.17272327,0.04387414,-0.017643798,0.017513677,0.058972045,0.0023916039,0.10607924,-0.0061633459,0.093793726,-0.028748023,0.025773444,0.052796285,0.14974088,0.17817024,-0.042540088,123,1
0.007393549,-0.15517174,0.068872759,-0.012615693,0.018205591,-0.017419347,-0.0077674946,0.12208375,0.00070199847,0.039312148,-0.026801389,0.022208862,0.061448598,0.1000598,0.17284926,-0.039694351,124,1
0.0067079421,-0.14199216,0.063682991,-0.0098051408,0.018708698,0.05175329,0.084436856,0.03093744,0.002083611,0.0044143599,-0.012743697,0.0096237774,0.069434276,0.13594146,0.11584497,-0.046602869,125,1
