"beta[1]","beta[2]","beta[3]","beta[4]","beta[5]","beta[6]","beta[7]","beta[8]","beta[9]","beta[10]","beta[11]","beta[12]","beta[13]","beta[14]","beta[15]","beta[16]","iteration","cv_fold"
-0.0063595121,-0.081182682,0.014724538,-0.0083199957,0.13463913,-0.023062661,0.021260969,0.019844446,0.0016839379,0.017252882,-0.021981697,0.0094115054,0.044068368,0.15060314,-0.052649996,-0.0035621268,20,5
0.0047016044,-0.11621608,0.043194332,-0.015263991,-0.01306975,0.037307234,0.052236495,0.06064867,0.0067602457,0.015926211,-0.012112627,0.0060388043,0.083234157,0.10858409,0.11944399,-0.016683865,21,5
0.0038162706,-0.095980861,0.04557515,-0.016134126,0.0055840644,0.045028318,0.037579824,0.03917853,0.0048030408,-0.033786209,-0.0071015785,-0.0047861068,0.12111191,0.14700913,0.022991842,-0.018315923,22,5
0.0045753932,-0.10831387,0.041012096,-0.0051702504,0.014105524,0.04729176,0.05845237,0.094611838,0.0072762811,-0.0095478476,-0.0017737044,-0.0012915895,0.092021908,0.10259735,-0.033230821,-0.020003596,23,5
-0.0077107186,-0.078746556,0.0082051258,-0.028127019,0.10274274,-0.054418089,0.052338535,-0.0092796125,-0.0019173859,0.056160328,-0.02348095,0.010203123,0.05403799,0.19864867,0.070948071,-0.006742057,24,5
0.0024442946,-0.098830176,0.050657138,-0.027330379,0.10000501,0.094306583,0.016417578,0.1150281,0.0050255475,-0.040792338,-0.0093681442,-5.9101278e-05,0.11147942,0.16895188,0.0075541987,-0.00049838086,25,5
-0.0055621704,-0.092180875,0.029904037,0.0010931356,0.19736945,-0.084441418,0.0051854658,0.16501214,0.010518538,0.045197074,-0.020187835,0.0092321681,0.17379697,0.11420474,0.072503017,-0.00038853324,26,5
-0.0040307603,-0.092089897,0.030633744,0.00066663193,0.18424309,-0.084967034,0.0075319609,0.16339316,0.010386527,0.047653549,-0.023016709,0.010749958,0.17356011,0.10484557,0.078712695,-0.0021038681,27,5
-0.00014771438,-0.11054715,0.032381818,-0.048243332,0.05071629,0.034669659,-0.089193299,-0.010097591,0.0024430586,0.17606228,-0.010581745,0.0070971246,0.034056046,0.24722867,0.17804554,-0.00029506794,28,5
-0.0057470073,-0.14377818,0.05187569,-0.0028600583,0.28903938,-0.053014167,0.049433131,-0.10751409,0.0063649258,0.14122738,-0.015572069,0.0022884163,0.02732145,0.33357249,0.018383303,-0.022145481,29,5
-0.00024449874,-0.10512912,0.041004572,-0.020619027,0.12696242,-0.0034832267,-0.033597644,0.056505654,0.0028310045,0.098652033,-0.012238122,0.0061593673,0.077381945,0.24000541,-0.013697532,-0.0034540725,30,5
0.00038165499,-0.12282331,0.052886856,-0.023655506,0.12155029,-0.11397662,-0.02100903,0.10719021,0.0041785099,0.080747603,-0.0074530879,0.0097242312,0.08943283,0.25036794,0.030481995,0.00049743003,31,5
-0.0045279768,-0.14801438,0.037825351,0.0082106994,0.10714095,0.084434931,0.086362257,0.072065569,0.0055398861,-0.057527091,-0.019132067,0.012587802,0.10298703,0.27234419,0.12820201,-0.013989143,32,5
-0.0019942402,-0.1439431,0.038137172,-0.0026282638,0.13107141,0.10622539,0.11606703,0.11713162,0.0047256137,-0.034601312,-0.019573003,0.016809665,0.078883477,0.250467,0.10461506,-0.022995658,33,5
-0.0039056788,-0.10159631,0.052265803,-0.0091556811,0.14510267,0.066593366,-0.078912499,-0.048822924,0.0086520247,0.068331151,-0.027997783,0.0068054398,0.13696839,0.053221745,0.11892476,-0.0075577176,34,5
-0.0018560809,-0.13837121,0.038585937,0.020413776,0.13210863,-0.05037067,0.032677616,0.16580769,0.0089665968,0.056902992,-0.009024582,0.01581212,0.21321346,0.13386566,0.16127487,-0.0046229481,35,5
0.0085694118,-0.13644297,0.031875808,0.014065422,0.046890704,-0.035432651,0.13418896,0.054207903,-0.00043867009,0.078711119,-0.006533981,0.0014975827,0.10743531,0.15473438,0.015773987,0.0054609209,36,5
-0.0076723987,-0.15191034,0.051344232,-0.037743225,-0.017364409,-0.058656652,0.16311537,0.045598237,0.0058619072,0.19389979,-0.02555221,0.014036936,0.080567977,0.23678747,0.042462642,0.0042973048,37,5
-0.0040021975,-0.103594,0.016692834,-0.0063093479,0.16011853,0.034396345,-0.045540566,0.054309725,0.012739598,-0.044144465,-0.0041710763,-0.0018454925,0.088000288,0.20198767,0.078987988,-0.005887551,38,5
0.0036873882,-0.087672023,0.041781759,-0.0073453665,-0.0037851694,0.10078403,0.10865701,0.020718854,0.003878864,0.063252008,-0.025378038,0.014027394,0.11702606,0.20278008,-0.0099513012,-0.0018726615,39,5
-0.0084237432,-0.12683746,0.058971221,-0.0062593657,0.10204196,-0.02270788,-0.079538609,0.11060325,0.010535728,-0.077623547,-0.022001316,0.016033779,0.076661299,0.065286018,0.10928183,0.011850838,40,5
0.0053033229,-0.12739635,0.052516729,0.0032622804,0.0015833193,0.095301208,0.021803373,0.063066015,-0.0026231852,0.12712954,-0.03364985,0.017280542,0.087596217,0.27263052,0.12250892,-0.020427805,41,5
-0.0046725493,-0.15528765,0.064404189,0.018507267,0.032738898,0.077602689,0.017402279,0.15148448,0.0025934969,-0.028695724,-0.017861583,0.01129095,0.0075035186,0.19913373,0.094334166,-0.018203466,42,5
-0.0005652948,-0.12270512,0.027474315,-0.042229284,0.15150509,-0.075673877,0.039459008,0.018223648,0.0056853415,0.040727963,-0.019532411,0.0034283441,0.12127918,0.10562018,-0.0049785171,0.004193219,43,5
0.0005176512,-0.081191521,0.031688616,0.01117509,0.026095125,0.022801087,0.073796452,0.13686662,0.0044366119,0.017745177,-0.018300092,0.0032516575,0.055672466,0.1645818,0.10323581,-0.011598674,44,5
0.0019555823,-0.11141847,0.040180402,0.0026399879,0.044139561,-0.035623675,0.081334019,0.11263009,0.00083237002,0.081716462,-0.02070776,0.0077220293,0.087374731,0.12816935,0.14156566,-0.0048975407,45,5
-0.010723225,-0.13298771,0.040647276,-0.015690777,0.079298489,0.062593061,0.078373524,0.053203228,0.0092906879,0.059905088,-0.0080962154,0.0113632,0.076476796,0.14558432,-0.0081459721,-0.0048865206,46,5
0.0066212517,-0.077793852,0.025944386,-0.015878692,0.03759338,0.012909446,-0.019577687,0.067357201,0.0043631155,0.029553139,-0.033145751,0.0090560281,0.091047712,0.062722495,0.054065333,-0.00058496388,47,5
-0.0039550528,-0.061968358,0.032444905,-0.024939592,0.042821831,-0.034573973,0.079617043,0.087561458,-0.0013123699,0.0051707857,-0.010652853,0.012069257,0.11397048,0.13425512,0.036090868,-0.015866995,48,5
-0.00060222174,-0.10720622,0.014756143,-0.015346267,0.055962616,0.064159286,-0.062910816,-0.00099272865,0.01011515,0.031362335,-0.012635528,0.0025171582,-0.0032051164,0.07928777,0.044471456,-0.00022561938,49,5
-0.003067482,-0.10092401,0.039832987,-0.0024616572,0.036759778,-0.023007801,0.12543325,0.12529671,-0.0023144998,0.037439926,-0.015951481,0.0086714303,0.12686442,0.1593423,0.021669476,-0.012256133,50,5
-0.0012787982,-0.12186513,0.036349476,-0.022019603,0.082343624,-0.0091951272,0.065941494,0.15797406,0.006575119,0.032147587,-0.0021506662,0.0035589729,0.12916121,0.11499326,0.03881932,-0.0056816701,51,5
-0.0039199267,-0.10818205,0.018519509,0.015184217,0.11018891,0.097851961,0.0050865653,0.051774866,0.0014861727,0.092138382,-0.021466128,0.0096639556,-0.012257371,0.4003443,0.047044747,-0.014960547,52,5
-0.0061681827,-0.082757194,0.023275034,0.012097055,0.06706956,0.031304672,-0.016127932,0.034583505,0.0062731818,0.12541849,-0.02329458,0.01142509,0.00054079284,0.33500824,0.030313265,-0.0079907521,53,5
-0.0086257441,-0.13527997,0.045719847,-0.051799554,0.41101608,-0.21236587,0.13119432,0.47252759,0.0044230511,-0.27870415,-0.0060919644,-0.006008645,-0.10464236,0.47038396,-0.14572486,-0.019842218,54,5
0.00079956827,-0.093936217,0.035234576,-0.012552274,0.10946674,-0.11287586,0.32617921,0.25574648,0.0042750549,-0.075805198,-0.019164094,0.012336034,-0.001113933,0.29857738,-0.22513482,-0.0051523274,55,5
-0.0044489984,-0.11495576,0.032604691,-0.026299353,0.10793029,0.019342457,0.074960152,-0.043191246,0.004909433,0.20780376,-0.011844943,0.00011210397,0.024808811,0.30986012,0.00062221191,-0.013753784,56,5
-0.0062006587,-0.10437681,0.044999577,-0.028357312,0.081734879,0.059762919,0.10613727,-0.056897851,0.0090852192,0.30281792,-0.021716822,0.0032351864,0.048689231,0.29803345,0.018689274,0.0035533868,57,5
0.0041585497,-0.15543285,0.037012678,-0.041420475,0.078233273,-0.11707871,0.26086554,0.017421332,-0.00075849404,0.15660479,-0.022261831,0.017722682,0.019001258,0.29925971,-0.17648265,-0.012344386,58,5
-0.0074581419,-0.094334239,0.050421793,0.004100801,0.068347058,-0.00627395,0.16603919,0.034375755,0.0092614767,-0.05498091,-0.035186647,0.012442713,0.11306681,0.16162924,-0.063946029,0.0044748306,59,5
0.0017329813,-0.12455432,0.039317857,-0.0096720518,0.030305303,0.071985202,0.18508975,0.086123837,0.0098851652,-0.0036178107,-0.027130092,0.016379339,0.12782114,0.19198709,-0.0032253849,-0.0068627687,60,5
-0.0063257618,-0.094371081,0.041715341,-0.019685735,0.045971324,0.10384963,0.038058763,-0.014017132,0.0062101547,0.026048512,-0.0045650451,-0.00080641424,0.14983946,0.10285391,0.037193428,0.0076332779,61,5
0.0013057046,-0.12907625,0.062710119,0.019390806,0.059607366,-0.073054441,0.01249029,0.095213793,0.011154299,0.036615718,-0.018588153,0.010327583,0.0021836876,0.13195789,0.0023838679,0.00018277767,62,5
-0.0065280421,-0.10812011,0.017220659,-0.03482217,-0.0093620863,0.13018508,0.038085262,-0.069385752,-0.001835412,-0.025816811,-0.0076964575,0.0049053839,0.16380707,0.11383378,0.049962213,-0.016476433,63,5
-0.004686898,-0.10519132,0.040802279,-0.034035353,0.037057745,0.057485251,0.090833818,0.051823145,0.0043828517,0.10296005,-0.0061431245,0.015115219,0.089441228,0.17262658,0.090842454,-0.0033798613,64,5
0.0002903863,-0.099926464,0.015192111,-0.044166262,0.12403337,-0.058546343,-0.11476853,0.024264772,0.0037995463,0.037415301,-0.022854798,-0.0045934042,0.17568617,0.1137582,-0.047805248,-0.0013694188,65,5
-0.0038915798,-0.12901346,0.060730956,0.0051537939,0.016407815,-0.030130642,0.12198985,0.060089904,0.0032885431,-0.007582513,-0.021701481,0.0058365027,-0.025448405,0.25521494,0.045180158,-0.0091122142,66,5
-0.0011696141,-0.14756869,0.0600609,-0.0053522324,0.052382778,-0.0031686313,0.094011225,0.092119511,0.0026338679,0.08433873,-0.019952009,0.010881722,0.062939813,0.18920746,0.068580664,-0.015827692,67,5
-0.003398449,-0.11512602,0.032953562,0.0052023157,0.071849013,-0.0947731,0.089546621,0.12666115,0.0186282,0.010876531,-0.017613444,0.0034505372,0.058446874,0.24136462,-0.0061581597,-0.018301934,68,5
-0.0030781824,-0.10591342,0.045623157,-0.01303569,0.090102589,0.0063321986,0.04351871,0.033717649,-0.0058057939,0.023180457,-0.019982083,0.014147607,0.12977449,0.1339537,0.047189721,0.031975294,69,5
0.0072479194,-0.057482478,0.040991574,-0.02341541,0.10577471,-0.0093095204,0.0040633806,0.18144938,0.013756769,-0.024771344,-0.017368805,-0.0036108706,0.16719195,0.16465848,0.064667663,0.027662377,70,5
-0.0096287485,-0.12544885,0.015252875,-0.0061244831,0.16057597,0.07434789,0.1351315,0.010822252,-0.0028916801,0.074141094,-0.0098506993,0.017878898,0.042144707,0.16813773,-0.051258361,-0.027544066,71,5
0.004001889,-0.10276267,0.048919333,-0.0070089775,0.16629486,0.094160869,-0.019546409,0.037860626,0.016770817,-0.0018211118,-0.018408569,-0.0084289098,0.014789139,0.35415483,0.070994141,0.0081316763,72,5
0.00081060273,-0.13950198,0.030545346,-0.032365662,0.097921489,-0.080559118,0.050854629,0.093250368,-0.0024910469,0.14460518,-0.021139234,0.016628784,0.20751024,0.13800412,0.052329471,-0.022965617,73,5
0.00013646656,-0.13071934,0.028622621,-0.0100761,0.15902525,-0.0029782792,0.049284102,0.031039648,-0.0034694264,0.080235095,-0.025796632,0.01817004,0.19278496,0.12538287,-0.082637445,-0.010811822,74,5
-0.0018829372,-0.12540305,0.043079545,-0.016107439,0.024378138,0.031926021,0.13109162,0.1962142,0.013177639,0.061626346,-0.0075340922,-0.0023122517,-0.00058513549,0.24101802,0.15782062,-0.0085208644,75,5
-0.0036330557,-0.080308341,0.014817748,-0.04502056,0.084205743,0.090565022,0.029232889,0.051071133,-0.0082184908,-0.13492325,-0.00099405106,0.00050952673,0.093513415,0.34880947,0.012201628,-0.0058779364,76,5
-0.0012695435,-0.14581129,0.039803679,0.011640745,0.070737565,-0.075865011,0.12250318,0.1746207,0.016350433,-0.046783894,-0.037408618,0.012230048,0.074892532,0.1437349,0.0019202368,-0.0052225671,77,5
-0.0068862277,-0.11084366,0.04865531,-0.048158786,0.13655031,-0.056355667,-0.087247516,0.13293705,-0.0036123739,0.056603142,-0.006878086,-0.0094159623,0.0090989215,0.30295174,0.06067633,-0.0077614021,78,5
-0.0054910586,-0.10898248,0.020661178,0.019444111,-0.0041545629,0.10967436,0.13895522,0.0010447977,0.014347703,0.063648709,-0.040862835,0.0078004083,0.19393824,0.086716886,0.04742687,0.005401402,79,5
-0.0042804133,-0.12770931,0.030164553,-0.0050197658,0.017583012,-0.065205945,-0.054164603,0.022963323,0.0079783372,0.16340158,-0.012681304,0.0047715842,0.12852778,0.11883349,0.10522121,0.024309161,80,5
0.00066431962,-0.11225296,0.037601328,-0.018955505,0.10131902,0.13911606,0.11326622,0.05918248,0.0023958563,-0.056480455,-0.019075717,0.0076379027,0.030829493,0.22486591,-0.039929819,-0.029523528,81,5
-0.0054019386,-0.11013069,0.019650223,-0.014290705,0.047906971,0.07139442,0.13513158,0.044071255,0.0093446022,-0.00010388533,-0.016159936,0.015105184,0.19669944,0.16949807,0.024692569,-0.0058821144,82,5
-0.00052841911,-0.10607573,0.045265562,-0.017403821,0.049101704,-0.066102883,-0.034791756,0.026957485,0.009445941,0.04480011,-0.001256386,0.00849895,0.04479048,0.28077423,0.10734078,0.0012280209,83,5
-0.005056133,-0.12492039,0.051564396,0.0031804997,0.14032853,-0.041492864,-0.012358579,0.099263342,0.016675341,-0.028287355,-0.0054837958,0.0083940086,-0.010398422,0.31038636,0.13164803,0.0003300537,84,5
0.00016660893,-0.13834953,0.053955508,0.0033293174,0.18149276,-0.0046648295,0.10121975,0.081018807,0.015845537,0.027130692,-0.015877072,0.012257731,-0.017241345,0.33916625,0.069015899,0.005020621,85,5
-0.0061306286,-0.12656381,0.029197844,-0.041682075,0.14157196,-0.063791145,-0.29745231,0.43191564,-0.0068767037,-0.093088938,-0.013748512,0.0052794073,0.10940378,0.19659912,0.25029036,-0.017658501,86,5
-0.0064398206,-0.12716221,0.029587847,-0.041041545,0.14598299,-0.067416887,-0.29687732,0.4282379,-0.0069708538,-0.084937587,-0.013690129,0.0056505652,0.11205761,0.19786035,0.25184547,-0.017322156,87,5
-0.0044968326,-0.095426763,0.025198188,-0.043338673,0.052985803,-0.10120724,-0.15796047,0.40913425,0.0021726376,-0.23349187,3.2247041e-05,0.0017216686,-0.068685327,0.39576506,0.17318571,-0.0042498599,88,5
0.0021681877,-0.088278947,0.031908679,-0.017038376,0.028953571,-0.060882402,-0.13025542,0.4242052,0.0096904319,-0.087769239,0.00040280784,-0.0035162759,0.0089239545,0.3095621,0.16653282,-0.0067258868,89,5
-0.0053570642,-0.11009124,0.035412975,-0.047040665,0.11644721,0.13854683,0.020827588,0.13639389,-0.0040987878,-0.25421499,-0.024253539,0.011545018,0.026162414,0.26903976,0.067583154,0.0079135752,90,5
-0.0044208673,-0.10549425,0.0071847169,-0.028897415,0.1175623,0.19187574,0.010036091,0.09996486,0.0040870948,-0.15143026,-0.016363417,0.014599471,0.11035206,0.30160493,0.0036719894,-0.0061204595,91,5
0.0016312297,-0.087720335,0.055598438,-0.018993406,-0.018124186,0.087515131,0.094930944,0.062411823,0.0058847589,0.11023902,-0.02134713,0.0056133375,0.049486777,0.27673324,0.08956939,0.005741984,92,5
-0.006035517,-0.11521739,0.0097201832,-0.013939612,0.19075783,0.011940385,0.018374148,0.14872662,0.0049667653,0.040343028,-0.010366687,0.0077766983,0.17878636,0.15247285,0.0019113506,-0.010705512,93,5
0.0016115241,-0.1104968,0.051758422,-0.015373482,0.085965195,0.021166558,0.11406677,0.20791264,0.0056479109,0.10473617,-0.018699254,0.015723013,0.011692605,0.2705436,0.10167168,-0.0050078407,94,5
-0.0087993236,-0.15482027,0.035495929,-0.0027790906,0.042997324,-0.14232457,0.10564667,-0.039720336,0.0055421174,0.086713705,-0.017393551,0.0068658268,0.12305195,0.18530861,-0.007443826,-0.022740951,95,5
-0.009530686,-0.14123124,0.025709352,-0.024295368,-0.028039835,0.076991869,0.049792665,0.031819261,0.0087605242,0.18586619,-0.022752986,0.011527139,0.15289716,0.21555042,-0.017897959,-0.014446709,96,5
-0.0088867477,-0.076014896,0.042782434,-0.011755407,0.1887632,-0.074689106,0.22916866,0.17137635,0.0063939802,-0.023639559,-0.0044739702,0.004686602,-0.04739425,0.31548247,-0.049003847,-0.0038086463,97,5
0.0025976898,-0.14230349,0.032290699,-0.027700305,0.062066334,0.0064387866,-0.12588896,-0.026130274,0.0014186727,0.070257388,-0.024427166,0.012888529,0.18116783,0.041714771,0.25569992,-0.0072876068,98,5
-0.0038831309,-0.12853195,0.05217013,0.006269191,0.10576005,-0.020552235,-0.18992337,-0.073691257,0.010042922,0.17945808,-0.016818685,0.0088118634,0.25760864,0.080697533,0.26007517,-0.0078027986,99,5
-0.0036185896,-0.11635584,0.052142765,0.029334838,0.20807985,-0.052153271,-0.018881433,-0.037887743,0.0099616804,0.15791974,-0.01129968,0.013899817,0.20487781,0.080868719,0.21604966,0.0093545254,100,5
-0.0022423539,-0.12468334,0.029035068,-0.039208874,0.090543308,-0.053630284,-0.1083405,0.18956991,0.00089557408,0.041890222,-0.02263385,0.015144846,-0.00052745447,0.22145922,0.11882824,-0.013135161,101,5
-0.0023273952,-0.095944031,0.044224873,-0.041979053,0.15169551,0.049311026,0.030810747,0.033231632,0.010790238,-0.020472712,-0.0078284478,0.0046891119,0.077264918,0.34439885,0.25785886,-0.0090530689,102,5
-0.001885536,-0.096145759,0.019871113,-0.015411064,0.072230757,-0.018860587,-0.1700182,-0.062130708,0.004727421,0.28854846,-0.017677187,0.0057529492,0.052203105,0.21128476,0.14759614,-0.0081172338,103,5
-0.0035857889,-0.098197957,0.015297681,-0.013398633,0.085393733,-0.016494413,-0.17515452,-0.10186332,0.0050224437,0.25971908,-0.016226376,0.0066880561,0.06909218,0.2202541,0.10973453,-0.0039620712,104,5
-0.003130932,-0.1237704,0.047103589,-0.0071821814,0.051400042,0.10067563,0.11018279,0.20289461,0.0046472804,-0.19431838,-0.0075386945,0.0074390419,0.031245045,0.18948772,0.1414341,-0.011394122,105,5
-0.013288573,-0.11258647,0.0546833,-0.011897481,0.18387749,-0.059521358,0.17498644,0.095611496,0.0029092659,-0.034069651,-0.023501581,0.0058307585,0.09375679,0.241136,-0.0035839031,-0.022065262,106,5
0.0045283941,-0.096146174,0.02093385,-0.0061737723,0.015398266,-0.0021146696,0.10905981,0.19471828,0.00599793,0.04770173,-0.015645931,0.012036062,0.0093069866,0.15032361,0.014098634,-0.0018423291,107,5
0.00054214064,-0.090329935,0.031468719,0.0057124774,0.11127714,-0.075809882,0.11071952,0.17762803,0.0081181677,0.0094218699,-0.02618955,0.0099521843,0.024377232,0.21998129,0.026131438,0.0025661463,108,5
-0.0073792387,-0.13309301,0.031336327,-0.014666212,-0.048142745,0.14073606,-0.014905847,-0.022673636,0.0009339033,-0.0016961478,0.0028799796,-0.0011039371,0.10125219,0.013961312,0.041782244,-0.016985771,109,5
-0.0019519852,-0.12808949,0.047395262,0.016011288,0.12650519,-0.084214233,0.057927414,0.077102103,-0.0026336387,0.050080773,-0.016920456,0.0090573948,0.11631923,0.14937377,0.030862289,-0.0013593911,110,5
-0.0051224913,-0.096220739,0.03222327,-0.040077097,0.016744355,0.067482612,-0.014733678,0.049170335,0.00054123517,0.0039212537,-0.014041563,0.012821301,0.10086257,0.27829025,0.073156204,-0.012722515,111,5
-0.0054051154,-0.088008678,0.032554219,-0.045924266,0.029406402,0.11716302,-0.01763985,0.074648268,0.0071580213,0.04566672,-0.01930782,0.010308867,0.044936253,0.29033805,0.069879367,-0.015228769,112,5
-0.00048289647,-0.14083791,0.018910798,-0.04456289,0.061147536,-0.064523701,0.036447575,0.01012642,-0.0016255485,0.00036010916,-0.023756947,0.012221816,0.17152945,0.078414077,0.067980166,0.002205,113,5
-0.0028474343,-0.052317983,0.041502754,-0.023973282,-0.062636606,0.11726296,0.075404149,0.10270437,0.0099335209,0.025189074,-0.0062113155,0.00045566887,0.064380543,0.18179551,-0.080334936,0.0054948248,114,5
0.00045735755,-0.11357313,0.0021434028,-0.013898016,0.20338984,-0.17554403,0.11791271,0.30356324,-0.0011254404,-0.11575952,-0.0060031498,0.0040523394,0.022594912,0.38346594,0.12655564,-0.0081965912,115,5
-0.0084671402,-0.1245179,0.046442121,0.009328919,0.14293103,-0.26337849,0.027279212,0.33553255,0.0042959244,-0.0066172233,-0.019918604,0.0069696339,-0.061348087,0.21684259,-0.069518312,-0.013141283,116,5
0.0069063899,-0.19248563,0.06105081,-0.043223507,0.043701415,-0.10789983,0.21723446,0.33924421,-0.0086768733,-0.055617068,-0.011693187,0.0078846266,0.0240703,0.35188324,-0.058947416,-0.020192823,117,5
-0.0074723718,-0.1308163,0.057083455,-0.024444387,0.030257725,-0.27104092,0.22054307,0.16104885,-0.0019603996,0.13906691,-0.02097886,0.0050485428,-0.054876032,0.31536469,-0.13299034,-0.002008006,118,5
-0.00027625275,-0.12294873,0.01999103,-0.034978113,0.051702819,-0.27450752,0.26971687,0.35130553,0.014074784,0.23283635,-0.019101365,0.010145733,-0.079513141,0.48423371,-0.20297267,-0.0071379236,119,5
0.0038518808,-0.12537735,0.0087333943,-0.028433156,0.096283686,-0.31231111,0.34330222,0.27074016,0.015510964,0.16712774,-0.026957896,0.015353996,-0.084191925,0.35021477,-0.22189838,0.0066491,120,5
-0.0046984485,-0.08584591,0.05379204,-0.015821697,0.17009462,0.080775265,0.08089371,-0.10275501,-0.0048317763,0.089428402,0.00076786265,-0.0024546507,0.20517053,0.11511685,0.023973494,-0.017005195,121,5
-0.0024206835,-0.13400303,0.016228204,-0.028773523,0.090530332,-0.10547246,-0.0001388043,0.31443799,0.012855673,-0.027621497,-0.027429033,0.0014464,0.033224853,0.22381703,0.078494173,0.013936258,122,5
-0.0036302005,-0.12572493,0.016592435,-0.038267839,0.079091228,-0.022233938,0.062129537,0.24438797,0.0042705538,-0.034238189,-0.031430019,0.0012240336,0.057887743,0.27429111,0.058361052,0.010881675,123,5
-0.0040729273,-0.13469835,0.063432445,-0.001576558,0.069775496,0.049523933,0.19693398,0.12741695,0.0059639056,-0.10119679,-0.0089858964,0.010307494,-0.019931536,0.35051208,-0.095229796,-0.029585631,124,5
-0.0016384975,-0.14345218,0.074768556,-0.00056993552,0.16325727,-0.035253433,0.23793128,0.22602997,0.01085969,-0.08163556,-0.010921799,-0.00053197391,-0.026485979,0.27501021,-0.16425923,-0.015789941,125,5
