"cv_fold","feature","beta_name","posterior_mean","posterior_sd","posterior_median","ci_2.5","ci_97.5","prob_positive","prob_negative","includes_zero","prior_mean","rhat","ess_bulk","ess_tail"
2,"rainfall_3_months_anomaly_cubic_intp","beta[1]",-0.00681031860355157,0.00492325866121386,-0.00677244925,-0.01638657375,0.0026872083375,0.084,0.916,TRUE,0,1.00108009284607,8043.7947401176,3170.14630519609
2,"ndvi_value_cubic_intp","beta[2]",-0.120555038079,0.0289100468758782,-0.120694445,-0.17677898075,-0.06417705125,0,1,FALSE,0,1.00010404221533,4359.34898845851,2985.09247275176
2,"ndvi_anomaly_cubic_intp","beta[3]",0.03877016900585,0.0153657114051197,0.038861683,0.0096626168,0.06883138635,0.99325,0.00675,FALSE,0,1.00105536675353,5059.11220466435,2574.05508424966
2,"log_currency_exchange","beta[4]",-0.0173419759489795,0.0204047877359032,-0.0171947145,-0.058972007225,0.023445182325,0.1865,0.8135,TRUE,0,1.00210942837257,5076.15357439941,2770.23346359965
2,"log_Area","beta[5]",0.0923578528865139,0.0606788518977982,0.091253498,-0.0241212953,0.2120848145,0.943,0.057,TRUE,0,0.999831499296895,4276.02529994298,3125.27325259452
2,"MPI_intensity","beta[6]",0.0153876166952792,0.0765795509076276,0.01716317,-0.1509677315,0.16092631475,0.5985,0.4015,TRUE,0,1.00121274670427,3430.65003769749,2283.96849447052
2,"Muslim","beta[7]",0.0336349489138084,0.0814457578343191,0.032017448,-0.123559084,0.20021678625,0.67275,0.32725,TRUE,0,1.00117128649663,3272.71649242503,2613.09733061199
2,"log_food_inflation_MPI","beta[8]",0.0735594468670747,0.079371283662326,0.070157791,-0.0763907503,0.23408017725,0.843,0.157,TRUE,0,1.00035321378292,2916.18191436711,2198.59394261939
2,"log_fatalities_explosions","beta[9]",0.000552513200673124,0.00554312937046203,0.0005770279,-0.010174359325,0.011383772975,0.54425,0.45575,TRUE,0,1.00283198957719,8098.13366606546,2768.70864202309
2,"MPI","beta[10]",0.0405055258790474,0.0776842211570088,0.039814356,-0.1131606665,0.20031032125,0.71625,0.28375,TRUE,0,1.00078008165688,3564.42021116809,2581.89032728649
2,"n_conflicts_Battles_rolsum_90days","beta[11]",-0.019035096829052,0.00858148641372675,-0.019044331,-0.03590821185,-0.00196412836249999,0.016,0.984,FALSE,0,1.00067958347401,4698.2274130563,2451.54200802081
2,"log_fatalities_battles","beta[12]",0.0124903022123242,0.007103712153524,0.0123808165,-0.00197178957,0.0259364744,0.95725,0.04275,TRUE,0,1.00183022613058,5044.13148444371,2865.51969900505
2,"headline_inflation_cubic_intp","beta[13]",0.068156178703114,0.0554907225002376,0.070142266,-0.048008452775,0.1732321415,0.89075,0.10925,TRUE,0,1.00108211265643,3008.14475409557,2535.03390534258
2,"day_num","beta[14]",0.194378562783624,0.0740927660456362,0.190199635,0.0622298043,0.349266696,0.99875,0.00125,FALSE,0,1.00046491616469,2326.02259634751,2742.16340376912
2,"Muslim","beta[15]",0.0350848787225831,0.0819375070213934,0.034304372,-0.1263426715,0.19990046175,0.67725,0.32275,TRUE,0,1.00114233187072,3491.98452050418,2457.88449736263
2,"Ramadan_past90days_Muslimpop","beta[16]",-0.0227209439422185,0.012072758261634,-0.022529374,-0.04706120195,0.00108045331,0.03075,0.96925,TRUE,0,1.00028460924205,5052.25527829014,2726.49221056674
