"beta[1]","beta[2]","beta[3]","beta[4]","beta[5]","beta[6]","beta[7]","beta[8]","beta[9]","beta[10]","beta[11]","beta[12]","beta[13]","beta[14]","beta[15]","beta[16]","iteration","cv_fold"
0.00090681555,-0.11443887,0.015535533,0.0029846883,0.045478935,0.045670727,0.012927844,0.051926892,0.0021062866,0.0014782232,-0.0084847811,0.007333701,0.11800054,0.10240961,0.012897957,-0.0026274342,1,3
-0.0077653598,-0.11899932,0.028296714,-0.011006819,0.10376123,0.027300091,0.033514397,0.075414703,0.0020634675,0.050875392,-0.015711305,0.013324605,0.087275653,0.064801348,0.081446708,-0.010295915,2,3
-0.0019738925,-0.11481161,0.032767069,-0.0056223806,0.13338165,-0.035031363,-0.024024542,0.075984211,-0.0067499319,0.04115635,-0.011788142,0.020042898,0.078383993,0.080787307,0.089813517,-0.010865628,3,3
-0.0030762184,-0.08038936,0.043089086,-0.036706562,0.040334723,0.0097426111,0.0042667041,-0.016870039,0.0041000935,0.080080896,0.0059312126,0.0079992948,0.054354021,0.13631251,-0.011920073,-0.0055729349,4,3
0.004818639,-0.1071211,0.043642049,-0.036478097,0.095669708,0.02825432,0.06629088,0.11459174,0.0045101367,-0.091433901,-0.0051936192,0.0021095286,0.11788551,0.18133305,0.060422029,-0.018909411,5,3
0.00081665052,-0.083346714,0.030594058,-0.00071211195,0.11196611,0.053153437,-0.047783364,-0.0047493594,0.0056859177,0.063582447,-0.00571608,0.00088232697,0.096956151,0.15545049,0.14555249,-0.024655034,6,3
-0.0020995183,-0.12012226,0.03631846,-0.034775626,0.21305618,-0.028719353,-0.086322187,-0.056086023,0.0055219699,0.054181737,-0.012169355,0.0058160117,0.078503225,0.27750573,0.22817401,-0.013229238,7,3
0.0034581023,-0.093198719,0.027550152,-0.042524525,0.063255342,0.10075473,-0.021776205,0.037090618,0.009462232,0.063046279,-0.0020249859,0.010845027,0.063686703,0.24047233,0.065644189,-0.0154766,8,3
-0.0050763989,-0.1092682,0.024462623,-0.047552592,0.035178094,0.010161907,-0.0089180987,0.10315528,-0.0043078399,-0.052795898,-0.010400207,0.014751639,0.085356946,0.24411334,0.10015157,-0.0087412728,9,3
0.0046002551,-0.070998501,0.044691896,-0.02704052,0.17254098,-0.0011933478,0.13386531,0.16158208,0.011047284,-0.096316644,0.0002479616,0.00095038569,-0.043566622,0.330079,0.010295343,-0.01589368,10,3
-0.0022357118,-0.12509298,0.042269219,0.0037640439,0.11366991,0.02515318,-0.037725718,0.053458247,-0.00074350551,0.0086891402,-0.0162528,0.017536292,0.086731577,0.16742717,0.074817575,-0.0070204648,11,3
0.0088892085,-0.11368043,0.036808723,-0.05575185,0.11618332,-0.010982902,0.029546677,-0.0010136983,0.012249606,0.020908598,-0.0064238549,0.0038693122,0.017163702,0.27907944,0.065109601,-0.02020059,12,3
-0.0094052109,-0.13674975,0.056653443,-0.027216166,0.18927435,0.10205689,-0.0071449794,0.074214382,-0.0038111987,-0.0425192,-0.0093045322,0.014772372,0.070950391,0.22777123,0.014513855,-0.017453187,13,3
0.0022807388,-0.11885081,0.061824223,-0.049005626,0.10781804,0.0010434885,0.087227773,0.03729944,0.010138926,-0.025583495,-0.0095696614,0.0054634034,0.10913627,0.25352572,0.023148513,-0.0052014171,14,3
0.00093748495,-0.084062604,0.017276869,-0.0061871031,0.020599188,0.011083798,0.031326012,0.027659732,-0.00094374937,0.011728512,-0.010855518,0.0084274722,0.031072932,0.031783779,0.085398495,-0.015461313,15,3
0.0025243895,-0.087925832,0.062487849,-0.015916755,0.048536291,0.054860167,0.031677384,0.034068026,0.010527315,0.043726252,0.002674847,0.0060051435,0.10162294,0.13488721,-0.011492636,-0.0010862338,16,3
0.0034172783,-0.070721576,0.043552599,-0.019203971,0.027324994,0.040554904,0.10670622,0.03322214,0.0087008896,0.045265275,-0.011379205,-0.00048101216,0.090359331,0.18865363,0.14807371,0.012036077,17,3
-0.00021617297,-0.097735795,0.032654481,-0.03879291,0.12359222,0.013225315,0.040362493,0.020013899,-0.00026800829,0.056022531,-0.007506493,0.021658677,0.15373026,0.082808762,-0.12110185,-0.014276495,18,3
0.0029627667,-0.1030484,0.061653246,-0.0041375073,0.11151377,0.097157047,-0.053649597,-0.03939204,0.010970956,-0.024115898,-0.017947356,0.0050777603,0.097322864,0.1673511,0.10942736,-0.022503091,19,3
-0.00079915925,-0.14548575,0.078280866,-0.038603652,0.076077518,0.11622349,0.010784254,0.019527396,-0.0031322523,-0.070995613,-0.0084161715,0.0031202201,0.052334359,0.18043531,0.076553714,-0.01385199,20,3
-0.0014167672,-0.13256599,0.046613285,-0.015474708,0.07426416,0.1333944,-0.0027762039,-0.017856632,0.0032974016,-0.091994696,-0.013975064,0.0028273398,0.066492556,0.13510835,0.036213281,-0.013750803,21,3
0.0037176771,-0.076969089,0.042571403,-0.023831324,0.034062121,-0.16260071,0.089128,0.066026329,0.0065750046,0.11549206,-0.0044823103,0.021194297,0.12794733,0.15681144,0.011034178,-0.012540314,22,3
-0.0011499012,-0.091706464,0.047400954,-0.03776435,0.088797684,0.17301554,0.04539599,0.090097875,0.0026911085,-0.025768463,-0.016819172,0.0016992456,-0.0010663214,0.20752886,0.067988861,-0.0021917184,23,3
-0.001529015,-0.08755533,0.040352447,-0.055641866,0.081840835,0.17167017,0.12686072,0.047679336,0.014443818,-0.15555824,-0.022005351,0.0081146077,0.092163593,0.19735784,0.032397024,-0.0030819527,24,3
0.001683288,-0.12131321,0.044916379,-0.021310916,0.11272242,0.036061791,-0.0022772538,0.14930881,-0.0080490356,0.02713703,0.0030458866,0.014252135,0.05298144,0.2536754,-0.031139963,-0.0050105433,25,3
0.0017585991,-0.032483813,0.027386184,-0.018947536,0.098242358,0.042297553,0.14399423,0.032552023,0.014726514,0.0027800241,0.0013861819,-0.0074998296,0.0486478,0.097942163,0.078086859,-0.010126583,26,3
0.0037842276,-0.094756113,0.040472376,-0.0012430156,-0.016046636,0.025417644,0.0016805268,0.058584434,-0.0050347449,0.11645996,-0.0095207979,0.024057332,0.071693078,0.17827408,0.0080922621,-0.0034222421,27,3
0.00069533942,-0.16938386,0.071111266,-0.053553347,0.11687414,0.10686186,0.058094774,0.049816148,0.015694978,0.043026363,-0.022304797,0.0064001042,0.09862155,0.15062032,0.17105776,-0.027251402,28,3
-0.0021856176,-0.17622396,0.07288608,-0.05069417,0.12025428,0.14220444,0.057619654,0.027552848,0.016948007,0.036049232,-0.020582399,0.010087931,0.10874084,0.1411685,0.13671835,-0.026122451,29,3
0.0030995076,-0.072416269,0.03592736,0.0024742793,0.0036924514,-0.081335471,0.0052868977,0.054924411,-0.0071319283,0.02259562,0.0012191581,0.010945672,0.028802431,0.1445465,-0.056695552,-0.0073249363,30,3
-0.00096834165,-0.13946068,0.057922381,-0.013626481,0.046661652,0.1741362,0.11537714,0.10020297,0.012380738,0.014176797,-0.010614219,0.0047879934,0.021798238,0.23892758,0.1312243,-0.028708786,31,3
0.00078183774,-0.095203358,0.025519003,-0.034556809,0.044131659,0.015955284,0.024614937,0.020665575,-0.0016758557,-0.0072841798,-0.0050507163,0.014762459,0.061911952,0.22226042,-0.1559067,-0.002421618,32,3
0.00046189079,-0.092771887,0.056713958,-0.037044345,0.055692682,-0.055974327,-0.0087612853,0.01324412,0.010894176,-0.0021415206,-0.012191953,0.011446033,0.097992497,0.14869475,0.25354055,-0.023737953,33,3
0.001012913,-0.11882989,0.040608522,-0.022179032,0.098364488,-0.10352115,-0.07660052,0.17467898,-0.0015383593,0.14481529,-0.0048246584,0.0080119671,0.13723406,0.1861091,0.12500485,-0.007822241,34,3
0.0014254212,-0.10663431,0.056652624,-0.027970444,0.033846206,-0.031669719,0.070170967,0.19454342,0.008307465,-0.14675505,-0.0059446984,0.0092408327,0.072152386,0.1275581,0.15189898,-0.018589282,35,3
