"","x"
"lp__",2678.359473875
"alpha0",0.141514002084
"alpha1",1.968161430625
"alpha21",0.32123069143125
"alpha22",0.33909867945025
"rho2",20.27363472974
"sigma1",0.21288527516175
"sigma",0.01113495519005
