"","x"
"lp__",2700.141313175
"alpha0",0.1282906683475
"alpha1",1.9969578237
"alpha21",0.33750829084815
"alpha22",0.365476663609
"rho2",20.3666299320025
"sigma1",0.1759083363585
"sigma",0.010208697506925
