"","x"
"lp__",2676.0035575
"alpha0",0.1448451789425
"alpha1",2.050248042725
"alpha21",0.29864982092725
"alpha22",0.31848310346125
"rho2",21.26122034005
"sigma1",0.2086729637835
"sigma",0.008829388075475
