"","x"
"lp__",2839.36388765
"alpha0",0.136305402168
"alpha1",2.0273807043
"alpha21",0.3345504178605
"alpha22",0.33501121224625
"rho2",21.4587567946925
"sigma1",0.21364670243225
"sigma",0.010270808494375
