"","x"
"lp__",2842.2213552
"alpha0",0.1415074155995
"alpha1",1.98926756465
"alpha21",0.31065079644675
"alpha22",0.320598819748
"rho2",21.035381024125
"sigma1",0.18881911743625
"sigma",0.00874652184285
