"cv_fold","rMSE","MAE","converged","max_rhat"
0,0.073762989875616,0.0648174228692047,TRUE,1.00405976163152
1,0.038885353524411,0.0302225451237109,TRUE,1.00711514403875
2,0.0511945921575994,0.0424592618917828,TRUE,1.00375179829714
3,0.0823216071554034,0.069936699226525,TRUE,1.00447680368041
4,0.0621513130572019,0.0473334940675465,TRUE,1.00403209807121
5,0.0455518058013139,0.0396072318136615,TRUE,1.00258330536921
