"feature","beta_name","avg_posterior_mean","avg_posterior_sd","avg_prob_positive","times_includes_zero","avg_rhat","min_ess_bulk"
"MPI_intensity","beta[1]",0.117612252403336,0.0669737681717964,0.955625,4,1.00206122861505,1366.93108756467
"Muslim","beta[7]",0.030777290138521,0.057414514012617,0.71775,6,1.00188087385776,2138.28523166195
"Ramadan_past90days_Muslimpop","beta[6]",-0.046576648997919,0.0173677396523565,0.00979166666666667,1,1.00065647305859,1520.2897555451
"Waterways","beta[5]",-0.025247662523015,0.0395367661161734,0.268166666666667,6,1.00133808361785,2838.85382816578
"currency_exchange_log","beta[2]",-0.0334360989982134,0.0173151168719881,0.0277083333333333,2,1.00188741498242,1785.9709168781
"food_inflation_cubic_intp","beta[4]",-0.0219711113420854,0.0370576034522373,0.277625,6,1.00033927113041,2839.47740929517
"ndvi_value_cubic_intp","beta[3]",-0.0333351070833082,0.0329038694021428,0.200041666666667,5,1.0007772592716,1885.66932868184
