,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_learning_rate,param_max_depth,param_n_estimators,param_subsample,params,split0_test_neg_mean_absolute_error,split1_test_neg_mean_absolute_error,split2_test_neg_mean_absolute_error,split3_test_neg_mean_absolute_error,split4_test_neg_mean_absolute_error,mean_test_neg_mean_absolute_error,std_test_neg_mean_absolute_error,rank_test_neg_mean_absolute_error,split0_train_neg_mean_absolute_error,split1_train_neg_mean_absolute_error,split2_train_neg_mean_absolute_error,split3_train_neg_mean_absolute_error,split4_train_neg_mean_absolute_error,mean_train_neg_mean_absolute_error,std_train_neg_mean_absolute_error,split0_test_r2,split1_test_r2,split2_test_r2,split3_test_r2,split4_test_r2,mean_test_r2,std_test_r2,rank_test_r2,split0_train_r2,split1_train_r2,split2_train_r2,split3_train_r2,split4_train_r2,mean_train_r2,std_train_r2,split0_test_neg_root_mean_squared_error,split1_test_neg_root_mean_squared_error,split2_test_neg_root_mean_squared_error,split3_test_neg_root_mean_squared_error,split4_test_neg_root_mean_squared_error,mean_test_neg_root_mean_squared_error,std_test_neg_root_mean_squared_error,rank_test_neg_root_mean_squared_error,split0_train_neg_root_mean_squared_error,split1_train_neg_root_mean_squared_error,split2_train_neg_root_mean_squared_error,split3_train_neg_root_mean_squared_error,split4_train_neg_root_mean_squared_error,mean_train_neg_root_mean_squared_error,std_train_neg_root_mean_squared_error
0,0.03467411994934082,0.0019198971214005687,0.003017282485961914,0.00016084973359452748,0.05,3,100,0.8,"{'learning_rate': 0.05, 'max_depth': 3, 'n_estimators': 100, 'subsample': 0.8}",-0.0353070769905682,-0.07580627993740055,-0.06153410293428954,-0.0656500806071193,-0.0353070769905682,-0.05472092349198916,0.01651819008094837,6,-0.016324888659447555,-0.014931020801867046,-0.016337457638032824,-0.015394483978214768,-0.016324888659447555,-0.01586254794740195,0.0005898955474326706,0.8939127483307887,0.5094035130728092,0.6614755934887508,0.6596703656678304,0.8939127483307887,0.7236749937781936,0.14955895921663093,7,0.9783311167809633,0.9815646658413983,0.9789837111681378,0.9775413899787952,0.9783311167809633,0.9789504001100516,0.0013847619415654927,-0.045933839231113396,-0.09740684246636243,-0.07065041483513516,-0.07902911393890942,-0.045933839231113396,-0.06779080994052676,0.019834518076671262,5,-0.020747623059379577,-0.019081632053504497,-0.021000834405996312,-0.01956470324089679,-0.020747623059379577,-0.02022848316383135,0.0007604485727414252
1,0.033790874481201175,0.0009320972005124449,0.0029419898986816407,0.00010126258764992826,0.05,3,100,1.0,"{'learning_rate': 0.05, 'max_depth': 3, 'n_estimators': 100, 'subsample': 1.0}",-0.0385760053351809,-0.07731327097141957,-0.060999206016939485,-0.06345691221738675,-0.0385760053351809,-0.05578427997522152,0.015111661884998675,16,-0.01605073327037538,-0.014905165329459591,-0.016263298736949455,-0.015187908065532437,-0.01605073327037538,-0.015691567734538447,0.0005398106905723542,0.8786366275046017,0.5055820188087298,0.657944935005381,0.6821641151059645,0.8786366275046017,0.7205928647858558,0.14253901758054668,8,0.9791851001999871,0.981515045863364,0.9791933872861069,0.9777465583615732,0.9791851001999871,0.9793650383822037,0.0012112992482335256,-0.04912979645916432,-0.09778548114430653,-0.07101788533055751,-0.07637279659619164,-0.04912979645916432,-0.06868715119787686,0.018309530421115935,10,-0.020334675529086375,-0.01910729456378125,-0.02089581083272142,-0.019475132511850502,-0.020334675529086375,-0.020029517793305186,0.0006472317734664094
2,0.06992154121398926,0.009021988410382665,0.0029744625091552733,9.504722243665212e-05,0.05,3,200,0.8,"{'learning_rate': 0.05, 'max_depth': 3, 'n_estimators': 200, 'subsample': 0.8}",-0.03621985182193881,-0.07520078069791518,-0.060897683723848225,-0.0627020004897105,-0.03621985182193881,-0.0542480337110703,0.015522472034677619,3,-0.0121256055807274,-0.010732198916414613,-0.01161102839450737,-0.011198170770096206,-0.0121256055807274,-0.011558521848494598,0.0005401087564342032,0.8921500262488791,0.5063012697495437,0.6600022136376779,0.6821910944972784,0.8921500262488791,0.7265589260764516,0.14815705216623848,5,0.9883839134914711,0.9905600569174968,0.989462489777045,0.9881226365691483,0.9883839134914711,0.9889826020493263,0.0009137891111236737,-0.04631388027289498,-0.0977143289012053,-0.0708039959018242,-0.07636955508793072,-0.04631388027289498,-0.06750312808735004,0.0194945856923666,2,-0.015190777529974497,-0.013654465298222226,-0.014870567434586587,-0.014227934284897197,-0.015190777529974497,-0.014626904415531,0.0006000154076771569
3,0.06065969467163086,0.0006281415250286061,0.002669954299926758,0.00017876278463581802,0.05,3,200,1.0,"{'learning_rate': 0.05, 'max_depth': 3, 'n_estimators': 200, 'subsample': 1.0}",-0.03980149483808699,-0.07737460398599451,-0.059750457684924735,-0.06103356307498353,-0.03980149483808699,-0.05555232288441535,0.01428325908605102,13,-0.01248124599891944,-0.01077716101775106,-0.011589951612951323,-0.011378721886342204,-0.01248124599891944,-0.011741665302976694,0.0006601473616186551,0.874284341069566,0.5042472426495239,0.6659815209560442,0.7010193405113091,0.874284341069566,0.7239633572512018,0.1395394486245509,6,0.9874496387671723,0.9904087153082107,0.9893363330045358,0.9875306862876104,0.9874496387671723,0.9884350024269402,0.0012220973865970598,-0.05000297392619769,-0.09791738750745548,-0.0701786436976439,-0.07407280262045882,-0.05000297392619769,-0.06843495633559071,0.01779615382734413,9,-0.015789857031897257,-0.01376348459833935,-0.014959319004168112,-0.014578173129415674,-0.015789857031897257,-0.014976138159143528,0.0007685654838909472
4,0.0564786434173584,0.0007743795164595428,0.002893686294555664,0.00011836909801772754,0.05,5,100,0.8,"{'learning_rate': 0.05, 'max_depth': 5, 'n_estimators': 100, 'subsample': 0.8}",-0.0334026925870573,-0.0908634742204062,-0.06379969637471061,-0.05719899819158381,-0.0334026925870573,-0.055733510792163043,0.02144134425384111,15,-0.009143575980569927,-0.008335095871122697,-0.009230618478752539,-0.008782285436516032,-0.009143575980569927,-0.008927030349506223,0.0003338524492707961,0.9039670243968759,0.34419513037830785,0.6232906015819406,0.7150915457886007,0.9039670243968759,0.6981022653085203,0.2077961880806742,12,0.992957618161282,0.9939051146529869,0.9929551216030681,0.9923000302882773,0.992957618161282,0.9930151005733793,0.0005125732156124242,-0.04370300899822887,-0.11261975211905534,-0.07452859794926571,-0.07230859073596169,-0.04370300899822887,-0.0693725917601481,0.025390456188336897,12,-0.011827960597687532,-0.010971671104384545,-0.01215892800105486,-0.011455824092847447,-0.011827960597687532,-0.011648468878732382,0.0004050111876973332
5,0.05658664703369141,0.0001696451379019361,0.002763032913208008,0.00012442188274035677,0.05,5,100,1.0,"{'learning_rate': 0.05, 'max_depth': 5, 'n_estimators': 100, 'subsample': 1.0}",-0.030402172969628525,-0.0947665383640059,-0.06572036428036673,-0.05730672264414148,-0.030402172969628525,-0.05571959424555424,0.024121118808868237,14,-0.008592073832736384,-0.008175552526640888,-0.008836214338448656,-0.008641458263447642,-0.008592073832736384,-0.008567474558801991,0.0002156421969685527,0.9124153107469912,0.2763841191934129,0.6074171634011012,0.7158286228831909,0.9124153107469912,0.6848921053943375,0.23552996730310985,16,0.9937512913981003,0.9942139808732021,0.9935928324870293,0.9924909680845085,0.9937512913981003,0.993560072848188,0.0005735473759852949,-0.04173642474335275,-0.11829905987206199,-0.07608260567228371,-0.07221499659972228,-0.04173642474335275,-0.07001390232615469,0.028186386403472406,16,-0.011141539926309786,-0.010690055074254946,-0.011595555944851831,-0.011312896217063837,-0.011141539926309786,-0.011176317417758036,0.0002943755171720542
6,0.10534605979919434,0.000548285159553625,0.0030855655670166014,6.798908674712381e-05,0.05,5,200,0.8,"{'learning_rate': 0.05, 'max_depth': 5, 'n_estimators': 200, 'subsample': 0.8}",-0.03278391144745421,-0.09093798701039757,-0.06457271158060848,-0.0554356266650398,-0.03278391144745421,-0.05530282963019086,0.021771615191256796,10,-0.006180852590357071,-0.00555858505889452,-0.006140251526733393,-0.005898621682281867,-0.006180852590357071,-0.005991832689724784,0.00024078081251529485,0.9061384773475583,0.34374026792388535,0.6158059400849719,0.7282009260432238,0.9061384773475583,0.7000048177494396,0.2096621435662155,11,0.9968077324032752,0.9973572443538476,0.9968973424287325,0.9966027004777813,0.9968077324032752,0.9968945504133824,0.00025073675301449494,-0.04320608784946111,-0.11265880155259622,-0.0752653432309342,-0.07062544797301104,-0.04320608784946111,-0.06899235369109273,0.025607182881576773,11,-0.007963421979275591,-0.007224678320592411,-0.008069106725120217,-0.007609370789197492,-0.007963421979275591,-0.00776599995869226,0.0003122135272176871
7,0.10104079246520996,0.0013717563932397951,0.002967166900634766,0.0002782414647119302,0.05,5,200,1.0,"{'learning_rate': 0.05, 'max_depth': 5, 'n_estimators': 200, 'subsample': 1.0}",-0.030249733148400012,-0.09461154647044577,-0.06622979193723096,-0.0555445906151917,-0.030249733148400012,-0.05537707906393369,0.024165760468151918,11,-0.006131441416880666,-0.005522601358246847,-0.006303971455050061,-0.006190403247327629,-0.006131441416880666,-0.006055971778877174,0.00027402591016753515,0.9141158525651822,0.2849561516619915,0.601738477724929,0.7292459184230213,0.9141158525651822,0.6888344505880613,0.23402559506110504,15,0.9967989861961474,0.9973648224884626,0.996708611433033,0.9962480343726714,0.9967989861961474,0.9967838881372924,0.00035517501668742347,-0.04132926207738852,-0.11759628060320208,-0.07663089506585243,-0.07048954955241556,-0.04132926207738852,-0.06947504987524941,0.028114974366995723,14,-0.007974323649396577,-0.00721431245682144,-0.008310901103068936,-0.007996708283103953,-0.007974323649396577,-0.007894113828357497,0.0003631072541359256
8,0.0327362060546875,0.0010778739540231537,0.0027382373809814453,0.00014767555178640495,0.1,3,100,0.8,"{'learning_rate': 0.1, 'max_depth': 3, 'n_estimators': 100, 'subsample': 0.8}",-0.03993313101522835,-0.07305249222327534,-0.059022540630617897,-0.059682378402304954,-0.03993313101522835,-0.054324734657330974,0.012772933427308376,5,-0.011590024914027977,-0.010762345198882669,-0.011416208290944498,-0.01120944226837917,-0.011590024914027977,-0.011313609117252458,0.00030921856863939603,0.8712304714893104,0.5428626400291111,0.6643214132267468,0.7095000621131881,0.8712304714893104,0.7318290116695334,0.12619800430000339,3,0.9893116470988297,0.9906294800134011,0.9897756301816567,0.9880402166468464,0.9893116470988297,0.9894137242079127,0.0008386179827685828,-0.0506066628370816,-0.09402657275072948,-0.07035282524038966,-0.07301469091761961,-0.0506066628370816,-0.0677214829165804,0.01620329532692174,3,-0.014571540810817707,-0.013604163908332488,-0.014647948726357536,-0.014277214494285546,-0.014571540810817707,-0.014334481750122197,0.00038660036997738127
9,0.03222222328186035,0.001092891308060361,0.002729654312133789,0.00036746802117235903,0.1,3,100,1.0,"{'learning_rate': 0.1, 'max_depth': 3, 'n_estimators': 100, 'subsample': 1.0}",-0.03956638859559048,-0.07348193797671278,-0.06177577426121929,-0.059779553331131295,-0.03956638859559048,-0.054834008552048875,0.013316097284263603,7,-0.012222053273727551,-0.010761847227518634,-0.011790053934549436,-0.011283044593794568,-0.012222053273727551,-0.011655810460663548,0.0005652270005390246,0.8762678525436747,0.5453617360277816,0.6479566544294022,0.7209309596140759,0.8762678525436747,0.7333570110317218,0.1293343483601734,1,0.9878665608635263,0.9905504271757454,0.9889976281136436,0.9877251456869229,0.9878665608635263,0.988601264540673,0.001077358092025333,-0.04960693811905267,-0.09376920649218722,-0.0720473138048134,-0.07156374485880912,-0.04960693811905267,-0.06731882827878301,0.016537366814787003,1,-0.015525372988292957,-0.013661428023386464,-0.015195034707238245,-0.014464052884573341,-0.015525372988292957,-0.014874252318356793,0.0007197254949769763
