"","x"
"lp__",3020.9207085
"alpha0",0.2807726526975
"alpha1",1.4520450426
"alpha21",0.1447638897202
"alpha22",0.131859505146
"rho2",21.46158954459
"sigma1",0.2504033143175
"sigma",0.01859752137075
