"","x"
"lp__",3048.57141205
"alpha0",0.27860918707925
"alpha1",1.400908745265
"alpha21",0.161465279254925
"alpha22",0.141671506135
"rho2",21.13924347215
"sigma1",0.3135090155215
"sigma",0.017539681659
