"","x"
"lp__",3025.64174585
"alpha0",0.26306933873275
"alpha1",1.476654152925
"alpha21",0.148443125153375
"alpha22",0.1462671683925
"rho2",19.5398059674775
"sigma1",0.311463670803
"sigma",0.01827317265175
