"cv_fold","rMSE","MAE","converged","max_rhat"
1,0.0746989652417969,0.0669109429801482,TRUE,1.00279509154664
2,0.0547983130775363,0.0410905388150864,TRUE,1.00299782355581
3,0.0855565805475692,0.0745778218619732,TRUE,1.00335930455587
4,0.0925557744747093,0.0839654449109383,TRUE,1.00477645415901
5,0.0848505537907583,0.0786917075711139,TRUE,1.00177812912471
