"","x"
"lp__",3044.466829725
"alpha0",0.24175759247575
"alpha1",1.404703476805
"alpha21",0.177984715610825
"alpha22",0.187234713642
"rho2",19.8705172584575
"sigma1",0.4384395465025
"sigma",0.01886591059925
