,adm1_name,Datetime,adm1_code,fcs,pewi_cubic_intp,food_inflation_cubic_intp,headline_inflation_cubic_intp,Explosions/Remote violence_cubic_intp,rainfall_value_cubic_intp,rainfall_1_month_anomaly_cubic_intp,rainfall_3_months_anomaly_cubic_intp,ndvi_value_cubic_intp,ndvi_anomaly_cubic_intp,Violence against civilians_cubic_intp,Battles_cubic_intp,currency_exchange_cubic_intp,rcsi_cubic_intp,fcs_cubic_intp,year_week,day_of_week,day_of_week_num,Ramadan,Ramadan_past90days,cv_ind,Area,Lat,Lon,Waterways,population,Easting,Northing,MPI,MPI_incidence,MPI_intensity,Muslim,rainfall_1_month_anomaly_asinh,ndvi_anomaly_asinh,rainfall_value_log,currency_exchange_log,Area_log
321,Ennedi Ouest,2022-11-16,900177.0,0.4259100450788225,,19.79603475273637,7.244975420498365,,-0.00015213379654501884,1.0001392151394481,1.3194800950506984,0.10871813800659065,1.0142764517887135,,,639.6242394533084,0.26634970801217217,0.4259100450788225,2022-W46,Wednesday,3.0,0.0,0.0,2,125456.72323287406,18.407000365092284,21.140289018513567,372.5026983611954,99126,1149521.9349033523,2046235.3060860073,60.24,93.4,64.5,0.6679562514463174,0.8814720235626867,0.8914326189624145,-0.00015214537006485153,6.462443075131232,11.739724114131327
322,Ennedi Ouest,2022-11-23,900177.0,0.4470925085885184,,18.208998470506423,5.6281548860638235,,-1.7538314074817237e-05,1.0000135510587984,1.2842031067573576,0.10850194124998844,1.013433466659191,,,636.0355281043461,0.26743026460920055,0.4470925085885184,2022-W47,Wednesday,3.0,0.0,0.0,2,125456.72323287406,18.407000365092284,21.140289018513567,372.5026983611954,99126,1149521.9349033523,2046235.3060860073,60.24,93.4,64.5,0.6679562514463174,0.88138316903265,0.8908406533920947,-1.7538467872833864e-05,6.456825428121,11.739724114131327
323,Ennedi Ouest,2022-11-30,900177.0,0.4595206778390067,,16.790737747556584,4.053595028311146,,3.0546061468641634e-05,0.9999666340277985,1.0622449767959818,0.10829532008227141,1.0125272824543319,,,631.8574985789857,0.2661816760471889,0.4595206778390067,2022-W48,Wednesday,3.0,0.0,0.0,2,125456.72323287406,18.407000365092284,21.140289018513567,372.5026983611954,99126,1149521.9349033523,2046235.3060860073,60.24,93.4,64.5,0.6679562514463174,0.881349993517534,0.8902040295198774,3.054559494724827e-05,6.4502452760724,11.739724114131327
324,Ennedi Ouest,2022-12-07,900177.0,0.45044024876185823,,15.987674070266715,2.904881049227288,,-7.178415621946907e-06,1.0000127425613023,0.9557564305654443,0.10804282190297972,1.0114929192978352,,,623.9572475886031,0.28243971960885184,0.45044024876185823,2022-W49,Wednesday,3.0,0.0,0.0,2,125456.72323287406,18.407000365092284,21.140289018513567,372.5026983611954,99126,1149521.9349033523,2046235.3060860073,60.24,93.4,64.5,0.6679562514463174,0.8813825973423459,0.8894770031694218,-7.178441386871062e-06,6.437683243538515,11.739724114131327
325,Ennedi Ouest,2022-12-14,900177.0,0.45063138689313614,,15.917927967266907,2.312616800908157,,-5.659466904676278e-06,0.9999992763423841,1.0066413654957473,0.10776690436768045,1.0100571093104769,,,621.0375017110356,0.29437396458217074,0.45063138689313614,2022-W50,Wednesday,3.0,0.0,0.0,2,125456.72323287406,18.407000365092284,21.140289018513567,372.5026983611954,99126,1149521.9349033523,2046235.3060860073,60.24,93.4,64.5,0.6679562514463174,0.8813730753162429,0.8884671871361418,-5.65948291951603e-06,6.43300038306161,11.739724114131327
326,Ennedi Ouest,2022-12-21,900177.0,0.47518947601318356,,16.315719653689534,2.1115811698512545,,-1.210069650063086e-05,0.9999982343707012,1.018399024110037,0.1075525217226632,1.0082870433107847,,,618.6754160640141,0.2798122732979911,0.47518947601318356,2022-W51,Wednesday,3.0,0.0,0.0,2,125456.72323287406,18.407000365092284,21.140289018513567,372.5026983611954,99126,1149521.9349033523,2046235.3060860073,60.24,93.4,64.5,0.6679562514463174,0.8813723385305416,0.8872212882048996,-1.2100769714612837e-05,6.429195818476002,11.739724114131327
327,Ennedi Ouest,2022-12-28,900177.0,0.4781812340872628,,16.872907930763763,2.1039102877294327,,8.893190284080252e-05,1.0000014278273135,1.0063112240712115,0.10740489123436678,1.0068776931712173,,,617.2390219844611,0.27415112631661553,0.4781812340872628,2022-W52,Wednesday,3.0,0.0,0.0,2,125456.72323287406,18.407000365092284,21.140289018513567,372.5026983611954,99126,1149521.9349033523,2046235.3060860073,60.24,93.4,64.5,0.6679562514463174,0.8813745966455584,0.886228498101047,8.892794863352451e-05,6.426875149647775,11.739724114131327
328,Ennedi Ouest,2023-01-04,900177.0,0.4918102318899972,,17.282587735407237,2.092494476258765,,-8.906980010953804e-05,0.9999996094584999,0.9998981150732285,0.10743385183800837,1.0069053988954366,,,615.3341236192267,0.27741638456072126,0.4918102318899972,2023-W01,Wednesday,3.0,0.0,0.0,2,125456.72323287406,18.407000365092284,21.140289018513567,372.5026983611954,99126,1149521.9349033523,2046235.3060860073,60.24,93.4,64.5,0.6679562514463174,0.881373310864973,0.886248021617408,-8.907376705979138e-05,6.4237892249559865,11.739724114131327
329,Ennedi Ouest,2023-01-11,900177.0,0.5008598273141044,,17.33554306102848,1.9398260202933497,,-0.00019332979402388498,0.9999991368963767,0.9996402757549073,0.10770368409466757,1.0086664092853377,,,614.1622631790552,0.2774781962803432,0.5008598273141044,2023-W02,Wednesday,3.0,0.0,0.0,2,125456.72323287406,18.407000365092284,21.140289018513567,372.5026983611954,99126,1149521.9349033523,2046235.3060860073,60.24,93.4,64.5,0.6679562514463174,0.8813729767129864,0.8874884059274767,-0.0001933484846375023,6.421886075573759,11.739724114131327
330,Ennedi Ouest,2023-01-18,900177.0,0.5161490794590541,,17.119367814676576,1.6894866139544455,,0.0016554444393289817,1.0000067641013233,1.0001682223552744,0.10801980326741252,1.0105740585061334,,,606.2980016840405,0.2736690167018345,0.5161490794590541,2023-W03,Wednesday,3.0,0.0,0.0,2,125456.72323287406,18.407000365092284,21.140289018513567,372.5026983611954,99126,1149521.9349033523,2046235.3060860073,60.24,93.4,64.5,0.6679562514463174,0.8813783699533693,0.8888308449353782,0.0016540757015545784,6.40901961240584,11.739724114131327
331,Ennedi Ouest,2023-01-25,900177.0,0.5325803102765765,,16.819344959891502,1.4446599145013361,,0.0025858297532948896,1.0000132607399168,0.9999771083329184,0.10824643360494605,1.011747010834522,,,603.3092832077301,0.28585375104631694,0.5325803102765765,2023-W04,Wednesday,3.0,0.0,0.0,2,125456.72323287406,18.407000365092284,21.140289018513567,372.5026983611954,99126,1149521.9349033523,2046235.3060860073,60.24,93.4,64.5,0.6679562514463174,0.8813829637475761,0.8896556321892424,0.002582492247780907,6.404086125168649,11.739724114131327
332,Ennedi Ouest,2023-02-01,900177.0,0.5593944386073522,,16.6219935959017,1.309283769236527,,0.0006177144803776327,1.000011642649896,0.9999875406836017,0.10831202439305142,1.0120345018005377,,,602.5448507211961,0.2893474578857422,0.5593944386073522,2023-W05,Wednesday,3.0,0.0,0.0,2,125456.72323287406,18.407000365092284,21.140289018513567,372.5026983611954,99126,1149521.9349033523,2046235.3060860073,60.24,93.4,64.5,0.6679562514463174,0.8813818195922732,0.8898577139978442,0.0006175237733189504,6.402820355458345,11.739724114131327
