"","x"
"lp__",2858.9771824
"alpha0",0.1006315528165
"alpha1",2.1423703834
"alpha21",0.37306405674175
"alpha22",0.4211378306735
"rho2",19.9120286416825
"sigma1",0.1843607611585
"sigma",0.010196677094425
"beta[1]",0.112630129514783
"beta[2]",-0.0328833493306243
"beta[3]",-0.0282454249204097
"beta[4]",-0.0230326700256641
"beta[5]",-0.0246977607685535
"beta[6]",-0.0527305639993225
"beta[7]",0.0226632898761847
"beta_sd",0.0783690641587
