"","x"
"lp__",2731.86146875
"alpha0",0.09884571450375
"alpha1",1.642218986725
"alpha21",0.35627536265725
"alpha22",0.4319807721505
"rho2",18.7910112924925
"sigma1",0.167571453506
"sigma",0.00716840687
"beta[1]",0.138209482099941
"beta[2]",-0.0343088845675075
"beta[3]",-0.0457756186335175
"beta[4]",-0.0243250211095838
"beta[5]",-0.0069560498687041
"beta[6]",-0.04993102394267
"beta[7]",0.048207248719828
"beta_sd",0.09022462288175
