"","x"
"lp__",2709.12464135
"alpha0",0.08570824746085
"alpha1",1.988514849225
"alpha21",0.46096144306175
"alpha22",0.563801029168
"rho2",18.2894652643075
"sigma1",0.1745573271025
"sigma",0.01011046329095
"beta[1]",0.171703166054767
"beta[2]",-0.037420235899255
"beta[3]",-0.0327348618293625
"beta[4]",-0.016190413705668
"beta[5]",-0.040947931093897
"kappa",5.65873978928
