"","x"
"lp__",2724.8016174
"alpha0",0.096711807322
"alpha1",1.536818284975
"alpha21",0.39393706293685
"alpha22",0.461108385665
"rho2",18.49433979295
"sigma1",0.1573063369455
"sigma",0.007123545187075
"beta[1]",0.23880194931215
"beta[2]",-0.0381737098836383
"beta[3]",-0.029957272535007
"beta[4]",-0.00855043571834975
"beta[5]",-0.0178107984022295
"kappa",5.65575097861875
