"","x"
"lp__",2896.220592175
"alpha0",0.0782933160195
"alpha1",1.4868653525425
"alpha21",0.442453441443
"alpha22",0.5924122807435
"rho2",17.027313353515
"sigma1",0.13473165731525
"sigma",0.007009976224825
"beta[1]",0.22294161449225
"beta[2]",-0.035015709553037
"beta[3]",-0.057315433390027
"beta[4]",-0.00904014030833225
"beta[5]",-0.067673772243329
"kappa",5.6828377842975
