"adm1_name","Easting","Northing","Datetime","fcs","cv_ind","MPI_intensity","currency_exchange_log","ndvi_value_cubic_intp","food_inflation_cubic_intp","Waterways"
"Barh El Gazal",703.015195999231,1595.04509254626,"2022-10-05",0.366477928161621,2,65.8,6.49917030916269,0.219454248008263,17.4709111153739,12.966531303589
"Barh El Gazal",703.015195999231,1595.04509254626,"2022-10-12",0.36509147644043,2,65.8,6.51285594531575,0.21013738773174,18.4505792919711,12.966531303589
"Barh El Gazal",703.015195999231,1595.04509254626,"2022-10-19",0.355111296517508,2,65.8,6.50961594332047,0.195826468737652,20.0281672259613,12.966531303589
"Barh El Gazal",703.015195999231,1595.04509254626,"2022-10-26",0.359643265860421,2,65.8,6.50322030714717,0.184933134721832,21.1798521515528,12.966531303589
"Barh El Gazal",703.015195999231,1595.04509254626,"2022-11-02",0.384076783316476,2,65.8,6.49389438478416,0.177192137582832,21.6074376721309,12.966531303589
"Barh El Gazal",703.015195999231,1595.04509254626,"2022-11-09",0.401127542768206,2,65.8,6.4941013677678,0.171400979134297,21.081596812546,12.966531303589
"Barh El Gazal",703.015195999231,1595.04509254626,"2022-11-16",0.424115878513881,2,65.8,6.46244307513123,0.167382849793551,19.7960347527364,12.966531303589
"Barh El Gazal",703.015195999231,1595.04509254626,"2022-11-23",0.452772761753627,2,65.8,6.456825428121,0.164816378282913,18.2089984705064,12.966531303589
"Barh El Gazal",703.015195999231,1595.04509254626,"2022-11-30",0.476955119541713,2,65.8,6.4502452760724,0.162839445802416,16.7907377475566,12.966531303589
"Barh El Gazal",703.015195999231,1595.04509254626,"2022-12-07",0.502534975324358,2,65.8,6.43768324353852,0.161256314491636,15.9876740702667,12.966531303589
"Barh El Gazal",703.015195999231,1595.04509254626,"2022-12-14",0.512708576747349,2,65.8,6.43300038306161,0.159754256084312,15.9179279672669,12.966531303589
"Barh El Gazal",703.015195999231,1595.04509254626,"2022-12-21",0.522162077767508,2,65.8,6.429195818476,0.158070090747095,16.3157196536895,12.966531303589
"Barh El Gazal",703.015195999231,1595.04509254626,"2022-12-28",0.533104776654925,2,65.8,6.42687514964777,0.156680719737563,16.8729079307638,12.966531303589
"Barh El Gazal",703.015195999231,1595.04509254626,"2023-01-04",0.573215958731515,2,65.8,6.42378922495599,0.155829168285145,17.2825877354072,12.966531303589
"Barh El Gazal",703.015195999231,1595.04509254626,"2023-01-11",0.589929547991071,2,65.8,6.42188607557376,0.155333844376662,17.3355430610285,12.966531303589
"Barh El Gazal",703.015195999231,1595.04509254626,"2023-01-18",0.62484018598284,2,65.8,6.40901961240584,0.154733074718375,17.1193678146766,12.966531303589
"Barh El Gazal",703.015195999231,1595.04509254626,"2023-01-25",0.63418215070452,2,65.8,6.40408612516865,0.153978603832645,16.8193449598915,12.966531303589
"Barh El Gazal",703.015195999231,1595.04509254626,"2023-02-01",0.636537922450474,2,65.8,6.40282035545834,0.153036151563766,16.6219935959017,12.966531303589
"Barh El Gazal",703.015195999231,1595.04509254626,"2023-02-08",0.651152757917132,2,65.8,6.41431159084479,0.151500894907575,16.6978072815757,12.966531303589
"Barh El Gazal",703.015195999231,1595.04509254626,"2023-02-15",0.651204496111189,2,65.8,6.41984923838072,0.14951451868987,17.0720481162708,12.966531303589
"Barh El Gazal",703.015195999231,1595.04509254626,"2023-02-22",0.666895130702427,2,65.8,6.42212806277006,0.1476527230795,17.6457802615552,12.966531303589
"Barh El Gazal",703.015195999231,1595.04509254626,"2023-03-01",0.665431900024414,2,65.8,6.43148457389414,0.146442667280165,18.3110535125448,12.966531303589
"Barh El Gazal",703.015195999231,1595.04509254626,"2023-03-08",0.665741762433733,2,65.8,6.42696449734229,0.145799467032586,18.9578244388061,12.966531303589
"Barh El Gazal",703.015195999231,1595.04509254626,"2023-03-15",0.676086273193359,2,65.8,6.42442489151432,0.145173283531327,19.4570797533682,12.966531303589
"Barh El Gazal",703.015195999231,1595.04509254626,"2023-03-22",0.679270945957729,2,65.8,6.41820040608913,0.144327091398849,19.6635836712546,12.966531303589
"Barh El Gazal",703.015195999231,1595.04509254626,"2023-03-29",0.688629586356027,2,65.8,6.41120859550011,0.143644912411293,19.430922968118,12.966531303589
"Barh El Gazal",703.015195999231,1595.04509254626,"2023-04-05",0.670904050554548,2,65.8,6.40360051701064,0.143192297194551,18.6146735152827,12.966531303589
"Barh El Gazal",703.015195999231,1595.04509254626,"2023-04-12",0.664106009347098,2,65.8,6.39890140997876,0.142846345203935,17.1471107131827,12.966531303589
"Barh El Gazal",703.015195999231,1595.04509254626,"2023-04-19",0.63502623966762,2,65.8,6.39615832686993,0.142479291679449,15.1288073470544,12.966531303589
"Barh El Gazal",703.015195999231,1595.04509254626,"2023-04-26",0.619919809613909,2,65.8,6.39063702985835,0.141918582948981,12.6997202964379,12.966531303589
"Barh El Gazal",703.015195999231,1595.04509254626,"2023-05-03",0.62652963910784,2,65.8,6.38994993364773,0.141320214671492,9.9999854594844,12.966531303589
"Barh El Gazal",703.015195999231,1595.04509254626,"2023-05-10",0.638093806675502,2,65.8,6.38119118077176,0.141095501456268,7.1697387343446,12.966531303589
"Barh El Gazal",703.015195999231,1595.04509254626,"2023-05-17",0.643263844081334,2,65.8,6.40463303453537,0.141237019349336,4.34911601916943,12.966531303589
"Barh El Gazal",703.015195999231,1595.04509254626,"2023-05-24",0.635165279933385,2,65.8,6.41077548772291,0.142029234463596,1.67825321210979,12.966531303589
"Barh El Gazal",703.015195999231,1595.04509254626,"2023-05-31",0.643070073808943,2,65.8,6.41906681923479,0.144218114111099,-0.702713788683443,12.966531303589
